event_id,ticker,car_sym14
AIT-2022-12-001,COST,-0.11886512
AIT-2022-12-001,CPRT,0.00230111
AIT-2022-12-001,CRDO,-0.16314458
AIT-2022-12-001,CRWD,-0.29578688
AIT-2022-12-001,CSCO,0.10320658
AIT-2022-12-001,CSX,0.03236094
AIT-2022-12-001,CTAS,0.02028656
AIT-2022-12-001,DASH,-0.14461887
AIT-2022-12-001,DDOG,-0.01731622
AIT-2022-12-001,DXCM,-0.03127682
AIT-2022-12-001,EA,-0.05101240
AIT-2022-12-001,ENTG,-0.08363885
AIT-2022-12-001,EXC,0.14441856
AIT-2022-12-001,FANG,-0.20610054
AIT-2022-12-001,FAST,-0.06842375
AIT-2022-12-001,FER,0.15044373
AIT-2022-12-001,FTNT,-0.08260422
AIT-2022-12-001,GILD,-0.00945692
AIT-2022-12-001,GOOG,-0.03566703
AIT-2022-12-001,GOOGL,-0.03727321
AIT-2022-12-001,HON,-0.01577676
AIT-2022-12-001,IDXX,-0.00877886
AIT-2022-12-001,INTC,-0.07841483
AIT-2022-12-001,INTU,0.01900165
AIT-2022-12-001,ISRG,0.05085682
AIT-2022-12-001,KDP,-0.00510642
AIT-2022-12-001,KHC,0.10038483
AIT-2022-12-001,KLAC,0.00237405
AIT-2022-12-001,LIN,0.00068412
AIT-2022-12-001,LITE,-0.02321557
AIT-2022-12-001,LRCX,-0.09091855
AIT-2022-12-001,MAR,-0.04976794
AIT-2022-12-001,MCHP,-0.06902249
AIT-2022-12-001,MDLZ,0.05308269
AIT-2022-12-001,MELI,-0.12223736
AIT-2022-12-001,META,0.13904328
AIT-2022-12-001,MNST,0.02748632
AIT-2022-12-001,MPWR,-0.06973815
AIT-2022-12-001,MRVL,-0.08474557
AIT-2022-12-001,MSFT,0.04578168
AIT-2022-12-001,MSTR,-0.00228338
AIT-2022-12-001,MTSI,-0.14146520
AIT-2022-12-001,MU,-0.12690592
AIT-2022-12-001,NFLX,-0.01725577
AIT-2022-12-001,NVDA,-0.02749700
AIT-2022-12-001,NXPI,-0.06948879
AIT-2022-12-001,ODFL,-0.07478185
AIT-2022-12-001,ON,-0.16787564
AIT-2022-12-001,ORLY,0.00970139
AIT-2022-12-001,PANW,-0.13096384
AIT-2022-12-001,PAYX,-0.03347286
AIT-2022-12-001,PCAR,0.00384061
AIT-2022-12-001,PDD,0.12641284
AIT-2022-12-001,PEP,0.03434922
AIT-2022-12-001,PLTR,-0.18967815
AIT-2022-12-001,PYPL,-0.18616260
AIT-2022-12-001,QCOM,-0.05584489
AIT-2022-12-001,REGN,-0.03036494
AIT-2022-12-001,RKLB,-0.20725652
AIT-2022-12-001,ROP,0.01109584
AIT-2022-12-001,ROST,0.16740968
AIT-2022-12-001,SBUX,0.03865770
AIT-2022-12-001,SHOP,-0.03911843
AIT-2022-12-001,SNPS,-0.02581954
AIT-2022-12-001,STX,0.07531348
AIT-2022-12-001,TER,-0.04004305
AIT-2022-12-001,TMUS,-0.04234727
AIT-2022-12-001,TRI,0.02105444
AIT-2022-12-001,TSLA,-0.38424537
AIT-2022-12-001,TSM,0.00491156
AIT-2022-12-001,TTWO,0.08887069
AIT-2022-12-001,TXN,-0.06635139
AIT-2022-12-001,UMC,-0.07505102
AIT-2022-12-001,VRTX,-0.09291530
AIT-2022-12-001,WBD,-0.04075811
AIT-2022-12-001,WDAY,0.13672110
AIT-2022-12-001,WDC,-0.14241806
AIT-2022-12-001,WMT,-0.03823098
AIT-2022-12-001,XEL,0.06371011
AIT-2023-03-002,AAPL,0.06298566
AIT-2023-03-002,ABNB,-0.14050509
AIT-2023-03-002,ADBE,0.08028437
AIT-2023-03-002,ADI,-0.00357475
AIT-2023-03-002,ADP,-0.06658942
AIT-2023-03-002,ADSK,-0.09900084
AIT-2023-03-002,AEP,-0.00007753
AIT-2023-03-002,ALNY,-0.10891798
AIT-2023-03-002,AMAT,0.02455277
AIT-2023-03-002,AMD,0.18650747
AIT-2023-03-002,AMGN,0.02323493
AIT-2023-03-002,AMZN,0.03995535
AIT-2023-03-002,APP,0.15034884
AIT-2023-03-002,ASML,-0.01159149
AIT-2023-03-002,ASX,0.06625596
AIT-2023-03-002,AVGO,0.04483051
AIT-2023-03-002,AXON,0.02946157
AIT-2023-03-002,BKNG,0.02321255
AIT-2023-03-002,BKR,-0.01288309
AIT-2023-03-002,CCEP,0.05147847
AIT-2023-03-002,CDNS,0.00902112
AIT-2023-03-002,CEG,-0.12310813
AIT-2023-03-002,CMCSA,-0.00549265
AIT-2023-03-002,COST,-0.05495010
AIT-2023-03-002,CPRT,0.01720941
AIT-2023-03-002,CRDO,-0.09452426
AIT-2023-03-002,CRWD,0.16298339
AIT-2023-03-002,CSCO,0.00701784
AIT-2023-03-002,CSX,-0.04786701
AIT-2023-03-002,CTAS,0.00177567
AIT-2023-03-002,DASH,0.04328364
AIT-2023-03-002,DDOG,-0.16283695
AIT-2023-03-002,DXCM,-0.09594807
AIT-2023-03-002,EA,0.09390018
AIT-2023-03-002,ENTG,-0.06928407
AIT-2023-03-002,EXC,0.00249305
AIT-2023-03-002,FANG,0.05858619
AIT-2023-03-002,FAST,0.01093775
AIT-2023-03-002,FER,-0.11042157
AIT-2023-03-002,FTNT,0.04890409
