event_id,ticker,car_s1_0_1,car_s1_0_2,car_s1_0_5,car_s1_0_20
AIT-2022-04-002,CTAS,-0.00748051,-0.01748536,-0.02424472,-0.04465677
AIT-2022-04-002,DASH,-0.06494157,-0.04490661,0.01511982,-0.23036682
AIT-2022-04-002,DDOG,-0.03034247,0.01025049,0.02451423,-0.07474346
AIT-2022-04-002,DXCM,-0.01064431,-0.01219741,-0.00616121,-0.24488404
AIT-2022-04-002,EA,-0.01064791,-0.01023592,-0.00612446,-0.02923354
AIT-2022-04-002,ENTG,-0.03626469,-0.02043417,0.00820269,0.15715367
AIT-2022-04-002,EXC,0.00419941,-0.02896624,-0.01595742,-0.05903790
AIT-2022-04-002,FANG,0.04352722,0.00921288,0.03125566,0.09126394
AIT-2022-04-002,FAST,-0.03712587,-0.01919258,-0.04952143,-0.05099484
AIT-2022-04-002,FER,0.00152092,0.00202205,0.00418634,-0.02239013
AIT-2022-04-002,FTNT,0.00409331,0.01497662,0.03304072,-0.07148397
AIT-2022-04-002,GILD,0.02477137,0.02360496,0.02559225,0.04260436
AIT-2022-04-002,GOOG,-0.02647835,-0.03587231,-0.04947724,-0.06333918
AIT-2022-04-002,GOOGL,-0.02764572,-0.03944159,-0.05023037,-0.06259483
AIT-2022-04-002,HON,-0.01858414,-0.00621580,0.03169521,0.10454768
AIT-2022-04-002,IDXX,0.02196030,-0.01578055,-0.04115904,-0.24943148
AIT-2022-04-002,INTC,-0.01151064,-0.00368181,-0.01560147,0.03814745
AIT-2022-04-002,INTU,-0.01619527,-0.00793724,-0.01580574,-0.06152284
AIT-2022-04-002,ISRG,0.00240189,-0.01060677,0.00140547,-0.10373419
AIT-2022-04-002,KDP,-0.00657669,-0.00044606,-0.00857464,0.00791625
AIT-2022-04-002,KHC,0.02226592,0.03267193,0.05897005,0.10219234
AIT-2022-04-002,KLAC,-0.01290505,-0.01101363,-0.03294938,0.10706827
AIT-2022-04-002,LIN,0.00614201,0.02149329,0.03049144,0.06151446
AIT-2022-04-002,LITE,-0.02672623,-0.02576995,-0.03477155,0.07618235
AIT-2022-04-002,LRCX,-0.01481018,-0.01608520,-0.04575987,0.12887124
AIT-2022-04-002,MAR,-0.01806327,-0.00585794,0.10681599,0.13211989
AIT-2022-04-002,MCHP,-0.03210454,-0.01041368,-0.00996349,0.13827876
AIT-2022-04-002,MDLZ,0.00247200,0.00930147,0.01647235,0.07479075
AIT-2022-04-002,MELI,-0.00590039,0.00627773,-0.03602817,0.00760312
AIT-2022-04-002,META,-0.00354057,0.00374673,-0.00913469,0.13256726
AIT-2022-04-002,MNST,0.00956607,0.03659785,0.05069596,0.18578601
