"n_events","n_llm_capability_events","n_media_capability_events","n_events_with_intelligence","n_events_with_coding","n_events_with_math","n_events_with_price","n_events_with_speed","n_events_with_media_elo","n_events_with_sentiment_w5","n_events_with_creator_intelligence_leap","n_events_with_creator_price_leap","n_events_with_asvi_columns","n_events_with_confound_columns"
60,47,13,47,35,23,47,47,13,47,33,33,0,0
