ticker,company,cik,taxonomy,tag,group,present,units,fact_count,quarterly_2022_2026_count,forms,has_frame,recent_fact
AAPL,Apple Inc.,0000320193,us-gaap,Assets,assets,True,USD,144,36,10-Q;10-K;8-K;10-K/A,True,2026-03-28 filed 2026-05-01 10-Q 2026Q2 371082000000 USD
AAPL,Apple Inc.,0000320193,us-gaap,AssetsCurrent,assets,True,USD,142,36,10-Q;10-K;8-K;10-K/A,True,2026-03-28 filed 2026-05-01 10-Q 2026Q2 144114000000 USD
AAPL,Apple Inc.,0000320193,us-gaap,StockholdersEquity,equity,True,USD,258,90,10-Q;10-K;8-K;10-K/A,True,2026-03-28 filed 2026-05-01 10-Q 2026Q2 106491000000 USD
AAPL,Apple Inc.,0000320193,dei,EntityCommonStockSharesOutstanding,shares,True,shares,69,18,10-Q;10-K;10-K/A,True,2026-04-17 filed 2026-05-01 10-Q 2026Q2 14687356000 shares
AAPL,Apple Inc.,0000320193,us-gaap,CommonStockSharesOutstanding,shares,True,shares,142,36,10-Q;10-K;8-K;10-K/A,True,2026-03-28 filed 2026-05-01 10-Q 2026Q2 14667688000 shares
AAPL,Apple Inc.,0000320193,us-gaap,WeightedAverageNumberOfSharesOutstandingBasic,shares,True,shares,230,58,10-Q;10-K;8-K;10-K/A,True,2026-03-28 filed 2026-05-01 10-Q 2026Q2 14710718000 shares
AAPL,Apple Inc.,0000320193,us-gaap,WeightedAverageNumberOfDilutedSharesOutstanding,shares,True,shares,230,58,10-Q;10-K;8-K;10-K/A,True,2026-03-28 filed 2026-05-01 10-Q 2026Q2 14768115000 shares
AAPL,Apple Inc.,0000320193,us-gaap,Assets,required_exact,True,USD,144,36,10-Q;10-K;8-K;10-K/A,True,2026-03-28 filed 2026-05-01 10-Q 2026Q2 371082000000 USD
AAPL,Apple Inc.,0000320193,us-gaap,StockholdersEquity,required_exact,True,USD,258,90,10-Q;10-K;8-K;10-K/A,True,2026-03-28 filed 2026-05-01 10-Q 2026Q2 106491000000 USD
AAPL,Apple Inc.,0000320193,dei,EntityCommonStockSharesOutstanding,required_exact,True,shares,69,18,10-Q;10-K;10-K/A,True,2026-04-17 filed 2026-05-01 10-Q 2026Q2 14687356000 shares
AAPL,Apple Inc.,0000320193,dei,DocumentFiscalYearFocus,required_exact,False,,0,0,,False,
AAPL,Apple Inc.,0000320193,dei,DocumentFiscalPeriodFocus,required_exact,False,,0,0,,False,
ABNB,Airbnb,0001559720,us-gaap,Assets,assets,True,USD,42,34,10-Q;10-K,True,2026-03-31 filed 2026-05-07 10-Q 2026Q1 26828000000 USD
ABNB,Airbnb,0001559720,us-gaap,AssetsCurrent,assets,True,USD,42,34,10-Q;10-K,True,2026-03-31 filed 2026-05-07 10-Q 2026Q1 23601000000 USD
ABNB,Airbnb,0001559720,us-gaap,StockholdersEquity,equity,True,USD,110,90,10-Q;10-K,True,2026-03-31 filed 2026-05-07 10-Q 2026Q1 7636000000 USD
ABNB,Airbnb,0001559720,us-gaap,WeightedAverageNumberOfSharesOutstandingBasic,shares,True,shares,67,54,10-Q;10-K,True,2026-03-31 filed 2026-05-07 10-Q 2026Q1 598000000 shares
ABNB,Airbnb,0001559720,us-gaap,WeightedAverageNumberOfDilutedSharesOutstanding,shares,True,shares,67,54,10-Q;10-K,True,2026-03-31 filed 2026-05-07 10-Q 2026Q1 608000000 shares
ABNB,Airbnb,0001559720,us-gaap,Assets,required_exact,True,USD,42,34,10-Q;10-K,True,2026-03-31 filed 2026-05-07 10-Q 2026Q1 26828000000 USD
ABNB,Airbnb,0001559720,us-gaap,StockholdersEquity,required_exact,True,USD,110,90,10-Q;10-K,True,2026-03-31 filed 2026-05-07 10-Q 2026Q1 7636000000 USD
ABNB,Airbnb,0001559720,dei,EntityCommonStockSharesOutstanding,required_exact,False,,0,0,,False,
ABNB,Airbnb,0001559720,dei,DocumentFiscalYearFocus,required_exact,False,,0,0,,False,
ABNB,Airbnb,0001559720,dei,DocumentFiscalPeriodFocus,required_exact,False,,0,0,,False,
ADBE,Adobe Inc.,0000796343,us-gaap,Assets,assets,True,USD,138,36,10-Q;10-K,True,2026-05-29 filed 2026-06-15 10-Q 2026Q2 29933000000 USD
ADBE,Adobe Inc.,0000796343,us-gaap,AssetsCurrent,assets,True,USD,138,36,10-Q;10-K,True,2026-05-29 filed 2026-06-15 10-Q 2026Q2 9068000000 USD
ADBE,Adobe Inc.,0000796343,us-gaap,StockholdersEquity,equity,True,USD,248,90,10-Q;10-K,True,2026-05-29 filed 2026-06-15 10-Q 2026Q2 11518000000 USD
ADBE,Adobe Inc.,0000796343,dei,EntityCommonStockSharesOutstanding,shares,True,shares,69,18,10-Q;10-K,True,2026-06-11 filed 2026-06-15 10-Q 2026Q2 397500000 shares
ADBE,Adobe Inc.,0000796343,us-gaap,CommonStockSharesOutstanding,shares,True,shares,138,36,10-Q;10-K,True,2026-05-29 filed 2026-06-15 10-Q 2026Q2 399000000 shares
ADBE,Adobe Inc.,0000796343,us-gaap,WeightedAverageNumberOfSharesOutstandingBasic,shares,True,shares,225,58,10-Q;10-K,True,2026-05-29 filed 2026-06-15 10-Q 2026Q2 406300000 shares
ADBE,Adobe Inc.,0000796343,us-gaap,WeightedAverageNumberOfDilutedSharesOutstanding,shares,True,shares,225,58,10-Q;10-K,True,2026-05-29 filed 2026-06-15 10-Q 2026Q2 406600000 shares
ADBE,Adobe Inc.,0000796343,us-gaap,Assets,required_exact,True,USD,138,36,10-Q;10-K,True,2026-05-29 filed 2026-06-15 10-Q 2026Q2 29933000000 USD
ADBE,Adobe Inc.,0000796343,us-gaap,StockholdersEquity,required_exact,True,USD,248,90,10-Q;10-K,True,2026-05-29 filed 2026-06-15 10-Q 2026Q2 11518000000 USD
ADBE,Adobe Inc.,0000796343,dei,EntityCommonStockSharesOutstanding,required_exact,True,shares,69,18,10-Q;10-K,True,2026-06-11 filed 2026-06-15 10-Q 2026Q2 397500000 shares
ADBE,Adobe Inc.,0000796343,dei,DocumentFiscalYearFocus,required_exact,False,,0,0,,False,
ADBE,Adobe Inc.,0000796343,dei,DocumentFiscalPeriodFocus,required_exact,False,,0,0,,False,
ADI,Analog Devices,0000006281,us-gaap,Assets,assets,True,USD,136,36,10-Q;10-K,True,2026-05-02 filed 2026-05-20 10-Q 2026Q2 47949095000 USD
ADI,Analog Devices,0000006281,us-gaap,AssetsCurrent,assets,True,USD,136,36,10-Q;10-K,True,2026-05-02 filed 2026-05-20 10-Q 2026Q2 7809773000 USD
ADI,Analog Devices,0000006281,us-gaap,StockholdersEquity,equity,True,USD,136,36,10-Q;10-K,True,2026-05-02 filed 2026-05-20 10-Q 2026Q2 33742033000 USD
ADI,Analog Devices,0000006281,dei,EntityCommonStockSharesOutstanding,shares,True,shares,68,18,10-Q;10-K,True,2026-05-02 filed 2026-05-20 10-Q 2026Q2 487087040 shares
ADI,Analog Devices,0000006281,us-gaap,CommonStockSharesOutstanding,shares,True,shares,136,36,10-Q;10-K,True,2026-05-02 filed 2026-05-20 10-Q 2026Q2 487087040 shares
ADI,Analog Devices,0000006281,us-gaap,WeightedAverageNumberOfSharesOutstandingBasic,shares,True,shares,301,58,10-Q;10-K,True,2026-05-02 filed 2026-05-20 10-Q 2026Q2 488239000 shares
ADI,Analog Devices,0000006281,us-gaap,WeightedAverageNumberOfDilutedSharesOutstanding,shares,True,shares,301,58,10-Q;10-K,True,2026-05-02 filed 2026-05-20 10-Q 2026Q2 491057000 shares
ADI,Analog Devices,0000006281,us-gaap,Assets,required_exact,True,USD,136,36,10-Q;10-K,True,2026-05-02 filed 2026-05-20 10-Q 2026Q2 47949095000 USD
ADI,Analog Devices,0000006281,us-gaap,StockholdersEquity,required_exact,True,USD,136,36,10-Q;10-K,True,2026-05-02 filed 2026-05-20 10-Q 2026Q2 33742033000 USD
ADI,Analog Devices,0000006281,dei,EntityCommonStockSharesOutstanding,required_exact,True,shares,68,18,10-Q;10-K,True,2026-05-02 filed 2026-05-20 10-Q 2026Q2 487087040 shares
ADI,Analog Devices,0000006281,dei,DocumentFiscalYearFocus,required_exact,False,,0,0,,False,
ADI,Analog Devices,0000006281,dei,DocumentFiscalPeriodFocus,required_exact,False,,0,0,,False,
ADP,Automatic Data Processing,0000008670,us-gaap,Assets,assets,True,USD,143,42,10-Q;10-K,True,2026-03-31 filed 2026-04-30 10-Q 2026Q3 64484200000 USD
ADP,Automatic Data Processing,0000008670,us-gaap,AssetsCurrent,assets,True,USD,132,38,10-Q;10-K,True,2026-03-31 filed 2026-04-30 10-Q 2026Q3 54234100000 USD
ADP,Automatic Data Processing,0000008670,us-gaap,StockholdersEquity,equity,True,USD,190,88,10-Q;10-K,True,2026-03-31 filed 2026-04-30 10-Q 2026Q3 6350100000 USD
ADP,Automatic Data Processing,0000008670,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,equity,True,USD,34,0,10-Q;10-K,True,2020-09-30 filed 2020-10-30 10-Q 2021Q1 5808900000 USD
ADP,Automatic Data Processing,0000008670,dei,EntityCommonStockSharesOutstanding,shares,True,shares,66,19,10-Q;10-K,True,2026-04-27 filed 2026-04-30 10-Q 2026Q3 399734282 shares
ADP,Automatic Data Processing,0000008670,us-gaap,CommonStockSharesOutstanding,shares,True,shares,132,38,10-Q;10-K,True,2026-03-31 filed 2026-04-30 10-Q 2026Q3 400600000 shares
ADP,Automatic Data Processing,0000008670,us-gaap,WeightedAverageNumberOfSharesOutstandingBasic,shares,True,shares,214,62,10-Q;10-K,True,2026-03-31 filed 2026-04-30 10-Q 2026Q3 403500000 shares
ADP,Automatic Data Processing,0000008670,us-gaap,WeightedAverageNumberOfDilutedSharesOutstanding,shares,True,shares,214,62,10-Q;10-K,True,2026-03-31 filed 2026-04-30 10-Q 2026Q3 404500000 shares
ADP,Automatic Data Processing,0000008670,us-gaap,Assets,required_exact,True,USD,143,42,10-Q;10-K,True,2026-03-31 filed 2026-04-30 10-Q 2026Q3 64484200000 USD
ADP,Automatic Data Processing,0000008670,us-gaap,StockholdersEquity,required_exact,True,USD,190,88,10-Q;10-K,True,2026-03-31 filed 2026-04-30 10-Q 2026Q3 6350100000 USD
ADP,Automatic Data Processing,0000008670,dei,EntityCommonStockSharesOutstanding,required_exact,True,shares,66,19,10-Q;10-K,True,2026-04-27 filed 2026-04-30 10-Q 2026Q3 399734282 shares
ADP,Automatic Data Processing,0000008670,dei,DocumentFiscalYearFocus,required_exact,False,,0,0,,False,
ADP,Automatic Data Processing,0000008670,dei,DocumentFiscalPeriodFocus,required_exact,False,,0,0,,False,
ADSK,Autodesk,0000769397,us-gaap,Assets,assets,True,USD,143,40,10-Q;10-K;10-Q/A,True,2026-04-30 filed 2026-05-29 10-Q 2027Q1 11932000000 USD
ADSK,Autodesk,0000769397,us-gaap,AssetsCurrent,assets,True,USD,143,40,10-Q;10-K;10-Q/A,True,2026-04-30 filed 2026-05-29 10-Q 2027Q1 4374000000 USD
ADSK,Autodesk,0000769397,us-gaap,StockholdersEquity,equity,True,USD,265,110,10-Q;10-K;10-Q/A,True,2026-04-30 filed 2026-05-29 10-Q 2027Q1 3189000000 USD
ADSK,Autodesk,0000769397,dei,EntityCommonStockSharesOutstanding,shares,True,shares,71,20,10-Q;10-K;10-Q/A,True,2026-05-21 filed 2026-05-29 10-Q 2027Q1 211000000 shares
ADSK,Autodesk,0000769397,us-gaap,CommonStockSharesOutstanding,shares,True,shares,34,10,10-K,True,2026-01-31 filed 2026-03-03 10-K 2026FY 212000000 shares
ADSK,Autodesk,0000769397,us-gaap,WeightedAverageNumberOfSharesOutstandingBasic,shares,True,shares,227,65,10-Q;10-K;10-Q/A,True,2026-04-30 filed 2026-05-29 10-Q 2027Q1 211000000 shares
ADSK,Autodesk,0000769397,us-gaap,WeightedAverageNumberOfDilutedSharesOutstanding,shares,True,shares,227,65,10-Q;10-K;10-Q/A,True,2026-04-30 filed 2026-05-29 10-Q 2027Q1 212000000 shares
ADSK,Autodesk,0000769397,us-gaap,Assets,required_exact,True,USD,143,40,10-Q;10-K;10-Q/A,True,2026-04-30 filed 2026-05-29 10-Q 2027Q1 11932000000 USD
ADSK,Autodesk,0000769397,us-gaap,StockholdersEquity,required_exact,True,USD,265,110,10-Q;10-K;10-Q/A,True,2026-04-30 filed 2026-05-29 10-Q 2027Q1 3189000000 USD
ADSK,Autodesk,0000769397,dei,EntityCommonStockSharesOutstanding,required_exact,True,shares,71,20,10-Q;10-K;10-Q/A,True,2026-05-21 filed 2026-05-29 10-Q 2027Q1 211000000 shares
ADSK,Autodesk,0000769397,dei,DocumentFiscalYearFocus,required_exact,False,,0,0,,False,
ADSK,Autodesk,0000769397,dei,DocumentFiscalPeriodFocus,required_exact,False,,0,0,,False,
AEP,American Electric Power,0000004904,us-gaap,Assets,assets,True,USD,145,36,10-Q;10-K;8-K,True,2026-03-31 filed 2026-05-05 10-Q 2026Q1 117776000000 USD
AEP,American Electric Power,0000004904,us-gaap,AssetsCurrent,assets,True,USD,138,36,10-Q;10-K;8-K,True,2026-03-31 filed 2026-05-05 10-Q 2026Q1 6623000000 USD
AEP,American Electric Power,0000004904,us-gaap,StockholdersEquity,equity,True,USD,138,36,10-Q;10-K;8-K,True,2026-03-31 filed 2026-05-05 10-Q 2026Q1 31808000000 USD
AEP,American Electric Power,0000004904,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,equity,True,USD,318,96,10-Q;10-K;8-K,True,2026-03-31 filed 2026-05-05 10-Q 2026Q1 32978000000 USD
AEP,American Electric Power,0000004904,dei,EntityCommonStockSharesOutstanding,shares,True,shares,68,17,10-Q;10-K,True,2026-05-05 filed 2026-05-05 10-Q 2026Q1 544104955 shares
AEP,American Electric Power,0000004904,us-gaap,WeightedAverageNumberOfSharesOutstandingBasic,shares,True,shares,224,57,10-Q;10-K;8-K,True,2026-03-31 filed 2026-05-05 10-Q 2026Q1 542079269 shares
AEP,American Electric Power,0000004904,us-gaap,WeightedAverageNumberOfDilutedSharesOutstanding,shares,True,shares,224,57,10-Q;10-K;8-K,True,2026-03-31 filed 2026-05-05 10-Q 2026Q1 547054104 shares
AEP,American Electric Power,0000004904,us-gaap,Assets,required_exact,True,USD,145,36,10-Q;10-K;8-K,True,2026-03-31 filed 2026-05-05 10-Q 2026Q1 117776000000 USD
AEP,American Electric Power,0000004904,us-gaap,StockholdersEquity,required_exact,True,USD,138,36,10-Q;10-K;8-K,True,2026-03-31 filed 2026-05-05 10-Q 2026Q1 31808000000 USD
AEP,American Electric Power,0000004904,dei,EntityCommonStockSharesOutstanding,required_exact,True,shares,68,17,10-Q;10-K,True,2026-05-05 filed 2026-05-05 10-Q 2026Q1 544104955 shares
AEP,American Electric Power,0000004904,dei,DocumentFiscalYearFocus,required_exact,False,,0,0,,False,
AEP,American Electric Power,0000004904,dei,DocumentFiscalPeriodFocus,required_exact,False,,0,0,,False,
ALAB,Astera Labs,0001736297,us-gaap,Assets,assets,True,USD,18,18,10-Q;10-K,True,2026-03-31 filed 2026-05-06 10-Q 2026Q1 1659215000 USD
ALAB,Astera Labs,0001736297,us-gaap,AssetsCurrent,assets,True,USD,18,18,10-Q;10-K,True,2026-03-31 filed 2026-05-06 10-Q 2026Q1 1412936000 USD
ALAB,Astera Labs,0001736297,us-gaap,StockholdersEquity,equity,True,USD,44,44,10-Q;10-K,True,2026-03-31 filed 2026-05-06 10-Q 2026Q1 1493948000 USD
ALAB,Astera Labs,0001736297,dei,EntityCommonStockSharesOutstanding,shares,True,shares,9,9,10-Q;10-K,True,2026-04-30 filed 2026-05-06 10-Q 2026Q1 171407939 shares
ALAB,Astera Labs,0001736297,us-gaap,CommonStockSharesOutstanding,shares,True,shares,18,18,10-Q;10-K,True,2026-03-31 filed 2026-05-06 10-Q 2026Q1 171277000 shares
ALAB,Astera Labs,0001736297,us-gaap,WeightedAverageNumberOfSharesOutstandingBasic,shares,True,shares,28,28,10-Q;10-K,True,2026-03-31 filed 2026-05-06 10-Q 2026Q1 170726000 shares
ALAB,Astera Labs,0001736297,us-gaap,WeightedAverageNumberOfDilutedSharesOutstanding,shares,True,shares,28,28,10-Q;10-K,True,2026-03-31 filed 2026-05-06 10-Q 2026Q1 181157000 shares
ALAB,Astera Labs,0001736297,us-gaap,Assets,required_exact,True,USD,18,18,10-Q;10-K,True,2026-03-31 filed 2026-05-06 10-Q 2026Q1 1659215000 USD
ALAB,Astera Labs,0001736297,us-gaap,StockholdersEquity,required_exact,True,USD,44,44,10-Q;10-K,True,2026-03-31 filed 2026-05-06 10-Q 2026Q1 1493948000 USD
ALAB,Astera Labs,0001736297,dei,EntityCommonStockSharesOutstanding,required_exact,True,shares,9,9,10-Q;10-K,True,2026-04-30 filed 2026-05-06 10-Q 2026Q1 171407939 shares
ALAB,Astera Labs,0001736297,dei,DocumentFiscalYearFocus,required_exact,False,,0,0,,False,
ALAB,Astera Labs,0001736297,dei,DocumentFiscalPeriodFocus,required_exact,False,,0,0,,False,
ALNY,Alnylam Pharmaceuticals,0001178670,us-gaap,Assets,assets,True,USD,126,32,10-Q;10-K,True,2025-12-31 filed 2026-02-12 10-K 2025FY 4966331000 USD
ALNY,Alnylam Pharmaceuticals,0001178670,us-gaap,AssetsCurrent,assets,True,USD,126,32,10-Q;10-K,True,2025-12-31 filed 2026-02-12 10-K 2025FY 4050662000 USD
ALNY,Alnylam Pharmaceuticals,0001178670,us-gaap,StockholdersEquity,equity,True,USD,240,88,10-Q;10-K,True,2025-12-31 filed 2026-02-12 10-K 2025FY 789176000 USD
ALNY,Alnylam Pharmaceuticals,0001178670,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,equity,True,USD,4,0,10-K,True,2010-12-31 filed 2011-02-18 10-K 2010FY 158233000 USD
ALNY,Alnylam Pharmaceuticals,0001178670,dei,EntityCommonStockSharesOutstanding,shares,True,shares,63,16,10-Q;10-K,True,2026-02-06 filed 2026-02-12 10-K 2025FY 132623144 shares
ALNY,Alnylam Pharmaceuticals,0001178670,us-gaap,CommonStockSharesOutstanding,shares,True,shares,126,32,10-Q;10-K,True,2025-12-31 filed 2026-02-12 10-K 2025FY 132376000 shares
ALNY,Alnylam Pharmaceuticals,0001178670,us-gaap,WeightedAverageNumberOfSharesOutstandingBasic,shares,True,shares,63,52,10-Q;10-K,True,2025-12-31 filed 2026-02-12 10-K 2025FY 131004000 shares
ALNY,Alnylam Pharmaceuticals,0001178670,us-gaap,WeightedAverageNumberOfDilutedSharesOutstanding,shares,True,shares,63,52,10-Q;10-K,True,2025-12-31 filed 2026-02-12 10-K 2025FY 134684000 shares
ALNY,Alnylam Pharmaceuticals,0001178670,us-gaap,Assets,required_exact,True,USD,126,32,10-Q;10-K,True,2025-12-31 filed 2026-02-12 10-K 2025FY 4966331000 USD
ALNY,Alnylam Pharmaceuticals,0001178670,us-gaap,StockholdersEquity,required_exact,True,USD,240,88,10-Q;10-K,True,2025-12-31 filed 2026-02-12 10-K 2025FY 789176000 USD
ALNY,Alnylam Pharmaceuticals,0001178670,dei,EntityCommonStockSharesOutstanding,required_exact,True,shares,63,16,10-Q;10-K,True,2026-02-06 filed 2026-02-12 10-K 2025FY 132623144 shares
ALNY,Alnylam Pharmaceuticals,0001178670,dei,DocumentFiscalYearFocus,required_exact,False,,0,0,,False,
ALNY,Alnylam Pharmaceuticals,0001178670,dei,DocumentFiscalPeriodFocus,required_exact,False,,0,0,,False,
AMAT,Applied Materials,0000006951,us-gaap,Assets,assets,True,USD,140,36,10-Q;10-K;10-K/A,True,2026-04-26 filed 2026-05-21 10-Q 2026Q2 40286000000 USD
AMAT,Applied Materials,0000006951,us-gaap,AssetsCurrent,assets,True,USD,138,36,10-Q;10-K;10-K/A,True,2026-04-26 filed 2026-05-21 10-Q 2026Q2 22571000000 USD
AMAT,Applied Materials,0000006951,us-gaap,StockholdersEquity,equity,True,USD,270,90,10-Q;10-K;10-K/A,True,2026-04-26 filed 2026-05-21 10-Q 2026Q2 23909000000 USD
AMAT,Applied Materials,0000006951,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,equity,True,USD,8,0,10-K/A;10-K,True,2009-10-25 filed 2009-12-18 10-K/A 2009FY 7094608000 USD
AMAT,Applied Materials,0000006951,dei,EntityCommonStockSharesOutstanding,shares,True,shares,69,18,10-Q;10-K;10-K/A,True,2026-04-26 filed 2026-05-21 10-Q 2026Q2 793959430 shares
AMAT,Applied Materials,0000006951,us-gaap,CommonStockSharesOutstanding,shares,True,shares,39,8,10-K;10-Q;10-K/A,True,2025-10-26 filed 2025-12-12 10-K 2025FY 793000000 shares
AMAT,Applied Materials,0000006951,us-gaap,WeightedAverageNumberOfSharesOutstandingBasic,shares,True,shares,224,58,10-Q;10-K;10-K/A,True,2026-04-26 filed 2026-05-21 10-Q 2026Q2 794000000 shares
AMAT,Applied Materials,0000006951,us-gaap,WeightedAverageNumberOfDilutedSharesOutstanding,shares,True,shares,224,58,10-Q;10-K;10-K/A,True,2026-04-26 filed 2026-05-21 10-Q 2026Q2 799000000 shares
AMAT,Applied Materials,0000006951,us-gaap,Assets,required_exact,True,USD,140,36,10-Q;10-K;10-K/A,True,2026-04-26 filed 2026-05-21 10-Q 2026Q2 40286000000 USD
AMAT,Applied Materials,0000006951,us-gaap,StockholdersEquity,required_exact,True,USD,270,90,10-Q;10-K;10-K/A,True,2026-04-26 filed 2026-05-21 10-Q 2026Q2 23909000000 USD
AMAT,Applied Materials,0000006951,dei,EntityCommonStockSharesOutstanding,required_exact,True,shares,69,18,10-Q;10-K;10-K/A,True,2026-04-26 filed 2026-05-21 10-Q 2026Q2 793959430 shares
AMAT,Applied Materials,0000006951,dei,DocumentFiscalYearFocus,required_exact,False,,0,0,,False,
AMAT,Applied Materials,0000006951,dei,DocumentFiscalPeriodFocus,required_exact,False,,0,0,,False,
AMD,Advanced Micro Devices,0000002488,us-gaap,Assets,assets,True,USD,128,34,10-Q;10-K,True,2026-03-28 filed 2026-05-06 10-Q 2026Q1 79642000000 USD
AMD,Advanced Micro Devices,0000002488,us-gaap,AssetsCurrent,assets,True,USD,128,34,10-Q;10-K,True,2026-03-28 filed 2026-05-06 10-Q 2026Q1 28628000000 USD
AMD,Advanced Micro Devices,0000002488,us-gaap,StockholdersEquity,equity,True,USD,175,51,10-Q;10-K,True,2026-03-28 filed 2026-05-06 10-Q 2026Q1 64462000000 USD
AMD,Advanced Micro Devices,0000002488,dei,EntityCommonStockSharesOutstanding,shares,True,shares,65,18,10-Q;10-K;10-K/A,True,2026-04-29 filed 2026-05-06 10-Q 2026Q1 1630600639 shares
AMD,Advanced Micro Devices,0000002488,us-gaap,CommonStockSharesOutstanding,shares,True,shares,122,34,10-Q;10-K,True,2026-03-28 filed 2026-05-06 10-Q 2026Q1 1630000000 shares
AMD,Advanced Micro Devices,0000002488,us-gaap,WeightedAverageNumberOfSharesOutstandingBasic,shares,True,shares,288,54,10-Q;10-K,True,2026-03-28 filed 2026-05-06 10-Q 2026Q1 1631000000 shares
AMD,Advanced Micro Devices,0000002488,us-gaap,WeightedAverageNumberOfDilutedSharesOutstanding,shares,True,shares,288,54,10-Q;10-K,True,2026-03-28 filed 2026-05-06 10-Q 2026Q1 1650000000 shares
AMD,Advanced Micro Devices,0000002488,us-gaap,Assets,required_exact,True,USD,128,34,10-Q;10-K,True,2026-03-28 filed 2026-05-06 10-Q 2026Q1 79642000000 USD
AMD,Advanced Micro Devices,0000002488,us-gaap,StockholdersEquity,required_exact,True,USD,175,51,10-Q;10-K,True,2026-03-28 filed 2026-05-06 10-Q 2026Q1 64462000000 USD
AMD,Advanced Micro Devices,0000002488,dei,EntityCommonStockSharesOutstanding,required_exact,True,shares,65,18,10-Q;10-K;10-K/A,True,2026-04-29 filed 2026-05-06 10-Q 2026Q1 1630600639 shares
AMD,Advanced Micro Devices,0000002488,dei,DocumentFiscalYearFocus,required_exact,False,,0,0,,False,
AMD,Advanced Micro Devices,0000002488,dei,DocumentFiscalPeriodFocus,required_exact,False,,0,0,,False,
AMGN,Amgen,0000318154,us-gaap,Assets,assets,True,USD,138,34,10-Q;10-K;8-K,True,2026-03-31 filed 2026-05-01 10-Q 2026Q1 92504000000 USD
AMGN,Amgen,0000318154,us-gaap,AssetsCurrent,assets,True,USD,138,34,10-Q;10-K;8-K,True,2026-03-31 filed 2026-05-01 10-Q 2026Q1 31475000000 USD
AMGN,Amgen,0000318154,us-gaap,StockholdersEquity,equity,True,USD,258,90,10-Q;10-K;8-K,True,2026-03-31 filed 2026-05-01 10-Q 2026Q1 9190000000 USD
AMGN,Amgen,0000318154,dei,EntityCommonStockSharesOutstanding,shares,True,shares,68,17,10-Q;10-K,True,2026-04-27 filed 2026-05-01 10-Q 2026Q1 539708274 shares
AMGN,Amgen,0000318154,us-gaap,CommonStockSharesOutstanding,shares,True,shares,138,34,10-Q;10-K;8-K,True,2026-03-31 filed 2026-05-01 10-Q 2026Q1 539700000 shares
AMGN,Amgen,0000318154,us-gaap,WeightedAverageNumberOfSharesOutstandingBasic,shares,True,shares,224,54,10-Q;10-K;8-K,True,2026-03-31 filed 2026-05-01 10-Q 2026Q1 540000000 shares
AMGN,Amgen,0000318154,us-gaap,WeightedAverageNumberOfDilutedSharesOutstanding,shares,True,shares,224,54,10-Q;10-K;8-K,True,2026-03-31 filed 2026-05-01 10-Q 2026Q1 544000000 shares
AMGN,Amgen,0000318154,us-gaap,Assets,required_exact,True,USD,138,34,10-Q;10-K;8-K,True,2026-03-31 filed 2026-05-01 10-Q 2026Q1 92504000000 USD
AMGN,Amgen,0000318154,us-gaap,StockholdersEquity,required_exact,True,USD,258,90,10-Q;10-K;8-K,True,2026-03-31 filed 2026-05-01 10-Q 2026Q1 9190000000 USD
AMGN,Amgen,0000318154,dei,EntityCommonStockSharesOutstanding,required_exact,True,shares,68,17,10-Q;10-K,True,2026-04-27 filed 2026-05-01 10-Q 2026Q1 539708274 shares
AMGN,Amgen,0000318154,dei,DocumentFiscalYearFocus,required_exact,False,,0,0,,False,
AMGN,Amgen,0000318154,dei,DocumentFiscalPeriodFocus,required_exact,False,,0,0,,False,
AMZN,Amazon,0001018724,us-gaap,Assets,assets,True,USD,147,38,10-Q;10-K,True,2026-03-31 filed 2026-04-30 10-Q 2026Q1 916630000000 USD
AMZN,Amazon,0001018724,us-gaap,AssetsCurrent,assets,True,USD,136,34,10-Q;10-K,True,2026-03-31 filed 2026-04-30 10-Q 2026Q1 255155000000 USD
AMZN,Amazon,0001018724,us-gaap,StockholdersEquity,equity,True,USD,242,84,10-Q;10-K,True,2026-03-31 filed 2026-04-30 10-Q 2026Q1 441914000000 USD
AMZN,Amazon,0001018724,dei,EntityCommonStockSharesOutstanding,shares,True,shares,68,17,10-Q;10-K,True,2026-04-22 filed 2026-04-30 10-Q 2026Q1 10757109436 shares
AMZN,Amazon,0001018724,us-gaap,CommonStockSharesOutstanding,shares,True,shares,136,34,10-Q;10-K,True,2026-03-31 filed 2026-04-30 10-Q 2026Q1 10754000000 shares
AMZN,Amazon,0001018724,us-gaap,WeightedAverageNumberOfSharesOutstandingBasic,shares,True,shares,309,54,10-Q;10-K,True,2026-03-31 filed 2026-04-30 10-Q 2026Q1 10743000000 shares
AMZN,Amazon,0001018724,us-gaap,WeightedAverageNumberOfDilutedSharesOutstanding,shares,True,shares,309,54,10-Q;10-K,True,2026-03-31 filed 2026-04-30 10-Q 2026Q1 10874000000 shares
AMZN,Amazon,0001018724,us-gaap,Assets,required_exact,True,USD,147,38,10-Q;10-K,True,2026-03-31 filed 2026-04-30 10-Q 2026Q1 916630000000 USD
AMZN,Amazon,0001018724,us-gaap,StockholdersEquity,required_exact,True,USD,242,84,10-Q;10-K,True,2026-03-31 filed 2026-04-30 10-Q 2026Q1 441914000000 USD
