"spec","term","coef","se","p","n","events","dropped_ticker"
"drop_GOOG","rel_upstream_cloud",0.128999052356819,0.0502210496718231,0.0114530407517996,5318,124,"GOOG"
"drop_GOOGL","rel_upstream_cloud",0.0693338212929976,0.0501273451147393,0.169220349948574,5318,124,"GOOGL"
"drop_MSFT","rel_upstream_cloud",0.020820065069785,0.0679094482729199,0.759726395511991,5318,124,"MSFT"
