"method","deployer_coef","deployer_se","hardware_coef","equivalence_margin","ci90_low","ci90_high","p_lower_bound","p_upper_bound","p_tost","equivalent_at_5pct","df","observations","events","firms"
"event_CR2",0.01261405723997,0.00841855718913941,0.0347575873945921,0.011585862464864,-0.00133935209655262,0.0265674665764926,0.0023878052512738,0.54850305273133,0.54850305273133,FALSE,121.817307829176,5441,124,45
"event_firm_HC1",0.01261405723997,0.00932291049799433,0.0347575873945921,0.011585862464864,-0.00305057644765896,0.028278690927599,0.00639007197688947,0.543658316377531,0.543658316377531,FALSE,44,5441,124,45
