term,estimate,std.error,p.value,conf.low,conf.high,variable,variable_label,y_var,n,n_events,moderator
Baseline (mod=0),0.022423888311291076,0.01205996297365874,0.06297524013596047,-0.001213639117080053,0.0460614157396622,upstream_hardware,Upstream hardware,car_20,4829,60,is_listed
Mod=1,0.02310371426791793,0.011341790544366456,0.04164573990007648,8.738048009596759e-4,0.04533362373487618,upstream_hardware,Upstream hardware,car_20,4829,60,is_listed
Interaction (mod=1 minus mod=0),6.798259566268516e-4,0.016252185440261937,0.9666343646026595,-0.03117445750628654,0.03253410941954024,upstream_hardware,Upstream hardware,car_20,4829,60,is_listed
Baseline (mod=0),0.02019169568093383,0.01157847359693,0.0811765952939882,-0.002502112569048972,0.04288550393091663,upstream_any,Any upstream,car_20,4829,60,is_listed
Mod=1,0.024257882824598058,0.010685728383997976,0.023200319595674777,0.0033138551919620236,0.045201910457234096,upstream_any,Any upstream,car_20,4829,60,is_listed
Interaction (mod=1 minus mod=0),0.004066187143664227,0.015881796167720088,0.7979290887390618,-0.027062133345067144,0.0351945076323956,upstream_any,Any upstream,car_20,4829,60,is_listed
Baseline (mod=0),-0.01947891991745287,0.012590137403683999,0.12182537850690854,-0.044155589228673506,0.005197749393767766,downstream_any,Any downstream,car_20,4829,60,is_listed
Mod=1,-0.03043757450321355,0.010101531099611424,0.002585387673138903,-0.050236575458451935,-0.01063857354797516,downstream_any,Any downstream,car_20,4829,60,is_listed
Interaction (mod=1 minus mod=0),-0.010958654585760676,0.01592656470115783,0.49140620204680985,-0.04217472140003002,0.020257412228508673,downstream_any,Any downstream,car_20,4829,60,is_listed
