term,estimate,std.error,statistic,p.value,conf.low,conf.high,df,outcome,y_var,n,n_events,r_squared,estimate_pp,se_pp,conf.low_pp,conf.high_pp,spec_type,outcome_family,x,x_label,moderator,control_set,sample,p_bh_all,p_bonf_all,sign,three_star,bh_1pct,bh_5pct
z_intelligence,0.010936526292804352,0.0027568523526251276,3.9670337377300537,7.598905690318065e-4,0.005185833055719432,0.016687219529889274,20,car_1,car_1,1684,21,0.057180012723574425,1.0936526292804352,0.27568523526251276,0.5185833055719432,1.6687219529889274,main_effect,market,z_intelligence,AA Intelligence Index (z),NA,firm_year_pre,listed_creator,0.08096091234056019,1,positive,TRUE,FALSE,FALSE
upstream_any:is_open_weight,-0.033306722901958255,0.009413113383209305,-3.5383322760532465,7.921623013818897e-4,-0.052142319275180884,-0.014471126528735626,59,car_5,car_5,4826,60,0.029328690182639172,-3.3306722901958254,0.9413113383209305,-5.214231927518089,-1.4471126528735625,interaction,market,upstream_any,Any upstream,is_open_weight,firm_year,all,0.08321051329163569,1,negative,TRUE,FALSE,FALSE
upstream_hardware:is_open_weight,-0.03512692952335311,0.009889880124950947,-3.551805388897708,8.963703503628895e-4,-0.05503422570070761,-0.015219633345998618,46,car_5,car_5,3797,47,0.020880300213259262,-3.5126929523353114,0.9889880124950947,-5.503422570070761,-1.5219633345998618,interaction,market,upstream_hardware,Upstream hardware,is_open_weight,firm_year,non_chinese_origin,0.09284902879175597,1,negative,TRUE,FALSE,FALSE
upstream_hardware:is_open_weight,-0.03339970316175673,0.009465920233708,-3.5284158684140277,9.608874564103347e-4,-0.05245361233990993,-0.014345793983603524,46,car_5,car_5,3774,47,0.1721334311692908,-3.339970316175673,0.9465920233708001,-5.245361233990993,-1.4345793983603523,interaction,market,upstream_hardware,Upstream hardware,is_open_weight,firm_year_pre,non_chinese_origin,0.0963712213983415,1,negative,TRUE,FALSE,FALSE
upstream_any:is_chinese_model,-0.04912493453072125,0.014141032139387825,-3.4739284973330027,9.674639025917499e-4,-0.07742107448303392,-0.02082879457840857,59,car_15,car_15,4829,60,0.07728106439604632,-4.912493453072124,1.4141032139387826,-7.7421074483033925,-2.082879457840857,interaction,market,upstream_any,Any upstream,is_chinese_model,firm_year,all,0.0963712213983415,1,negative,TRUE,FALSE,FALSE
upstream_hardware:is_chinese_model,-0.05348504393877194,0.015192731792785111,-3.5204362630933494,9.691393945931366e-4,-0.084048878000548,-0.022921209876995877,47,car_10,car_10,3863,48,0.06334297562981783,-5.348504393877194,1.519273179278511,-8.4048878000548,-2.2921209876995876,interaction,market,upstream_hardware,Upstream hardware,is_chinese_model,firm_year,text_or_reason,0.0963712213983415,1,negative,TRUE,FALSE,FALSE
upstream_hardware:is_chinese_model,-0.05176245932397864,0.014950556563474058,-3.462242967625722,0.0010029870036173776,-0.08167845390733744,-0.021846464740619846,59,car_20,car_20,4829,60,0.08967401697534394,-5.176245932397864,1.4950556563474058,-8.167845390733744,-2.1846464740619846,interaction,market,upstream_hardware,Upstream hardware,is_chinese_model,firm_year,all,0.09842469832866318,1,negative,TRUE,FALSE,FALSE
downstream_any,-0.032631937689087606,0.009314106584748174,-3.503496271185292,0.0010345022723189676,-0.05138026184139368,-0.013883613536781532,46,car_20,car_20,3798,47,0.07697989031191022,-3.2631937689087605,0.9314106584748174,-5.138026184139368,-1.3883613536781532,main_effect,market,downstream_any,Any downstream,NA,firm,non_chinese_origin,0.10019893437603715,1,negative,TRUE,FALSE,FALSE
downstream_deployer,-0.01636391607773127,0.003830447997504465,-4.272063238658338,0.0010841221495629055,-0.02470974531806714,-0.008018086837395397,12,ff3_car_5,ff3_car_5,1029,13,0.06847661555309048,-1.6363916077731269,0.38304479975044653,-2.4709745318067142,-0.8018086837395397,main_effect,ff3,downstream_deployer,Downstream deployer,NA,firm_year,chinese_origin,0.10095568997182268,1,negative,TRUE,FALSE,FALSE
downstream_any,-0.02001231717308624,0.005748390930241584,-3.4813772090210287,0.001088338276295252,-0.03157658809620997,-0.008448046249962513,47,car_10,car_10,3863,48,0.05418262489928327,-2.0012317173086243,0.5748390930241585,-3.1576588096209974,-0.8448046249962513,main_effect,market,downstream_any,Any downstream,NA,firm,text_or_reason,0.10095568997182268,1,negative,TRUE,FALSE,FALSE
downstream_any,-0.03234996541136852,0.009286816327036504,-3.4834290107782984,0.0010976693503656114,-0.05104335712403339,-0.013656573698703642,46,car_20,car_20,3798,47,0.08186164928019213,-3.2349965411368515,0.9286816327036503,-5.104335712403339,-1.3656573698703642,main_effect,market,downstream_any,Any downstream,NA,firm_year,non_chinese_origin,0.10095568997182268,1,negative,TRUE,FALSE,FALSE
z_intelligence,0.010727506952516777,0.002819233271872201,3.8051150500904938,0.0011092058555360962,0.004846689398075617,0.016608324506957935,20,car_1,car_1,1694,21,0.056671504544343,1.0727506952516777,0.2819233271872201,0.4846689398075617,1.6608324506957934,main_effect,market,z_intelligence,AA Intelligence Index (z),NA,firm_year,listed_creator,0.10095568997182268,1,positive,TRUE,FALSE,FALSE
downstream_any,-0.019856596009547,0.005720816643688576,-3.4709373235119427,0.0011224945317006704,-0.031365394623274846,-0.00834779739581915,47,car_10,car_10,3863,48,0.0617603468427419,-1.9856596009546998,0.5720816643688575,-3.1365394623274847,-0.8347797395819151,main_effect,market,downstream_any,Any downstream,NA,firm_year,text_or_reason,0.10095568997182268,1,negative,TRUE,FALSE,FALSE
downstream_integrator,0.02706215515998046,0.006369035314914762,4.2490194859820205,0.0011292653657499268,0.01318521930324052,0.0409390910167204,12,car_10,car_10,1031,13,0.08107720765179272,2.706215515998046,0.6369035314914762,1.3185219303240518,4.09390910167204,main_effect,market,downstream_integrator,Downstream integrator,NA,firm,chinese_origin,0.10095568997182268,1,positive,TRUE,FALSE,FALSE
downstream_integrator,0.026990571912300112,0.006367449117060309,4.238835900546777,0.0011498324268972673,0.013117092083795844,0.04086405174080438,12,car_10,car_10,1031,13,0.09692412901196934,2.699057191230011,0.6367449117060309,1.3117092083795845,4.086405174080438,main_effect,market,downstream_integrator,Downstream integrator,NA,firm_year,chinese_origin,0.10095568997182268,1,positive,TRUE,FALSE,FALSE
z_intelligence,0.021722993357647852,0.006044849075419534,3.593637010058882,0.0011506078905343159,0.009377764588420535,0.03406822212687517,30,ff3_car_20,ff3_car_20,2479,31,0.1031519562417248,2.172299335764785,0.6044849075419534,0.9377764588420535,3.4068222126875174,main_effect,ff3,z_intelligence,AA Intelligence Index (z),NA,firm_year,non_reasoning,0.10095568997182268,1,positive,TRUE,FALSE,FALSE
upstream_cloud,0.020959268181187214,0.005830768253705898,3.5945980476699617,0.0011877225310145537,0.009034008112301569,0.03288452825007286,29,car_15,car_15,2414,30,0.2920511702397247,2.0959268181187216,0.5830768253705898,0.9034008112301569,3.288452825007286,main_effect,market,upstream_cloud,Upstream cloud,NA,firm_year_pre,listed_creator,0.1018915813268504,1,positive,TRUE,FALSE,FALSE
upstream_cloud,0.01006060113726476,0.0029542471788330986,3.4054703375357396,0.001193906557802146,0.004149166186689427,0.01597203608784009,59,ff3_car_5,ff3_car_5,4828,60,0.1507339999849614,1.006060113726476,0.2954247178833099,0.4149166186689427,1.5972036087840091,main_effect,ff3,upstream_cloud,Upstream cloud,NA,firm_year_pre,all,0.1018915813268504,1,positive,TRUE,FALSE,FALSE
upstream_cloud,0.02761128618897331,0.007691159076848702,3.590003263888605,0.0012022605466295033,0.011881099662644345,0.04334147271530228,29,car_15,car_15,2429,30,0.07761464086303638,2.761128618897331,0.7691159076848703,1.1881099662644345,4.334147271530228,main_effect,market,upstream_cloud,Upstream cloud,NA,firm_year,listed_creator,0.1018915813268504,1,positive,TRUE,FALSE,FALSE
upstream_hardware,0.02602698833081517,0.007547116980361235,3.448600094385898,0.0012161374134378106,0.01083542977651595,0.04121854688511439,46,car_15,car_15,3953,47,0.004272035949465125,2.6026988330815173,0.7547116980361235,1.083542977651595,4.121854688511439,main_effect,market,upstream_hardware,Upstream hardware,NA,none,non_chinese_origin,0.10190958235302462,1,positive,TRUE,FALSE,FALSE
upstream_cloud:z_media_sentiment,0.012073814984696908,0.0035499236478027576,3.401147794311028,0.0012829800284207015,0.004953569844432327,0.019194060124961488,53,car_15,car_15,4174,60,0.34244227922487314,1.2073814984696907,0.35499236478027574,0.4953569844432327,1.9194060124961487,interaction,market,upstream_cloud,Upstream cloud,z_media_sentiment,firm_year_pre,all,0.10281777366130189,1,positive,TRUE,FALSE,FALSE
upstream_hardware,0.030194841715608173,0.008821643971131672,3.4228134590807646,0.0012935962191434685,0.012447983141182655,0.047941700290033695,47,car_20,car_20,4038,48,0.003959433492710218,3.0194841715608174,0.8821643971131672,1.2447983141182655,4.79417002900337,main_effect,market,upstream_hardware,Upstream hardware,NA,none,text_or_reason,0.10281777366130189,1,positive,TRUE,FALSE,FALSE
downstream_integrator,0.041346288616284775,0.009916194984498949,4.169571965952416,0.0013004301566795528,0.019740755762576643,0.06295182146999291,12,car_10,car_10,1100,13,0.01426325749333146,4.134628861628477,0.9916194984498949,1.9740755762576643,6.2951821469992915,main_effect,market,downstream_integrator,Downstream integrator,NA,none,chinese_origin,0.10281777366130189,1,positive,TRUE,FALSE,FALSE
upstream_hardware:is_open_weight,-0.03540298684264732,0.010490017907022973,-3.374921487878999,0.0013104068658342175,-0.05639346419066345,-0.01441250949463119,59,car_5,car_5,4826,60,0.028930382870851812,-3.540298684264732,1.0490017907022973,-5.639346419066345,-1.4412509494631192,interaction,market,upstream_hardware,Upstream hardware,is_open_weight,firm_year,all,0.10281777366130189,1,negative,TRUE,FALSE,FALSE
upstream_hardware,0.02983462852888874,0.008732782459453378,3.416394335644108,0.0013364546460354343,0.012256449149934248,0.04741280790784323,46,car_20,car_20,3953,47,0.003668814396032838,2.983462852888874,0.8732782459453378,1.2256449149934248,4.741280790784323,main_effect,market,upstream_hardware,Upstream hardware,NA,none,closed,0.10281777366130189,1,positive,TRUE,FALSE,FALSE
downstream_deployer,-0.01661917208582208,0.004006017336573342,-4.14855221271652,0.0013500675433833892,-0.025347534054617416,-0.007890810117026744,12,ff3_car_5,ff3_car_5,1029,13,0.05578721090117189,-1.661917208582208,0.4006017336573342,-2.5347534054617418,-0.7890810117026744,main_effect,ff3,downstream_deployer,Downstream deployer,NA,firm,chinese_origin,0.10281777366130189,1,negative,TRUE,FALSE,FALSE
upstream_hardware,0.033310422834347694,0.00976159222484883,3.4123964684320285,0.0013521583641241237,0.013661356806503367,0.052959488862192025,46,car_20,car_20,3798,47,0.08067848876543748,3.3310422834347695,0.976159222484883,1.3661356806503366,5.295948886219202,main_effect,market,upstream_hardware,Upstream hardware,NA,firm_year,non_chinese_origin,0.10281777366130189,1,positive,TRUE,FALSE,FALSE
downstream_deployer:is_chinese_model,-0.036121837686636335,0.010604822858994558,-3.406170774083165,0.0013583477978315413,-0.057455989473003205,-0.014787685900269465,47,car_10,car_10,3863,48,0.06055098561774819,-3.6121837686636336,1.0604822858994558,-5.74559894730032,-1.4787685900269465,interaction,market,downstream_deployer,Downstream deployer,is_chinese_model,firm_year,text_or_reason,0.10281777366130189,1,negative,TRUE,FALSE,FALSE
upstream_cloud,0.027433200995744297,0.0077463318849441435,3.541444054193414,0.0013668565645222478,0.011590173406858834,0.04327622858462976,29,car_15,car_15,2429,30,0.06888973624727146,2.74332009957443,0.7746331884944143,1.1590173406858835,4.327622858462976,main_effect,market,upstream_cloud,Upstream cloud,NA,firm,listed_creator,0.10281777366130189,1,positive,TRUE,FALSE,FALSE
upstream_hardware:is_open_weight,-0.038965929951892894,0.011600968807049779,-3.3588513683627643,0.001375930694594061,-0.06217941491614566,-0.01575244498764013,59,car_10,car_10,4829,60,0.05283994883842036,-3.8965929951892893,1.1600968807049779,-6.2179414916145666,-1.575244498764013,interaction,market,upstream_hardware,Upstream hardware,is_open_weight,firm_year,all,0.10281777366130189,1,negative,TRUE,FALSE,FALSE
upstream_cloud,0.014319377705979663,0.0042073183501952416,3.40344526230471,0.0013879585879202666,0.005850485115618708,0.022788270296340618,46,ff3_car_5,ff3_car_5,3790,47,0.014932573996968013,1.4319377705979663,0.42073183501952416,0.5850485115618708,2.278827029634062,main_effect,ff3,upstream_cloud,Upstream cloud,NA,firm,closed,0.10281777366130189,1,positive,TRUE,FALSE,FALSE
downstream_integrator,0.0343837202335158,0.008331876200433859,4.126768017955591,0.0014035838219123872,0.016230121472811464,0.05253731899422013,12,ff3_car_10,ff3_car_10,1107,13,0.015908966135657066,3.4383720233515795,0.8331876200433859,1.6230121472811463,5.253731899422013,main_effect,ff3,downstream_integrator,Downstream integrator,NA,none,chinese_origin,0.10281777366130189,1,positive,TRUE,FALSE,FALSE
upstream_hardware,0.03324376021352555,0.009790306569082901,3.3955790841634115,0.0014201626421772033,0.013536895208546604,0.05295062521850449,46,car_20,car_20,3798,47,0.07564004455332862,3.324376021352555,0.97903065690829,1.3536895208546604,5.29506252185045,main_effect,market,upstream_hardware,Upstream hardware,NA,firm,non_chinese_origin,0.10281777366130189,1,positive,TRUE,FALSE,FALSE
strategic_any,0.0302373398621556,0.008913121945857467,3.3924521672463985,0.0014331607379595539,0.012296155924706929,0.04817852379960427,46,car_20,car_20,3798,47,0.08051716528365704,3.02373398621556,0.8913121945857466,1.2296155924706929,4.817852379960427,main_effect,market,strategic_any,Strategic/upstream,NA,firm_year,non_chinese_origin,0.10281777366130189,1,positive,TRUE,FALSE,FALSE
upstream_any,0.018670231894846213,0.005505405173420151,3.391254831703442,0.0014381677866377525,0.007588426051000536,0.02975203773869189,46,car_15,car_15,3768,47,0.33845709456620765,1.8670231894846214,0.5505405173420151,0.7588426051000536,2.975203773869189,main_effect,market,upstream_any,Any upstream,NA,firm_year_pre,closed,0.10281777366130189,1,positive,TRUE,FALSE,FALSE
downstream_any,-0.02004544232891488,0.00592282656444617,-3.384438512727121,0.0014475551400424643,-0.03196063248440612,-0.008130252173423641,47,car_15,car_15,3844,48,0.32250506500173026,-2.004544232891488,0.5922826564446171,-3.196063248440612,-0.8130252173423641,main_effect,market,downstream_any,Any downstream,NA,firm_year_pre,text_or_reason,0.10281777366130189,1,negative,TRUE,FALSE,FALSE
downstream_deployer,-0.016467342059271806,0.004895797346777892,-3.36356693156623,0.001538453773322519,-0.026316415928795585,-0.006618268189748026,47,car_20,car_20,3844,48,0.2920039500976821,-1.6467342059271806,0.48957973467778926,-2.6316415928795585,-0.6618268189748027,main_effect,market,downstream_deployer,Downstream deployer,NA,firm_year_pre,text_or_reason,0.10458626879729609,1,negative,TRUE,FALSE,FALSE
upstream_any,0.03085926701182138,0.009169161508547706,3.365549508867703,0.001549764160171952,0.01240270216548427,0.04931583185815849,46,car_20,car_20,3798,47,0.08069553986564526,3.085926701182138,0.9169161508547706,1.240270216548427,4.93158318581585,main_effect,market,upstream_any,Any upstream,NA,firm_year,non_chinese_origin,0.10458626879729609,1,positive,TRUE,FALSE,FALSE
strategic_any,0.030208359709050933,0.00897585260840855,3.365514233238616,0.0015499228163409339,0.012140905497035885,0.04827581392106598,46,car_20,car_20,3798,47,0.07549269297738914,3.020835970905093,0.897585260840855,1.2140905497035885,4.827581392106598,main_effect,market,strategic_any,Strategic/upstream,NA,firm,non_chinese_origin,0.10458626879729609,1,positive,TRUE,FALSE,FALSE
upstream_any:is_open_weight,-0.05701537457621968,0.01696874294152134,-3.360023472139884,0.001554414935171114,-0.09115208221874414,-0.02287866693369521,47,car_15,car_15,3863,48,0.08664860990859391,-5.701537457621968,1.6968742941521338,-9.115208221874415,-2.287866693369521,interaction,market,upstream_any,Any upstream,is_open_weight,firm_year,text_or_reason,0.10458626879729609,1,negative,TRUE,FALSE,FALSE
downstream_deployer,-0.014291175785333614,0.004306722091504974,-3.3183417647317,0.0015551206109905556,-0.0229089067851457,-0.005673444785521526,59,car_15,car_15,4829,60,0.07162226604953537,-1.4291175785333614,0.4306722091504974,-2.29089067851457,-0.5673444785521526,main_effect,market,downstream_deployer,Downstream deployer,NA,firm_year,all,0.10458626879729609,1,negative,TRUE,FALSE,FALSE
upstream_hardware:is_open_weight,-0.03355563843407373,0.010011035246386324,-3.3518649778189804,0.0015917643096566684,-0.05369524362360574,-0.013416033244541714,47,car_10,car_10,3844,48,0.40847646784970326,-3.355563843407373,1.0011035246386324,-5.369524362360574,-1.3416033244541714,interaction,market,upstream_hardware,Upstream hardware,is_open_weight,firm_year_pre,text_or_reason,0.10458626879729609,1,negative,TRUE,FALSE,FALSE
downstream_deployer,-0.01672337531336732,0.004992170200356396,-3.349920904574412,0.0016007891671055456,-0.026766326356858723,-0.0066804242698759175,47,car_15,car_15,3863,48,0.0787986853692546,-1.6723375313367321,0.4992170200356396,-2.6766326356858725,-0.6680424269875918,main_effect,market,downstream_deployer,Downstream deployer,NA,firm_year,text_or_reason,0.10458626879729609,1,negative,TRUE,FALSE,FALSE
z_intelligence,-0.02710430360163796,0.006336232275567474,-4.277668876842192,0.0016173234426948792,-0.041222308910039245,-0.012986298293236677,10,car_15,car_15,881,11,0.12892587232101793,-2.7104303601637962,0.6336232275567474,-4.122230891003924,-1.2986298293236676,main_effect,market,z_intelligence,AA Intelligence Index (z),NA,firm_year,open_weight,0.10458626879729609,1,negative,TRUE,FALSE,FALSE
strategic_any,0.028836701488226556,0.008627586290742886,3.3423834333789717,0.001636241511334677,0.01148023661143958,0.04619316636501353,47,car_20,car_20,3863,48,0.09225102910527339,2.8836701488226555,0.8627586290742886,1.148023661143958,4.6193166365013525,main_effect,market,strategic_any,Strategic/upstream,NA,firm,text_or_reason,0.10458626879729609,1,positive,TRUE,FALSE,FALSE
strategic_any,0.028651249276515415,0.00857436387301848,3.341501445567782,0.0016404383132844255,0.011401854093703277,0.04590064445932755,47,car_20,car_20,3863,48,0.09971674925901763,2.8651249276515416,0.857436387301848,1.1401854093703276,4.5900644459327555,main_effect,market,strategic_any,Strategic/upstream,NA,firm_year,text_or_reason,0.10458626879729609,1,positive,TRUE,FALSE,FALSE
downstream_deployer,-0.014338800550629584,0.004345080633696159,-3.300007930677279,0.001643267817543822,-0.023033286816076436,-0.005644314285182731,59,car_15,car_15,4829,60,0.06899827128302016,-1.4338800550629585,0.4345080633696159,-2.3033286816076437,-0.5644314285182731,main_effect,market,downstream_deployer,Downstream deployer,NA,firm,all,0.10458626879729609,1,negative,TRUE,FALSE,FALSE
strategic_any,0.03784135117448719,0.010018349996176588,3.7772039496453003,0.001650232967719428,0.01660339792813921,0.05907930442083517,16,car_15,car_15,1429,17,0.007373338100432059,3.7841351174487192,1.0018349996176588,1.660339792813921,5.907930442083517,main_effect,market,strategic_any,Strategic/upstream,NA,none,reasoning,0.10458626879729609,1,positive,TRUE,FALSE,FALSE
upstream_any,0.03083652052238327,0.009231126255818857,3.3404938539265907,0.0016664297822176829,0.012255227108975909,0.04941781393579063,46,car_20,car_20,3798,47,0.07567343462566978,3.0836520522383273,0.9231126255818857,1.2255227108975908,4.941781393579063,main_effect,market,upstream_any,Any upstream,NA,firm,non_chinese_origin,0.10458626879729609,1,positive,TRUE,FALSE,FALSE
downstream_deployer,-0.01676684770700181,0.0050276668217224185,-3.3349162348147976,0.0016720975980675798,-0.026881208741795764,-0.0066524866722078545,47,car_15,car_15,3863,48,0.0728866069539541,-1.6766847707001808,0.5027666821722419,-2.6881208741795763,-0.6652486672207855,main_effect,market,downstream_deployer,Downstream deployer,NA,firm,text_or_reason,0.10458626879729609,1,negative,TRUE,FALSE,FALSE
upstream_cloud,0.013936153909850138,0.0041761128030417425,3.3371114639670423,0.0016828040031745147,0.005530074828016334,0.02234223299168394,46,ff3_car_5,ff3_car_5,3790,47,0.0244233807741574,1.3936153909850137,0.41761128030417427,0.5530074828016334,2.234223299168394,main_effect,ff3,upstream_cloud,Upstream cloud,NA,firm_year,closed,0.10458626879729609,1,positive,TRUE,FALSE,FALSE
upstream_hardware:is_chinese_model,-0.058521689288429865,0.017579605232126098,-3.328953552465648,0.0017012635831076324,-0.0938872933492737,-0.023156085227586033,47,car_15,car_15,3863,48,0.08423272238396373,-5.852168928842986,1.7579605232126099,-9.38872933492737,-2.315608522758603,interaction,market,upstream_hardware,Upstream hardware,is_chinese_model,firm_year,text_or_reason,0.10462083110685054,1,negative,TRUE,FALSE,FALSE
upstream_cloud:z_media_sentiment,0.015210830488596292,0.004547001891399995,3.3452439325713517,0.001713606568985747,0.00604092724433576,0.024380733732856825,43,car_10,car_10,3468,48,0.06744261596762668,1.5210830488596292,0.4547001891399995,0.604092724433576,2.4380733732856825,interaction,market,upstream_cloud,Upstream cloud,z_media_sentiment,firm_year,text_or_reason,0.10462083110685054,1,positive,TRUE,FALSE,FALSE
upstream_any,0.029355234291389202,0.008835389443951546,3.3224607107143367,0.0017335716756287892,0.01158072339241157,0.047129745190366834,47,car_20,car_20,3863,48,0.09991284769017583,2.9355234291389203,0.8835389443951547,1.158072339241157,4.712974519036683,main_effect,market,upstream_any,Any upstream,NA,firm_year,text_or_reason,0.10462083110685054,1,positive,TRUE,FALSE,FALSE
downstream_deployer:is_chinese_model,-0.02552899211139093,0.007691109835684393,-3.319285858192303,0.0017495807167394791,-0.041001509363382704,-0.010056474859399159,47,car_10,car_10,3844,48,0.4075719187311063,-2.5528992111390933,0.7691109835684393,-4.10015093633827,-1.0056474859399158,interaction,market,downstream_deployer,Downstream deployer,is_chinese_model,firm_year_pre,text_or_reason,0.10462083110685054,1,negative,TRUE,FALSE,FALSE
upstream_any,0.029490881650534644,0.008890056048664148,3.317288607529764,0.0017597235191325058,0.01160639572810862,0.04737536757296067,47,car_20,car_20,3863,48,0.09243028406556308,2.9490881650534644,0.8890056048664148,1.160639572810862,4.737536757296066,main_effect,market,upstream_any,Any upstream,NA,firm,text_or_reason,0.10462083110685054,1,positive,TRUE,FALSE,FALSE
z_intelligence,-0.0439610411189327,0.010413703250145272,-4.2214609023278475,0.001767528120067467,-0.06716421792363711,-0.02075786431422829,10,car_15,car_15,930,11,0.025386308891561238,-4.39610411189327,1.0413703250145272,-6.716421792363711,-2.075786431422829,main_effect,market,z_intelligence,AA Intelligence Index (z),NA,none,open_weight,0.10462083110685054,1,negative,TRUE,FALSE,FALSE
upstream_any:is_open_weight,-0.0453539761172591,0.013710053960137305,-3.3080815180690135,0.0018072061343543456,-0.07293504711428853,-0.017772905120229675,47,car_10,car_10,3863,48,0.06439040822865338,-4.5353976117259105,1.3710053960137305,-7.293504711428852,-1.7772905120229676,interaction,market,upstream_any,Any upstream,is_open_weight,firm_year,text_or_reason,0.1060582100508155,1,negative,TRUE,FALSE,FALSE
upstream_hardware,0.026928919844779974,0.008141204476467788,3.3077316658263793,0.0018316027914863202,0.010541525184194808,0.04331631450536514,46,car_15,car_15,3789,47,0.06586006274330025,2.6928919844779973,0.8141204476467788,1.0541525184194809,4.331631450536514,main_effect,market,upstream_hardware,Upstream hardware,NA,firm_year,closed,0.1060582100508155,1,positive,TRUE,FALSE,FALSE
downstream_deployer,-0.014553219062467811,0.00365886997329262,-3.9775174216894507,0.00183447426877919,-0.02252521190236196,-0.006581226222573662,12,ff3_car_5,ff3_car_5,1029,13,0.1308815464947991,-1.455321906246781,0.365886997329262,-2.252521190236196,-0.6581226222573662,main_effect,ff3,downstream_deployer,Downstream deployer,NA,firm_year_pre,chinese_origin,0.1060582100508155,1,negative,TRUE,FALSE,FALSE
upstream_any:is_chinese_model,-0.03650791565335298,0.011196982850854383,-3.260513670481084,0.0018494196640313726,-0.05891302658644619,-0.014102804720259769,59,car_10,car_10,4829,60,0.054323688494972044,-3.6507915653352976,1.1196982850854382,-5.891302658644619,-1.410280472025977,interaction,market,upstream_any,Any upstream,is_chinese_model,firm_year,all,0.10609978349496905,1,negative,TRUE,FALSE,FALSE
upstream_hardware,0.0269627352079664,0.008166362706476487,3.3016823005648646,0.001863752965339056,0.010524699656920121,0.04340077075901268,46,car_15,car_15,3789,47,0.06449782081872601,2.6962735207966397,0.8166362706476487,1.052469965692012,4.3400770759012675,main_effect,market,upstream_hardware,Upstream hardware,NA,firm,closed,0.10610587492747084,1,positive,TRUE,FALSE,FALSE
downstream_integrator,0.02723474328766184,0.006873221099886011,3.962442483934282,0.0018850042238188248,0.012259280974090701,0.04221020560123298,12,ff3_car_10,ff3_car_10,1031,13,0.06766036431590006,2.723474328766184,0.6873221099886011,1.22592809740907,4.221020560123298,main_effect,ff3,downstream_integrator,Downstream integrator,NA,firm,chinese_origin,0.10650273864576361,1,positive,TRUE,FALSE,FALSE
downstream_integrator,0.027155753350638263,0.006865019437746715,3.9556702784153392,0.001908169272154755,0.012198160923760817,0.04211334577751571,12,ff3_car_10,ff3_car_10,1031,13,0.08661741387592015,2.7155753350638263,0.6865019437746714,1.2198160923760817,4.211334577751571,main_effect,ff3,downstream_integrator,Downstream integrator,NA,firm_year,chinese_origin,0.10700095061451251,1,positive,TRUE,FALSE,FALSE
competitor,0.029352439902414387,0.007933469570557019,3.699823846472952,0.001943089140600836,0.012534235718579995,0.04617064408624878,16,car_10,car_10,1384,17,0.03525554511821394,2.935243990241439,0.7933469570557019,1.2534235718579996,4.617064408624878,main_effect,market,competitor,Direct competitor,NA,firm_year,reasoning,0.10814596127314205,1,positive,TRUE,FALSE,FALSE
competitor,0.02950020904577051,0.007988548916296684,3.6928119680897136,0.0019720771096918828,0.01256524186502496,0.04643517622651606,16,car_10,car_10,1384,17,0.031088680732930474,2.950020904577051,0.7988548916296684,1.2565241865024959,4.643517622651606,main_effect,market,competitor,Direct competitor,NA,firm,reasoning,0.1083963710602728,1,positive,TRUE,FALSE,FALSE
upstream_hardware:is_open_weight,-0.046310721039788255,0.014301551502004186,-3.2381606312642637,0.001976656806677005,-0.07492805949478995,-0.017693382584786567,59,car_15,car_15,4829,60,0.07548269266452556,-4.631072103978825,1.4301551502004186,-7.492805949478995,-1.7693382584786568,interaction,market,upstream_hardware,Upstream hardware,is_open_weight,firm_year,all,0.1083963710602728,1,negative,TRUE,FALSE,FALSE
upstream_cloud,0.012767736799674056,0.003950143119400891,3.2322213179988553,0.0020118246667862657,0.004863518674965704,0.02067195492438241,59,car_15,car_15,4805,60,0.31751847567749836,1.2767736799674057,0.39501431194008907,0.4863518674965704,2.067195492438241,main_effect,market,upstream_cloud,Upstream cloud,NA,firm_year_pre,all,0.10951962310140123,1,positive,TRUE,FALSE,FALSE
downstream_deployer,-0.016611855810507243,0.00425630428250466,-3.902882573219565,0.002099099855281373,-0.025885546188195965,-0.007338165432818521,12,car_3,car_3,1097,13,0.008734244922850465,-1.6611855810507243,0.425630428250466,-2.5885546188195963,-0.7338165432818521,main_effect,market,downstream_deployer,Downstream deployer,NA,none,chinese_origin,0.11221122459100254,1,negative,TRUE,FALSE,FALSE
downstream_any,-0.021617470648045936,0.00671945736180927,-3.2171452967186105,0.0021037549300721324,-0.03506307377228746,-0.008171867523804407,59,car_15,car_15,4829,60,0.07205442234210035,-2.1617470648045938,0.671945736180927,-3.5063073772287465,-0.8171867523804407,main_effect,market,downstream_any,Any downstream,NA,firm,all,0.11221122459100254,1,negative,TRUE,FALSE,FALSE
upstream_hardware,0.03071405350751732,0.009436381989132407,3.254854831320919,0.0021064053959158426,0.011730501556949786,0.049697605458084854,47,car_20,car_20,3863,48,0.09958333084460103,3.071405350751732,0.9436381989132406,1.1730501556949786,4.9697605458084855,main_effect,market,upstream_hardware,Upstream hardware,NA,firm_year,text_or_reason,0.11221122459100254,1,positive,TRUE,FALSE,FALSE
upstream_any,0.03765293822536792,0.010293117494894118,3.658069408422239,0.00212223250079932,0.01583250390243488,0.059473372548300964,16,car_15,car_15,1429,17,0.007250616702013657,3.7652938225367922,1.0293117494894117,1.5832503902434882,5.947337254830097,main_effect,market,upstream_any,Any upstream,NA,none,reasoning,0.1122525531273853,1,positive,TRUE,FALSE,FALSE
