family,spec_label,term,x_var,y_var,outcome_model,controls,estimate,std.error,statistic,p.value,conf.low,conf.high,stars,significant_05,significant_10,sign,n,n_events,treated_n,untreated_n,treated_events,untreated_events,mean_y_treated,mean_y_untreated,r_squared,df,outcome,subsample_flag,is_long_window,is_primary_window
main_effect_single,single_flag,upstream_hardware,upstream_hardware,car_3,market,firm_year,0.002072923255758915,0.003611364129973169,0.574000067884131,0.5681496647790089,-0.005153399676911152,0.009299246188428981,,FALSE,FALSE,positive,4823,60,1194,3851,60,60,0.0021464517519765506,-6.626020381095839e-4,0.0186727981592818,59,car_3,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,car_3,market,firm_year_intel,0.0013621965372074924,0.0043422401818459435,0.31370824278734505,0.7551608427855405,-0.007378279614281309,0.010102672688696294,,FALSE,FALSE,positive,3776,60,1194,3851,60,60,0.0021464517519765506,-6.626020381095839e-4,0.024153247167928327,46,car_3,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,car_10,market,none,0.008575218119150619,0.005475957986581007,1.5659758785886302,0.12270254047211784,-0.002382148502603508,0.019532584740904746,,FALSE,FALSE,positive,5053,60,1200,3853,60,60,0.00539332016358333,-0.003181897955567091,6.391677853447852e-4,59,car_10,NA,TRUE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,car_10,market,firm,0.006885701200998457,0.0059378974883625224,1.1596194131834545,0.2508752388674087,-0.0049960042287768795,0.018767406630773795,,FALSE,FALSE,positive,4829,60,1200,3853,60,60,0.00539332016358333,-0.003181897955567091,0.04620128147868363,59,car_10,NA,TRUE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,car_10,market,firm_year,0.006862303382592091,0.005898630631114939,1.1633722827793003,0.2493620058049841,-0.00494082924731878,0.01866543601250296,,FALSE,FALSE,positive,4829,60,1200,3853,60,60,0.00539332016358333,-0.003181897955567091,0.0494440402132964,59,car_10,NA,TRUE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,car_10,market,firm_year_intel,0.01154483230062933,0.0067433217963533635,1.7120393552733189,0.09362436212567356,-0.0020287704653478133,0.025118435066606472,*,FALSE,TRUE,positive,3780,60,1200,3853,60,60,0.00539332016358333,-0.003181897955567091,0.06079224268213579,46,car_10,NA,TRUE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,car_15,market,none,0.01689744027800757,0.006697124571889672,2.5230888415802246,0.014347889623537193,0.003496524963174973,0.030298355592840172,**,TRUE,TRUE,positive,5053,60,1200,3853,60,60,0.012780735781666663,-0.004116704496340516,0.0016442266197720379,59,car_15,NA,TRUE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,car_15,market,firm,0.016562284438887506,0.007371842042593541,2.246695512897969,0.028415066643641178,0.0018112625836610614,0.031313306294113954,**,TRUE,TRUE,positive,4829,60,1200,3853,60,60,0.012780735781666663,-0.004116704496340516,0.06964199469645804,59,car_15,NA,TRUE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,car_15,market,firm_year,0.01653748648752783,0.007349368712249434,2.250191429362397,0.028179274270581874,0.001831433662450194,0.03124353931260547,**,TRUE,TRUE,positive,4829,60,1200,3853,60,60,0.012780735781666663,-0.004116704496340516,0.0722692970648181,59,car_15,NA,TRUE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,car_15,market,firm_year_intel,0.022620391172724262,0.008578465860420189,2.6368807127963874,0.011373127918241799,0.00535283499680389,0.039887947348644634,**,TRUE,TRUE,positive,3780,60,1200,3853,60,60,0.012780735781666663,-0.004116704496340516,0.08811306195090118,46,car_15,NA,TRUE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,car_20,market,none,0.022121876255218956,0.007702833228038073,2.8719142165373666,0.005659594624547724,0.006708542567730047,0.03753520994270786,***,TRUE,TRUE,positive,5053,60,1200,3853,60,60,0.016729212896666665,-0.0053926633585517705,0.002102275918235308,59,car_20,NA,TRUE,TRUE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,car_20,market,firm,0.02270752260976122,0.008452688154665473,2.6864261634007844,0.009366431495643325,0.005793732679854169,0.039621312539668274,***,TRUE,TRUE,positive,4829,60,1200,3853,60,60,0.016729212896666665,-0.0053926633585517705,0.08139387453453917,59,car_20,NA,TRUE,TRUE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,car_20,market,firm_year,0.02276375647467883,0.00842259450072066,2.7027012249884645,0.008968752478458042,0.005910183807225137,0.03961732914213252,***,TRUE,TRUE,positive,4829,60,1200,3853,60,60,0.016729212896666665,-0.0053926633585517705,0.08671902692614442,59,car_20,NA,TRUE,TRUE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,car_20,market,firm_year_intel,0.030522800297261083,0.009668845848652598,3.1568194151646947,0.00281381901924943,0.011060423041877876,0.04998517755264429,***,TRUE,TRUE,positive,3780,60,1200,3853,60,60,0.016729212896666665,-0.0053926633585517705,0.11140298072335042,46,car_20,NA,TRUE,TRUE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,ff3_car_1,ff3,none,-0.002153515474750899,0.002665705922406193,-0.8078593578720917,0.4224168100855362,-0.007487580704828212,0.003180549755326414,,FALSE,FALSE,negative,5053,60,1187,3866,60,60,4.853470930918292e-4,0.0026388625678427317,2.4852018612264715e-4,59,ff3_car_1,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,ff3_car_1,ff3,firm,-0.0024414480775079095,0.003108300764543785,-0.7854606945883014,0.43532648374406047,-0.008661143541068249,0.0037782473860524307,,FALSE,FALSE,negative,4812,60,1187,3866,60,60,4.853470930918292e-4,0.0026388625678427317,0.009492729716311654,59,ff3_car_1,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,ff3_car_1,ff3,firm_year,-0.002485089095501911,0.003099863670406892,-0.8016768992862564,0.4259569525241875,-0.008687901972689833,0.0037177237816860107,,FALSE,FALSE,negative,4812,60,1187,3866,60,60,4.853470930918292e-4,0.0026388625678427317,0.010581635467466266,59,ff3_car_1,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,ff3_car_1,ff3,firm_year_intel,-0.003255453032605113,0.0035397044807923372,-0.919696276983101,0.3625293923273861,-0.01038050860346739,0.0038696025382571656,,FALSE,FALSE,negative,3765,60,1187,3866,60,60,4.853470930918292e-4,0.0026388625678427317,0.01545079376054137,46,ff3_car_1,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,ff3_car_2,ff3,none,-0.0014048506854960393,0.0031770326062683764,-0.44218957108725565,0.6599687610933855,-0.007762078246674782,0.004952376875682703,,FALSE,FALSE,negative,5059,60,1187,3872,60,60,-4.6964003479359727e-4,9.352106507024765e-4,8.819240697488517e-5,59,ff3_car_2,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,ff3_car_2,ff3,firm,-0.0016693232015586028,0.0034718294301848388,-0.4808194743224262,0.6324230704238332,-0.008616437844869287,0.0052777914417520815,,FALSE,FALSE,negative,4817,60,1187,3872,60,60,-4.6964003479359727e-4,9.352106507024765e-4,0.010271599352595362,59,ff3_car_2,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,ff3_car_2,ff3,firm_year,-0.001732051940279017,0.0034683033759875578,-0.49939458937493786,0.6193586398237001,-0.008672110965438053,0.0052080070848800186,,FALSE,FALSE,negative,4817,60,1187,3872,60,60,-4.6964003479359727e-4,9.352106507024765e-4,0.01218449151925416,59,ff3_car_2,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,ff3_car_2,ff3,firm_year_intel,-0.0027935824638602013,0.003981297530258722,-0.7016763863108372,0.48641609731809254,-0.010807518740506776,0.005220353812786373,,FALSE,FALSE,negative,3770,60,1187,3872,60,60,-4.6964003479359727e-4,9.352106507024765e-4,0.018608449302277896,46,ff3_car_2,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,ff3_car_3,ff3,none,-0.001916946473450125,0.0032464803919775944,-0.5904691364183525,0.5571312267238948,-0.008413138732851476,0.004579245785951227,,FALSE,FALSE,negative,5068,60,1194,3874,60,60,-0.0013502962760468956,5.666501974032008e-4,1.3464088146541986e-4,59,ff3_car_3,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,ff3_car_3,ff3,firm,-0.0023451361171938014,0.0036094376459247087,-0.6497234049302981,0.5183926100740124,-0.009567604164186939,0.004877331929799335,,FALSE,FALSE,negative,4825,60,1194,3874,60,60,-0.0013502962760468956,5.666501974032008e-4,0.014545487742298246,59,ff3_car_3,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,ff3_car_3,ff3,firm_year,-0.0024255051852185828,0.003618503186095194,-0.6703062179243232,0.5052779526497627,-0.009666113336192734,0.004815102965755569,,FALSE,FALSE,negative,4825,60,1194,3874,60,60,-0.0013502962760468956,5.666501974032008e-4,0.018444255318514235,59,ff3_car_3,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,ff3_car_3,ff3,firm_year_intel,-0.003526094397704903,0.004281755381166498,-0.8235160778251357,0.4144638482066736,-0.012144820960104528,0.005092632164694723,,FALSE,FALSE,negative,3778,60,1194,3874,60,60,-0.0013502962760468956,5.666501974032008e-4,0.02229897160011385,46,ff3_car_3,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,ff3_car_10,ff3,none,-0.006190324183354959,0.0056186567313275745,-1.1017445057356816,0.2750470435044186,-0.017433230333805966,0.005052581967096047,,FALSE,FALSE,negative,5077,60,1200,3877,60,60,-0.007541685877499998,-0.0013513616941449563,4.2483774998935964e-4,59,ff3_car_10,NA,TRUE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,ff3_car_10,ff3,firm,-0.006500198339008964,0.0058344733393439025,-1.114101986751031,0.2697534916446384,-0.01817495252461533,0.005174555846597402,,FALSE,FALSE,negative,4831,60,1200,3877,60,60,-0.007541685877499998,-0.0013513616941449563,0.04405858978672761,59,ff3_car_10,NA,TRUE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,ff3_car_10,ff3,firm_year,-0.006683906228370405,0.005842279259808893,-1.1440579833886686,0.25722002929500287,-0.018374280024748942,0.0050064675680081315,,FALSE,FALSE,negative,4831,60,1200,3877,60,60,-0.007541685877499998,-0.0013513616941449563,0.05456313535919399,59,ff3_car_10,NA,TRUE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,ff3_car_10,ff3,firm_year_intel,-0.002523323142496391,0.006075396654908554,-0.41533471571073444,0.6798279046389892,-0.01475246233085164,0.00970581604585886,,FALSE,FALSE,negative,3782,60,1200,3877,60,60,-0.007541685877499998,-0.0013513616941449563,0.06387987262101136,46,ff3_car_10,NA,TRUE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,ff3_car_15,ff3,none,-0.002050667889246397,0.007777864236980377,-0.2636543692156979,0.7929649429706838,-0.017614138278842156,0.013512802500349363,,FALSE,FALSE,negative,5077,60,1200,3877,60,60,-0.008182545508333331,-0.0061318776190869275,2.9561364002117507e-5,59,ff3_car_15,NA,TRUE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,ff3_car_15,ff3,firm,-0.0015422086774382806,0.007877672835857429,-0.1957695768245778,0.845463219564738,-0.017305395612080485,0.014220978257203925,,FALSE,FALSE,negative,4831,60,1200,3877,60,60,-0.008182545508333331,-0.0061318776190869275,0.0688889149744879,59,ff3_car_15,NA,TRUE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,ff3_car_15,ff3,firm_year,-0.0017898688036384767,0.00790348356051218,-0.22646580965653146,0.8216219291260802,-0.017604702879019947,0.014024965271742995,,FALSE,FALSE,negative,4831,60,1200,3877,60,60,-0.008182545508333331,-0.0061318776190869275,0.08096153596349664,59,ff3_car_15,NA,TRUE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,ff3_car_15,ff3,firm_year_intel,0.0030298090105430144,0.008711940238569528,0.3477766063097443,0.7295943666781857,-0.014506417153722669,0.0205660351748087,,FALSE,FALSE,positive,3782,60,1200,3877,60,60,-0.008182545508333331,-0.0061318776190869275,0.09177880891773338,46,ff3_car_15,NA,TRUE,FALSE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,ff3_car_20,ff3,none,3.2648302252492715e-4,0.009413453727102282,0.03468259705626954,0.9724499118041855,-0.01850979437725451,0.019162760422304366,,FALSE,FALSE,positive,5078,60,1200,3878,60,60,-0.006038396909166653,-0.00636487993169159,5.683483184082405e-7,59,ff3_car_20,NA,TRUE,TRUE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,ff3_car_20,ff3,firm,0.0016734058715334656,0.00950404509239291,0.17607301472852532,0.8608395398364359,-0.017344144431487223,0.020690956174554156,,FALSE,FALSE,positive,4831,60,1200,3878,60,60,-0.006038396909166653,-0.00636487993169159,0.07620148056581144,59,ff3_car_20,NA,TRUE,TRUE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,ff3_car_20,ff3,firm_year,0.0014504740037985745,0.0095214257423216191,0.15233790012680432,0.8794401962357574,-0.017601854899397633,0.02050280290699478,,FALSE,FALSE,positive,4831,60,1200,3878,60,60,-0.006038396909166653,-0.00636487993169159,0.08560523714385948,59,ff3_car_20,NA,TRUE,TRUE
main_effect_single,single_flag,upstream_hardware,upstream_hardware,ff3_car_20,ff3,firm_year_intel,0.007788818557175424,0.010392188532210652,0.7494878035587916,0.4573792340742405,-0.01312957200245236,0.028707209116803207,,FALSE,FALSE,positive,3782,60,1200,3878,60,60,-0.006038396909166653,-0.00636487993169159,0.10373900244353984,46,ff3_car_20,NA,TRUE,TRUE
main_effect_single,single_flag,upstream_cloud,upstream_cloud,car_1,market,none,-0.0029067282692130927,0.001968109784806988,-1.4769136821796527,0.1450168578746027,-0.00684490685218217,0.0010314503137559845,,FALSE,FALSE,negative,5030,60,274,4756,60,60,-7.98086891605838e-4,0.002108641377607232,1.2440923931844594e-4,59,car_1,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_cloud,upstream_cloud,car_1,market,firm,-3.002357697398541e-4,0.0025567559850783687,-0.11742840204230573,0.9069194244750562,-0.005416292678781184,0.004815821139301476,,FALSE,FALSE,negative,4809,60,274,4756,60,60,-7.98086891605838e-4,0.002108641377607232,0.00926611259735155,59,car_1,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_cloud,upstream_cloud,car_1,market,firm_year,-3.43964207115767e-4,0.002521025916233432,-0.13643818768419116,0.891939380131255,-0.005388525413539603,0.004700596999308069,,FALSE,FALSE,negative,4809,60,274,4756,60,60,-7.98086891605838e-4,0.002108641377607232,0.009729526817103484,59,car_1,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_cloud,upstream_cloud,car_1,market,firm_year_intel,9.315078936733943e-4,0.003052122748286993,0.30520001012285763,0.7615905873216601,-0.005212096553715366,0.007075112341062156,,FALSE,FALSE,positive,3763,60,274,4756,60,60,-7.98086891605838e-4,0.002108641377607232,0.015026565184875995,46,car_1,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_cloud,upstream_cloud,car_2,market,none,-6.333539452800113e-4,0.0024185726740251915,-0.26187095888499,0.7943330282845944,-0.005472906687575,0.004206198797014978,,FALSE,FALSE,negative,5036,60,274,4762,60,60,5.298445255475539e-6,6.386523905354917e-4,4.806986802274871e-6,59,car_2,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_cloud,upstream_cloud,car_2,market,firm,0.0019274501743027372,0.0029021915225689154,0.6641361051859968,0.5091904378516818,-0.0038798216486846133,0.007734721997290087,,FALSE,FALSE,positive,4815,60,274,4762,60,60,5.298445255475539e-6,6.386523905354917e-4,0.012300407902776866,59,car_2,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_cloud,upstream_cloud,car_2,market,firm_year,0.0018615688107763227,0.0028685419587157353,0.648959937685471,0.5188825136895403,-0.003878370390466128,0.007601508012018774,,FALSE,FALSE,positive,4815,60,274,4762,60,60,5.298445255475539e-6,6.386523905354917e-4,0.013312293228793903,59,car_2,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_cloud,upstream_cloud,car_2,market,firm_year_intel,0.0037967350097749338,0.0034397927768661765,1.1037685279500904,0.2754342526134292,-0.0031272087319738347,0.010720678751523702,,FALSE,FALSE,positive,3768,60,274,4762,60,60,5.298445255475539e-6,6.386523905354917e-4,0.02168804784043754,46,car_2,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_cloud,upstream_cloud,car_3,market,none,3.97901328034645e-4,0.002747824780077813,0.1448059319209492,0.8853576356965045,-0.005100483356697468,0.005896286012766757,,FALSE,FALSE,positive,5045,60,274,4771,60,60,3.7850746861313754e-4,-1.9393859421507927e-5,1.5716432871792918e-6,59,car_3,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_cloud,upstream_cloud,car_3,market,firm,0.0030841674652315127,0.0030584075601744758,1.0084226528185691,0.3173695286335388,-0.003035691926987827,0.009204026857450852,,FALSE,FALSE,positive,4823,60,274,4771,60,60,3.7850746861313754e-4,-1.9393859421507927e-5,0.016288416123382277,59,car_3,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_cloud,upstream_cloud,car_3,market,firm_year,0.0029991079533074924,0.0030344252654909932,0.9883611197859618,0.3270119242171976,-0.0030727629780942472,0.009070978884709232,,FALSE,FALSE,positive,4823,60,274,4771,60,60,3.7850746861313754e-4,-1.9393859421507927e-5,0.018604223030879385,59,car_3,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_cloud,upstream_cloud,car_3,market,firm_year_intel,0.0037434932944664973,0.0036597695733165164,1.0228767739259905,0.3117155039496751,-0.0036232407727215554,0.01111022736165455,,FALSE,FALSE,positive,3776,60,274,4771,60,60,3.7850746861313754e-4,-1.9393859421507927e-5,0.024226373078703012,46,car_3,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_cloud,upstream_cloud,car_10,market,none,0.005429640470253943,0.00597876885312955,0.908153602126938,0.3674917207300086,-0.006533848371516377,0.01739312931202426,,FALSE,FALSE,positive,5053,60,274,4779,60,60,0.003989784916058395,-0.0014398555541954502,7.257282210759719e-5,59,car_10,NA,TRUE,FALSE
main_effect_single,single_flag,upstream_cloud,upstream_cloud,car_10,market,firm,0.009947197153712655,0.005324135491464604,1.868321565005158,0.06668506953003166,-7.063733570237211e-4,0.02060076766444903,*,FALSE,TRUE,positive,4829,60,274,4779,60,60,0.003989784916058395,-0.0014398555541954502,0.045971890156827566,59,car_10,NA,TRUE,FALSE
main_effect_single,single_flag,upstream_cloud,upstream_cloud,car_10,market,firm_year,0.009690204866115285,0.005265557383408936,1.840299926584756,0.0707553049234143,-8.461511211445456e-4,0.020226560853375115,*,FALSE,TRUE,positive,4829,60,274,4779,60,60,0.003989784916058395,-0.0014398555541954502,0.04920193778131732,59,car_10,NA,TRUE,FALSE
main_effect_single,single_flag,upstream_cloud,upstream_cloud,car_10,market,firm_year_intel,0.011777206127809092,0.006332697967317947,1.8597454337139383,0.06932336859842345,-9.698537398912192e-4,0.0245242659955094,*,FALSE,TRUE,positive,3780,60,274,4779,60,60,0.003989784916058395,-0.0014398555541954502,0.0597568640198094,46,car_10,NA,TRUE,FALSE
main_effect_single,single_flag,upstream_cloud,upstream_cloud,car_15,market,none,0.00987560403370573,0.006904558463765504,1.4303020367677388,0.15790516541150995,-0.003940385540029269,0.02369159360744073,,FALSE,FALSE,positive,5053,60,274,4779,60,60,0.009236242270072994,-6.393617636325489e-4,1.5905763101642378e-4,59,car_15,NA,TRUE,FALSE
main_effect_single,single_flag,upstream_cloud,upstream_cloud,car_15,market,firm,0.016397519194724215,0.0054641787790384476,3.0009119133561275,0.00394032646702407,0.005463722712820291,0.027331315676628137,***,TRUE,TRUE,positive,4829,60,274,4779,60,60,0.009236242270072994,-6.393617636325489e-4,0.06811961990616422,59,car_15,NA,TRUE,FALSE
main_effect_single,single_flag,upstream_cloud,upstream_cloud,car_15,market,firm_year,0.016113934244771547,0.0054019093664904125,2.9830071464602654,0.004145741633388804,0.005304738569572512,0.026923129919970583,***,TRUE,TRUE,positive,4829,60,274,4779,60,60,0.009236242270072994,-6.393617636325489e-4,0.07073349236074078,59,car_15,NA,TRUE,FALSE
main_effect_single,single_flag,upstream_cloud,upstream_cloud,car_15,market,firm_year_intel,0.01519918894545646,0.006275601219814527,2.4219494536183523,0.019436695076235105,0.002567058869518399,0.027831319021394522,**,TRUE,TRUE,positive,3780,60,274,4779,60,60,0.009236242270072994,-6.393617636325489e-4,0.08496906785027947,46,car_15,NA,TRUE,FALSE
main_effect_single,single_flag,upstream_cloud,upstream_cloud,car_20,market,none,0.007050213088320687,0.008143101497147838,0.8657896614441143,0.3901125783544437,-0.009244095370775786,0.02334452154741716,,FALSE,FALSE,positive,5053,60,274,4779,60,60,0.006528812963503655,-5.214001248169063e-4,6.0472458250360184e-5,59,car_20,NA,TRUE,TRUE
main_effect_single,single_flag,upstream_cloud,upstream_cloud,car_20,market,firm,0.01157929682418419,0.006150957337121281,1.8825194501517117,0.06469940151122765,-7.287403782136066e-4,0.02388733402658199,*,FALSE,TRUE,positive,4829,60,274,4779,60,60,0.006528812963503655,-5.214001248169063e-4,0.07871927523611799,59,car_20,NA,TRUE,TRUE
main_effect_single,single_flag,upstream_cloud,upstream_cloud,car_20,market,firm_year,0.011322985941003205,0.0060525421352969795,1.870781844701296,0.06633734107794356,-7.881228974105422e-4,0.02343409477941695,*,FALSE,TRUE,positive,4829,60,274,4779,60,60,0.006528812963503655,-5.214001248169063e-4,0.08402104170884095,59,car_20,NA,TRUE,TRUE
main_effect_single,single_flag,upstream_cloud,upstream_cloud,car_20,market,firm_year_intel,0.010750178642560563,0.007157969386328816,1.5018475299842153,0.13997052601649146,-0.0036580664323807178,0.025158423717501842,,FALSE,FALSE,positive,3780,60,274,4779,60,60,0.006528812963503655,-5.214001248169063e-4,0.10663012561054641,46,car_20,NA,TRUE,TRUE
main_effect_single,single_flag,upstream_cloud,upstream_cloud,ff3_car_1,ff3,none,-0.0023328392916311855,0.0019809899757190926,-1.1776128704459359,0.2436794595697274,-0.006296791077084278,0.001631112493821907,,FALSE,FALSE,negative,5053,60,274,4779,60,60,-7.33602390510942e-5,0.002259479052580035,8.32166721081995e-5,59,ff3_car_1,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_cloud,upstream_cloud,ff3_car_1,ff3,firm,7.345943319606061e-4,0.002388932205233892,0.3074990283739277,0.7595464119080854,-0.004045647969278622,0.005514836633199835,,FALSE,FALSE,positive,4812,60,274,4779,60,60,-7.33602390510942e-5,0.002259479052580035,0.009172039793983289,59,ff3_car_1,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_cloud,upstream_cloud,ff3_car_1,ff3,firm_year,6.636814913468479e-4,0.0023667683180418684,0.2804167549005983,0.7801387066950198,-0.004072210974060672,0.005399573956754368,,FALSE,FALSE,positive,4812,60,274,4779,60,60,-7.33602390510942e-5,0.002259479052580035,0.01024756787379899,59,ff3_car_1,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_cloud,upstream_cloud,ff3_car_1,ff3,firm_year_intel,0.0021778823270427843,0.002857942705253374,0.76204548224129,0.4499226259474719,-0.003574857966325619,0.007930622620411188,,FALSE,FALSE,positive,3765,60,274,4779,60,60,-7.33602390510942e-5,0.002259479052580035,0.015011735573259966,46,ff3_car_1,NA,FALSE,FALSE
main_effect_single,single_flag,upstream_cloud,upstream_cloud,ff3_car_2,ff3,none,-2.4170325110669822e-4,0.0024383507994713218,-0.09912570872046131,0.9213744920017655,-0.0051208319310066435,0.004637425428793247,,FALSE,FALSE,negative,5059,60,274,4785,60,60,3.769762525547449e-4,6.186795036614419e-4,7.447015905048815e-7,59,ff3_car_2,NA,FALSE,FALSE
