final_event_id,car20_mean,carpre_mean,ff3_car20_mean,intel_c,aa_intelligence_index,is_open_weight,release_year,true_model_creator,release_date,mean_size,mean_bm,mean_volatility,mean_momentum,n_firms
FMR-0017,0.011732959615384616,0.024260169512820513,0.0024968462564102525,-14.327513227513236,12.3,0,2024,Google,2024-12-11,6.536916412307693,0.33589951384615385,0.4076480932402167,0.557283219009942,78
FMR-0018,0.007604463256410259,-0.008032411307692307,-1.4654179487180266e-5,4.172486772486764,30.8,0,2024,OpenAI,2024-12-17,6.536916412307693,0.33589951384615385,0.4126208375529604,0.45739026515479775,78
FMR-0019,0.007604463256410259,-0.008032411307692307,-1.4654179487180266e-5,-0.8275132275132364,25.8,0,2024,OpenAI,2024-12-17,6.536916412307693,0.33589951384615385,0.4126208375529604,0.45739026515479775,78
FMR-0020,0.005889901426829264,0.002062854617283951,0.001694588414634147,11.772486772486761,38.4,0,2024,OpenAI,2024-12-20,6.445224424048781,0.32841941848780487,0.43500498465502246,0.42386604410323653,82
FMR-0021,-0.004091201615384618,-0.011090515474358974,0.016759386717948715,-7.827513227513236,18.8,1,2025,DeepSeek,2025-01-22,6.673620437807693,0.3052349742948718,0.4290063167318252,0.5543188172648529,78
FMR-0022,-0.014175282564102564,0.005491222847435898,0.0030623045512820596,-10.327513227513236,16.3,1,2025,Alibaba,2025-01-28,6.673620437807693,0.3052349742948718,0.4152745949711894,0.5439406791251687,78
FMR-0023,-0.02555648726829269,-0.0025112317160493817,-0.006729574865853655,-0.7275132275132385,25.9,0,2025,OpenAI,2025-01-31,6.598015344036585,0.29667591353658535,0.4228925594475585,0.4702276216977734,82
FMR-0024,-0.043706254780487806,-0.005263453049382715,-0.02172985509756098,-8.527513227513236,18.1,0,2025,Google,2025-02-05,6.598015344036585,0.29667591353658535,0.40774065957534267,0.5679997041693464,82
FMR-0025,-0.051949824451219505,-0.007094402595061735,-0.02963985604878049,5.472486772486764,32.1,0,2025,xAI,2025-02-17,6.598015344036585,0.29667591353658535,0.40537782512991566,0.4461391869957117,82
FMR-0026,-0.07168050803846154,-0.01089614242307693,-0.04365007529487179,8.072486772486766,34.7,0,2025,Anthropic,2025-02-18,6.673620437807693,0.3052349742948718,0.3950530956866339,0.5276776376393669,78
FMR-0027,-0.06467241191025641,-0.01995680332051282,-0.02972287266666667,-12.127513227513237,14.5,0,2025,Google,2025-02-25,6.673620437807693,0.3052349742948718,0.4035317203712998,0.5395968938089127,78
FMR-0028,-0.07188118125609756,-0.027642886851851848,-0.03704462169512195,-16.627513227513237,10,0,2025,Microsoft,2025-02-26,6.598015344036585,0.29667591353658535,0.42044813858453794,0.4909410301791892,82
FMR-0029,-0.06952814204878048,-0.008282729283333332,-0.049235335768292685,-9.827513227513236,16.8,0,2025,Google,2025-03-12,6.598015344036585,0.29667591353658535,0.42232656885697645,0.39646026451565813,82
FMR-0033,0.0249019815875,-0.005860745475,-0.001222793725000005,11.772486772486761,38.4,0,2025,OpenAI,2025-04-16,6.6571924268625,0.3022040999375,0.999568024272208,0.26534036326567634,80
FMR-0034,0.024867759353658536,-0.005906924370370371,-2.593608414634142e-4,6.472486772486764,33.1,0,2025,OpenAI,2025-04-16,6.599722661109756,0.2959442062195122,0.46282730955859824,0.16475677348657522,82
FMR-0036,0.03847135786585366,-0.0020840180617283945,0.012557970865853656,7.972486772486764,34.6,0,2025,Google,2025-05-06,6.599722661109756,0.2959442062195122,0.474501795369531,0.10237954605968506,82
FMR-0037,0.022900942292682924,0.008637446469135801,-0.016616030268292687,-21.827513227513236,4.8,1,2025,Google,2025-05-20,6.599722661109756,0.2959442062195122,0.5319398112903369,0.07814642721832347,82
FMR-0038,0.017851030846153845,0.001407929474358975,-0.018187688576923076,12.072486772486766,38.7,0,2025,Anthropic,2025-05-21,6.675415309602564,0.30446574352564104,0.5253831485306628,0.08325938325652868,78
FMR-0040,0.02086835188461538,0.002635488410256411,-0.012273310303846152,12.372486772486763,39,0,2025,Anthropic,2025-05-22,6.675415309602564,0.30446574352564104,0.5291036853098355,0.09180404672638096,78
FMR-0041,0.014520986926829271,-0.008512872061728396,0.004661034426829269,0.3724867724867629,27,0,2025,Google,2025-06-17,6.599722661109756,0.2959442062195122,0.508209232917389,0.2595695981884006,82
FMR-0042,0.010342070243902442,-0.008512872061728396,0.004661034426829269,7.972486772486764,34.6,0,2025,Google,2025-06-17,6.599722661109756,0.2959442062195122,0.5016648557105436,0.30632216309464133,82
FMR-0043,-0.045722828929487175,0.005323769551282049,-0.04987737180769231,-1.6275132275132371,25,1,2025,Alibaba,2025-07-21,6.675415309602564,0.30446574352564104,0.5238037296130635,0.20857023069625671,78
FMR-0044,-0.0469855282051282,0.015008818344871796,-0.054559759769230776,-1.8275132275132364,24.8,1,2025,Alibaba,2025-07-22,6.675415309602564,0.30446574352564104,0.5181692622482809,0.20756313546398653,78
FMR-0045,-0.04736706612820513,-0.00870630923076923,-0.05111829438461538,-0.22751322751323855,26.4,1,2025,Zhipu AI,2025-07-28,6.675415309602564,0.30446574352564104,0.5159853988763368,0.2318276260659481,78
FMR-0046,-0.041399685158536585,-0.0034563239753086393,-0.03563071418292683,6.67248677248676,33.3,1,2025,OpenAI,2025-08-05,6.599722661109756,0.2959442062195122,0.5172716896847029,0.2261063503389151,82
FMR-0048,0.0502608273974359,0.0034053192692307696,0.06937288550000001,4.7724867724867615,31.4,0,2025,Alibaba,2025-09-05,6.675415309602564,0.30446574352564104,0.48826452057403996,0.41183767941807414,78
FMR-0049,0.06520208014102565,0.03278836834615385,0.0641075106025641,16.372486772486763,43,0,2025,Anthropic,2025-09-25,6.675415309602564,0.30446574352564104,0.4761156240279954,0.22975329997096997,78
FMR-0050,0.018471661743589746,0.01416332323076923,0.02196695864102564,10.472486772486764,37.1,0,2025,Anthropic,2025-10-14,6.675415309602564,0.30446574352564104,0.39885799552548784,0.3074857852043028,78
FMR-0051,9.851884487179462e-4,-0.009776538602564102,-0.011928874474358975,-3.8275132275132364,22.8,1,2025,Mistral AI,2025-12-02,6.675415309602564,0.30446574352564104,0.4048756637017239,0.3596769372913291,78
FMR-0052,0.01014206605128205,0.02909982617948718,0.004336843051282045,-4.627513227513237,22,1,2025,Mistral AI,2025-12-09,6.675415309602564,0.30446574352564104,0.41782638534063804,0.2040432985025608,78
FMR-0054,0.023721994573170733,-0.012676626592592591,0.028372274036585363,24.67248677248676,51.3,0,2025,OpenAI,2025-12-18,6.599722661109756,0.2959442062195122,0.4365437819987069,0.19517346785290335,82
FMR-0056,-0.06795678609333333,-0.056366606,-0.10285980301333333,26.372486772486763,53,0,2026,Anthropic,2026-02-05,6.86616,0.3404186666666667,0.4127863147115553,0.19227478768790252,75
FMR-0057,-0.025182202799999998,-0.021232694786666666,-0.09176946673333335,26.972486772486764,53.6,0,2026,OpenAI,2026-02-12,6.86616,0.3404186666666667,0.4133120295931187,0.2376037970979104,75
FMR-0058,0.031026653770270265,0.010750617175675676,-0.03336695998648648,25.072486772486766,51.7,0,2026,Anthropic,2026-02-16,6.8446891891891894,0.3446324324324324,0.414747098171197,0.2315050345758071,74
FMR-0060,0.08950328771621621,-0.0032292064729729716,0.028083026391891898,30.17248677248676,56.8,0,2026,OpenAI,2026-03-17,6.886513513513513,0.34447837837837836,0.4360824344471408,0.08246623434953916,74
