spec,cluster,n,events,firms,r2,note,term,beta,se,t,p,stars
event_level_all_firms_all,event_level_hc1,47,47,NA,0.4526139051973449,,intel_c,9.866903931870085e-4,6.204043030721927e-4,1.590399016094821,0.1198195334841101,
event_level_all_firms_closed,event_level_hc1,36,36,NA,0.4549921519090664,,intel_c,0.0017151967986573013,6.723142642538488e-4,2.5511831145823893,0.016485588752003625,*
event_level_related_firms_all,event_level_hc1,47,47,NA,0.3063538034214867,,intel_c,6.098742566139794e-4,7.7620248572228e-4,0.7857154129653073,0.43678200769021946,
event_level_related_firms_closed,event_level_hc1,36,36,NA,0.44039430092620535,,intel_c,0.0014195075810241448,0.0010284400436881911,1.3802531219355358,0.17842996615565238,
