"events","release_start","release_end","llm_capability_events","media_capability_events","multimodal_events","reasoning_events","coding_events","media_generation_events","open_weight_events","chinese_model_events","events_with_price","events_with_speed","events_with_ttft","events_with_sentiment_w5","events_with_sentiment_sd_w5","asvi_or_search_columns","confound_columns"
60,"2024-04-18","2026-03-17",47,13,7,17,16,13,13,13,47,47,47,47,45,0,0
