date,financial_currency,fx_symbol,fx_to_usd
2023-04-10,TWD,TWDUSD=X,0.0327630378305912
2023-04-11,TWD,TWDUSD=X,0.03280850499868393
2023-04-12,TWD,TWDUSD=X,0.03284449502825737
2023-04-13,TWD,TWDUSD=X,0.03283964470028877
2023-04-16,TWD,TWDUSD=X,0.03278043493628502
2023-04-17,TWD,TWDUSD=X,0.03282293677330017
2023-04-18,TWD,TWDUSD=X,0.032838672399520874
2023-04-19,TWD,TWDUSD=X,0.03274662420153618
2023-04-20,TWD,TWDUSD=X,0.032723262906074524
2023-04-23,TWD,TWDUSD=X,0.03265305981040001
2023-04-24,TWD,TWDUSD=X,0.032709669321775436
2023-04-25,TWD,TWDUSD=X,0.032579973340034485
2023-04-26,TWD,TWDUSD=X,0.03264954313635826
2023-04-27,TWD,TWDUSD=X,0.0326511412858963
2023-04-30,TWD,TWDUSD=X,0.032524555921554565
2023-05-01,TWD,TWDUSD=X,0.03254276141524315
2023-05-02,TWD,TWDUSD=X,0.03251525014638901
2023-05-03,TWD,TWDUSD=X,0.0326298363506794
2023-05-04,TWD,TWDUSD=X,0.032649971544742584
2023-05-07,TWD,TWDUSD=X,0.032703250646591187
2023-05-08,TWD,TWDUSD=X,0.0326925590634346
2023-05-09,TWD,TWDUSD=X,0.03262664005160332
2023-05-10,TWD,TWDUSD=X,0.03266436606645584
2023-05-11,TWD,TWDUSD=X,0.032575517892837524
2023-05-14,TWD,TWDUSD=X,0.03245699405670166
2023-05-15,TWD,TWDUSD=X,0.032527729868888855
2023-05-16,TWD,TWDUSD=X,0.03249095007777214
2023-05-17,TWD,TWDUSD=X,0.03247670456767082
2023-05-18,TWD,TWDUSD=X,0.03258358687162399
2023-05-21,TWD,TWDUSD=X,0.03265839070081711
2023-05-22,TWD,TWDUSD=X,0.03261472284793854
2023-05-23,TWD,TWDUSD=X,0.03246184065937996
2023-05-24,TWD,TWDUSD=X,0.03245868161320686
2023-05-25,TWD,TWDUSD=X,0.03250996395945549
2023-05-28,TWD,TWDUSD=X,0.03258921205997467
2023-05-29,TWD,TWDUSD=X,0.032748233526945114
2023-05-30,TWD,TWDUSD=X,0.03272112086415291
2023-05-31,TWD,TWDUSD=X,0.032630790024995804
2023-06-01,TWD,TWDUSD=X,0.032698117196559906
2023-06-04,TWD,TWDUSD=X,0.03260834142565727
2023-06-05,TWD,TWDUSD=X,0.03263089805841446
2023-06-06,TWD,TWDUSD=X,0.0326458141207695
2023-06-07,TWD,TWDUSD=X,0.032559607177972794
2023-06-08,TWD,TWDUSD=X,0.03263089805841446
2023-06-11,TWD,TWDUSD=X,0.03261472284793854
2023-06-12,TWD,TWDUSD=X,0.03256130591034889
2023-06-13,TWD,TWDUSD=X,0.032703250646591187
2023-06-14,TWD,TWDUSD=X,0.03254011273384094
2023-06-15,TWD,TWDUSD=X,0.032622914761304855
2023-06-18,TWD,TWDUSD=X,0.03256480395793915
2023-06-19,TWD,TWDUSD=X,0.03247617930173874
2023-06-20,TWD,TWDUSD=X,0.0323067307472229
2023-06-21,TWD,TWDUSD=X,0.03233838826417923
2023-06-22,TWD,TWDUSD=X,0.03226451948285103
2023-06-25,TWD,TWDUSD=X,0.032261185348033905
2023-06-26,TWD,TWDUSD=X,0.03225390240550041
2023-06-27,TWD,TWDUSD=X,0.0322648286819458
2023-06-28,TWD,TWDUSD=X,0.03219937905669212
2023-06-29,TWD,TWDUSD=X,0.0321364626288414
2023-07-02,TWD,TWDUSD=X,0.032106850296258926
2023-07-03,TWD,TWDUSD=X,0.03216696158051491
2023-07-04,TWD,TWDUSD=X,0.03217710554599762
2023-07-05,TWD,TWDUSD=X,0.032026439905166626
2023-07-06,TWD,TWDUSD=X,0.031921446323394775
2023-07-09,TWD,TWDUSD=X,0.03199078515172005
2023-07-10,TWD,TWDUSD=X,0.031887754797935486
2023-07-11,TWD,TWDUSD=X,0.03198413550853729
2023-07-12,TWD,TWDUSD=X,0.032222930341959
2023-07-13,TWD,TWDUSD=X,0.03230203688144684
2023-07-16,TWD,TWDUSD=X,0.03231017664074898
2023-07-17,TWD,TWDUSD=X,0.03231017664074898
2023-07-18,TWD,TWDUSD=X,0.03235931694507599
2023-07-19,TWD,TWDUSD=X,0.03221306949853897
2023-07-20,TWD,TWDUSD=X,0.03221878036856651
2023-07-23,TWD,TWDUSD=X,0.03192644193768501
2023-07-24,TWD,TWDUSD=X,0.03194888308644295
2023-07-25,TWD,TWDUSD=X,0.032086245715618134
2023-07-26,TWD,TWDUSD=X,0.032036904245615005
2023-07-27,TWD,TWDUSD=X,0.03195265680551529
2023-07-30,TWD,TWDUSD=X,0.031894367188215256
2023-07-31,TWD,TWDUSD=X,0.031848251819610596
2023-08-01,TWD,TWDUSD=X,0.03165057674050331
2023-08-02,TWD,TWDUSD=X,0.03161545470356941
2023-08-03,TWD,TWDUSD=X,0.031605064868927
2023-08-06,TWD,TWDUSD=X,0.031593579798936844
2023-08-07,TWD,TWDUSD=X,0.031580109149217606
2023-08-08,TWD,TWDUSD=X,0.031450990587472916
2023-08-09,TWD,TWDUSD=X,0.03153678774833679
2023-08-10,TWD,TWDUSD=X,0.031504496932029724
2023-08-13,TWD,TWDUSD=X,0.03135386109352112
2023-08-14,TWD,TWDUSD=X,0.031344033777713776
2023-08-15,TWD,TWDUSD=X,0.031382493674755096
2023-08-16,TWD,TWDUSD=X,0.031335387378931046
2023-08-17,TWD,TWDUSD=X,0.03135149925947189
2023-08-20,TWD,TWDUSD=X,0.031345997005701065
2023-08-21,TWD,TWDUSD=X,0.031332049518823624
2023-08-22,TWD,TWDUSD=X,0.03127247840166092
2023-08-23,TWD,TWDUSD=X,0.031391456723213196
2023-08-24,TWD,TWDUSD=X,0.03143260255455971
2023-08-27,TWD,TWDUSD=X,0.03143467754125595
2023-08-28,TWD,TWDUSD=X,0.0314287506043911
2023-08-29,TWD,TWDUSD=X,0.031479205936193466
2023-08-30,TWD,TWDUSD=X,0.03144772723317146
2023-08-31,TWD,TWDUSD=X,0.03143882751464844
2023-09-03,TWD,TWDUSD=X,0.031384363770484924
2023-09-04,TWD,TWDUSD=X,0.03138948604464531
2023-09-05,TWD,TWDUSD=X,0.03134354203939438
2023-09-06,TWD,TWDUSD=X,0.031314682215452194
2023-09-07,TWD,TWDUSD=X,0.031219366937875748
2023-09-10,TWD,TWDUSD=X,0.03116721287369728
2023-09-11,TWD,TWDUSD=X,0.03134157508611679
2023-09-12,TWD,TWDUSD=X,0.03128539025783539
2023-09-13,TWD,TWDUSD=X,0.031352974474430084
2023-09-14,TWD,TWDUSD=X,0.031378552317619324
2023-09-17,TWD,TWDUSD=X,0.03136959671974182
2023-09-18,TWD,TWDUSD=X,0.031349435448646545
2023-09-19,TWD,TWDUSD=X,0.03126954287290573
2023-09-20,TWD,TWDUSD=X,0.031241310760378838
2023-09-21,TWD,TWDUSD=X,0.031115813180804253
2023-09-24,TWD,TWDUSD=X,0.031122591346502304
2023-09-25,TWD,TWDUSD=X,0.031149933114647865
2023-09-26,TWD,TWDUSD=X,0.031065741553902626
2023-09-27,TWD,TWDUSD=X,0.031031036749482155
2023-09-28,TWD,TWDUSD=X,0.031190738081932068
2023-10-01,TWD,TWDUSD=X,0.031012561172246933
2023-10-02,TWD,TWDUSD=X,0.030953235924243927
2023-10-03,TWD,TWDUSD=X,0.030948542058467865
2023-10-04,TWD,TWDUSD=X,0.030968191102147102
2023-10-05,TWD,TWDUSD=X,0.031052332371473312
2023-10-08,TWD,TWDUSD=X,0.031135188415646553
2023-10-09,TWD,TWDUSD=X,0.031116493046283722
2023-10-10,TWD,TWDUSD=X,0.03123389557003975
2023-10-11,TWD,TWDUSD=X,0.031192293390631676
2023-10-12,TWD,TWDUSD=X,0.031085055321455002
2023-10-15,TWD,TWDUSD=X,0.031060820445418358
2023-10-16,TWD,TWDUSD=X,0.03106892667710781
2023-10-17,TWD,TWDUSD=X,0.030935807153582573
2023-10-18,TWD,TWDUSD=X,0.03086867369711399
2023-10-19,TWD,TWDUSD=X,0.030913524329662323
2023-10-22,TWD,TWDUSD=X,0.03092910908162594
2023-10-23,TWD,TWDUSD=X,0.03102121874690056
2023-10-24,TWD,TWDUSD=X,0.03105204552412033
2023-10-25,TWD,TWDUSD=X,0.030882976949214935
2023-10-26,TWD,TWDUSD=X,0.030903400853276253
2023-10-30,TWD,TWDUSD=X,0.030850864946842194
2023-10-31,TWD,TWDUSD=X,0.031010154634714127
2023-11-01,TWD,TWDUSD=X,0.03086143545806408
2023-11-02,TWD,TWDUSD=X,0.030886312946677208
2023-11-03,TWD,TWDUSD=X,0.031095493584871292
2023-11-06,TWD,TWDUSD=X,0.031162938103079796
2023-11-07,TWD,TWDUSD=X,0.031150706112384796
2023-11-08,TWD,TWDUSD=X,0.031171875074505806
2023-11-09,TWD,TWDUSD=X,0.031040476635098457
2023-11-10,TWD,TWDUSD=X,0.03100438602268696
2023-11-13,TWD,TWDUSD=X,0.030915915966033936
2023-11-14,TWD,TWDUSD=X,0.031013041734695435
2023-11-15,TWD,TWDUSD=X,0.03117498569190502
2023-11-16,TWD,TWDUSD=X,0.031241605058312416
2023-11-17,TWD,TWDUSD=X,0.03140999376773834
2023-11-20,TWD,TWDUSD=X,0.03151124715805054
2023-11-21,TWD,TWDUSD=X,0.03177831321954727
2023-11-22,TWD,TWDUSD=X,0.03187352418899536
2023-11-23,TWD,TWDUSD=X,0.031727902591228485
2023-11-24,TWD,TWDUSD=X,0.031631555408239365
2023-11-27,TWD,TWDUSD=X,0.03160955756902695
2023-11-28,TWD,TWDUSD=X,0.031720858067274094
2023-11-29,TWD,TWDUSD=X,0.031977489590644836
2023-11-30,TWD,TWDUSD=X,0.03218642249703407
2023-12-01,TWD,TWDUSD=X,0.03187352418899536
2023-12-04,TWD,TWDUSD=X,0.0320625863969326
2023-12-05,TWD,TWDUSD=X,0.03182321786880493
2023-12-06,TWD,TWDUSD=X,0.031729914247989655
2023-12-07,TWD,TWDUSD=X,0.03175701946020126
2023-12-08,TWD,TWDUSD=X,0.031819771975278854
2023-12-11,TWD,TWDUSD=X,0.031837500631809235
2023-12-12,TWD,TWDUSD=X,0.03192032873630524
2023-12-13,TWD,TWDUSD=X,0.0317731648683548
2023-12-14,TWD,TWDUSD=X,0.032095517963171005
2023-12-15,TWD,TWDUSD=X,0.03206741809844971
2023-12-18,TWD,TWDUSD=X,0.03190016746520996
2023-12-19,TWD,TWDUSD=X,0.03187251091003418
2023-12-20,TWD,TWDUSD=X,0.031979531049728394
2023-12-21,TWD,TWDUSD=X,0.03193867951631546
2023-12-22,TWD,TWDUSD=X,0.0320584736764431
2023-12-25,TWD,TWDUSD=X,0.032175030559301376
2023-12-26,TWD,TWDUSD=X,0.03213398531079292
2023-12-27,TWD,TWDUSD=X,0.03231748566031456
2023-12-28,TWD,TWDUSD=X,0.03241943195462227
2023-12-29,TWD,TWDUSD=X,0.03257541358470917
2024-01-01,TWD,TWDUSD=X,0.0325922928750515
2024-01-02,TWD,TWDUSD=X,0.032606638967990875
2024-01-03,TWD,TWDUSD=X,0.032384470105171204
2024-01-04,TWD,TWDUSD=X,0.03221452236175537
2024-01-05,TWD,TWDUSD=X,0.032201968133449554
2024-01-08,TWD,TWDUSD=X,0.03230809047818184
2024-01-09,TWD,TWDUSD=X,0.03255102410912514
2024-01-10,TWD,TWDUSD=X,0.03219461068511009
2024-01-11,TWD,TWDUSD=X,0.03213594853878021
2024-01-12,TWD,TWDUSD=X,0.032368745654821396
2024-01-15,TWD,TWDUSD=X,0.032179586589336395
2024-01-16,TWD,TWDUSD=X,0.03205642104148865
2024-01-17,TWD,TWDUSD=X,0.0317884162068367
2024-01-18,TWD,TWDUSD=X,0.03170325979590416
2024-01-19,TWD,TWDUSD=X,0.03166500851511955
2024-01-22,TWD,TWDUSD=X,0.03186357393860817
2024-01-23,TWD,TWDUSD=X,0.031879622489213943
2024-01-24,TWD,TWDUSD=X,0.031852204352617264
2024-01-25,TWD,TWDUSD=X,0.031957048922777176
2024-01-26,TWD,TWDUSD=X,0.03193357586860657
2024-01-29,TWD,TWDUSD=X,0.0319763645529747
2024-01-30,TWD,TWDUSD=X,0.032066699117422104
2024-01-31,TWD,TWDUSD=X,0.0320933535695076
2024-02-01,TWD,TWDUSD=X,0.03200512006878853
2024-02-02,TWD,TWDUSD=X,0.032016392797231674
2024-02-05,TWD,TWDUSD=X,0.03192256763577461
2024-02-06,TWD,TWDUSD=X,0.03190780058503151
2024-02-07,TWD,TWDUSD=X,0.03204922750592232
2024-02-08,TWD,TWDUSD=X,0.03188084065914154
2024-02-09,TWD,TWDUSD=X,0.03194551169872284
2024-02-12,TWD,TWDUSD=X,0.03187982738018036
2024-02-13,TWD,TWDUSD=X,0.03196072578430176
2024-02-14,TWD,TWDUSD=X,0.031777605414390564
2024-02-15,TWD,TWDUSD=X,0.03190291300415993
2024-02-16,TWD,TWDUSD=X,0.03198700025677681
2024-02-19,TWD,TWDUSD=X,0.031915027648210526
2024-02-20,TWD,TWDUSD=X,0.03184500336647034
2024-02-21,TWD,TWDUSD=X,0.031869664788246155
2024-02-22,TWD,TWDUSD=X,0.03182047978043556
2024-02-23,TWD,TWDUSD=X,0.03179245814681053
2024-02-26,TWD,TWDUSD=X,0.031643565744161606
2024-02-27,TWD,TWDUSD=X,0.03169702738523483
2024-02-28,TWD,TWDUSD=X,0.03166962042450905
2024-02-29,TWD,TWDUSD=X,0.031597673892974854
2024-03-01,TWD,TWDUSD=X,0.03163065388798714
2024-03-04,TWD,TWDUSD=X,0.03168638050556183
2024-03-05,TWD,TWDUSD=X,0.03173666074872017
2024-03-06,TWD,TWDUSD=X,0.03170526772737503
2024-03-07,TWD,TWDUSD=X,0.0317823551595211
2024-03-08,TWD,TWDUSD=X,0.031811878085136414
2024-03-11,TWD,TWDUSD=X,0.03179347142577171
2024-03-12,TWD,TWDUSD=X,0.03188551962375641
2024-03-13,TWD,TWDUSD=X,0.031848352402448654
2024-03-14,TWD,TWDUSD=X,0.03184043988585472
2024-03-15,TWD,TWDUSD=X,0.03171985223889351
2024-03-18,TWD,TWDUSD=X,0.03164186328649521
2024-03-19,TWD,TWDUSD=X,0.03160456195473671
2024-03-20,TWD,TWDUSD=X,0.031515516340732574
2024-03-21,TWD,TWDUSD=X,0.0314839668571949
2024-03-22,TWD,TWDUSD=X,0.03136467933654785
2024-03-25,TWD,TWDUSD=X,0.03131360560655594
2024-03-26,TWD,TWDUSD=X,0.03151194378733635
2024-03-27,TWD,TWDUSD=X,0.03136241436004639
2024-03-28,TWD,TWDUSD=X,0.03127012774348259
2024-03-29,TWD,TWDUSD=X,0.031232332810759544
2024-03-31,TWD,TWDUSD=X,0.031314585357904434
2024-04-01,TWD,TWDUSD=X,0.031235359609127045
2024-04-02,TWD,TWDUSD=X,0.031211959198117256
2024-04-03,TWD,TWDUSD=X,0.03128059580922127
2024-04-04,TWD,TWDUSD=X,0.031203195452690125
2024-04-07,TWD,TWDUSD=X,0.03114178404211998
2024-04-08,TWD,TWDUSD=X,0.031179068610072136
2024-04-09,TWD,TWDUSD=X,0.03128304332494736
2024-04-10,TWD,TWDUSD=X,0.031072307378053665
2024-04-11,TWD,TWDUSD=X,0.031032290309667587
2024-04-14,TWD,TWDUSD=X,0.031003905460238457
2024-04-15,TWD,TWDUSD=X,0.030874868854880333
2024-04-16,TWD,TWDUSD=X,0.030771220102906227
2024-04-17,TWD,TWDUSD=X,0.030923370271921158
2024-04-18,TWD,TWDUSD=X,0.03084905818104744
2024-04-21,TWD,TWDUSD=X,0.030765442177653313
2024-04-22,TWD,TWDUSD=X,0.03069085069000721
2024-04-23,TWD,TWDUSD=X,0.030765915289521217
2024-04-24,TWD,TWDUSD=X,0.030649179592728615
2024-04-25,TWD,TWDUSD=X,0.030739910900592804
2024-04-28,TWD,TWDUSD=X,0.030713476240634918
2024-04-29,TWD,TWDUSD=X,0.030831845477223396
2024-04-30,TWD,TWDUSD=X,0.030661867931485176
2024-05-01,TWD,TWDUSD=X,0.03079196810722351
2024-05-02,TWD,TWDUSD=X,0.030915722250938416
2024-05-05,TWD,TWDUSD=X,0.03098190762102604
2024-05-06,TWD,TWDUSD=X,0.030995257198810577
2024-05-07,TWD,TWDUSD=X,0.030898720026016235
2024-05-08,TWD,TWDUSD=X,0.030928153544664383
2024-05-09,TWD,TWDUSD=X,0.030922608450055122
2024-05-12,TWD,TWDUSD=X,0.03084135241806507
2024-05-13,TWD,TWDUSD=X,0.03089137189090252
2024-05-14,TWD,TWDUSD=X,0.030946625396609306
2024-05-15,TWD,TWDUSD=X,0.031219463795423508
2024-05-16,TWD,TWDUSD=X,0.031129568815231323
2024-05-19,TWD,TWDUSD=X,0.03109065815806389
2024-05-20,TWD,TWDUSD=X,0.0310503076761961
2024-05-21,TWD,TWDUSD=X,0.03102237544953823
2024-05-22,TWD,TWDUSD=X,0.03103286772966385
2024-05-23,TWD,TWDUSD=X,0.031035853549838066
2024-05-26,TWD,TWDUSD=X,0.031066514551639557
2024-05-27,TWD,TWDUSD=X,0.031181789934635162
2024-05-28,TWD,TWDUSD=X,0.0310811884701252
2024-05-29,TWD,TWDUSD=X,0.030886124819517136
2024-05-30,TWD,TWDUSD=X,0.030905786901712418
2024-06-02,TWD,TWDUSD=X,0.030802402645349503
2024-06-03,TWD,TWDUSD=X,0.030946051701903343
2024-06-04,TWD,TWDUSD=X,0.030932171270251274
2024-06-05,TWD,TWDUSD=X,0.031005829572677612
2024-06-06,TWD,TWDUSD=X,0.031047318130731583
2024-06-09,TWD,TWDUSD=X,0.030859436839818954
2024-06-10,TWD,TWDUSD=X,0.030927198007702827
2024-06-11,TWD,TWDUSD=X,0.030944615602493286
2024-06-12,TWD,TWDUSD=X,0.031054936349391937
2024-06-13,TWD,TWDUSD=X,0.03096071071922779
2024-06-16,TWD,TWDUSD=X,0.0309128575026989
2024-06-17,TWD,TWDUSD=X,0.03095879592001438
2024-06-18,TWD,TWDUSD=X,0.030914289876818657
2024-06-19,TWD,TWDUSD=X,0.030882500112056732
2024-06-20,TWD,TWDUSD=X,0.03092050366103649
2024-06-23,TWD,TWDUSD=X,0.03089948557317257
2024-06-24,TWD,TWDUSD=X,0.03093915991485119
2024-06-25,TWD,TWDUSD=X,0.03079434111714363
2024-06-26,TWD,TWDUSD=X,0.030691511929035187
2024-06-27,TWD,TWDUSD=X,0.030748417600989342
2024-06-30,TWD,TWDUSD=X,0.030765442177653313
2024-07-01,TWD,TWDUSD=X,0.030748698860406876
2024-07-02,TWD,TWDUSD=X,0.03070046193897724
2024-07-03,TWD,TWDUSD=X,0.030654631555080414
2024-07-04,TWD,TWDUSD=X,0.030762983486056328
2024-07-07,TWD,TWDUSD=X,0.030870866030454636
2024-07-08,TWD,TWDUSD=X,0.030796710401773453
2024-07-09,TWD,TWDUSD=X,0.03076213225722313
2024-07-10,TWD,TWDUSD=X,0.030687179416418076
2024-07-11,TWD,TWDUSD=X,0.030876778066158295
2024-07-14,TWD,TWDUSD=X,0.030723853036761284
2024-07-15,TWD,TWDUSD=X,0.03069932945072651
2024-07-16,TWD,TWDUSD=X,0.030709417536854744
2024-07-17,TWD,TWDUSD=X,0.03077794425189495
2024-07-18,TWD,TWDUSD=X,0.03063819371163845
2024-07-21,TWD,TWDUSD=X,0.030505476519465446
2024-07-22,TWD,TWDUSD=X,0.030479907989501953
2024-07-23,TWD,TWDUSD=X,0.030533138662576675
2024-07-24,TWD,TWDUSD=X,0.03056720271706581
2024-07-25,TWD,TWDUSD=X,0.0306344386190176
2024-07-28,TWD,TWDUSD=X,0.030489664524793625
2024-07-29,TWD,TWDUSD=X,0.030442047864198685
2024-07-30,TWD,TWDUSD=X,0.030523631721735
2024-07-31,TWD,TWDUSD=X,0.030700933188199997
2024-08-01,TWD,TWDUSD=X,0.030565617606043816
2024-08-04,TWD,TWDUSD=X,0.030685292556881905
2024-08-05,TWD,TWDUSD=X,0.030600691214203835
2024-08-06,TWD,TWDUSD=X,0.030508268624544144
2024-08-07,TWD,TWDUSD=X,0.030627869069576263
2024-08-08,TWD,TWDUSD=X,0.0308544859290123
2024-08-11,TWD,TWDUSD=X,0.03083089180290699
2024-08-12,TWD,TWDUSD=X,0.0310183335095644
2024-08-13,TWD,TWDUSD=X,0.030954960733652115
2024-08-14,TWD,TWDUSD=X,0.031254883855581284
2024-08-15,TWD,TWDUSD=X,0.030823763459920883
2024-08-18,TWD,TWDUSD=X,0.031118232756853104
2024-08-19,TWD,TWDUSD=X,0.03133764863014221
2024-08-20,TWD,TWDUSD=X,0.031352877616882324
2024-08-21,TWD,TWDUSD=X,0.03155071660876274
2024-08-22,TWD,TWDUSD=X,0.031215857714414597
2024-08-25,TWD,TWDUSD=X,0.03149159997701645
2024-08-26,TWD,TWDUSD=X,0.03143764287233353
2024-08-27,TWD,TWDUSD=X,0.03155071660876274
2024-08-28,TWD,TWDUSD=X,0.03126661106944084
2024-08-29,TWD,TWDUSD=X,0.03138928860425949
2024-09-01,TWD,TWDUSD=X,0.03125390782952309
2024-09-02,TWD,TWDUSD=X,0.03131752833724022
2024-09-03,TWD,TWDUSD=X,0.031268563121557236
2024-09-04,TWD,TWDUSD=X,0.03129400685429573
2024-09-05,TWD,TWDUSD=X,0.03124316595494747
2024-09-08,TWD,TWDUSD=X,0.031224725767970085
2024-09-09,TWD,TWDUSD=X,0.0311448834836483
2024-09-10,TWD,TWDUSD=X,0.031096460297703743
2024-09-11,TWD,TWDUSD=X,0.031145857647061348
2024-09-12,TWD,TWDUSD=X,0.03132537752389908
2024-09-15,TWD,TWDUSD=X,0.03131066635251045
2024-09-16,TWD,TWDUSD=X,0.031384363770484924
2024-09-17,TWD,TWDUSD=X,0.03130919486284256
2024-09-18,TWD,TWDUSD=X,0.03146732226014137
2024-09-19,TWD,TWDUSD=X,0.031478218734264374
2024-09-22,TWD,TWDUSD=X,0.031260743737220764
2024-09-23,TWD,TWDUSD=X,0.03131556510925293
2024-09-24,TWD,TWDUSD=X,0.031545739620923996
2024-09-25,TWD,TWDUSD=X,0.031384363770484924
2024-09-26,TWD,TWDUSD=X,0.031786397099494934
2024-09-29,TWD,TWDUSD=X,0.03167062625288963
2024-09-30,TWD,TWDUSD=X,0.0316656120121479
2024-10-01,TWD,TWDUSD=X,0.03148416429758072
2024-10-02,TWD,TWDUSD=X,0.03143467754125595
2024-10-03,TWD,TWDUSD=X,0.031232429668307304
2024-10-06,TWD,TWDUSD=X,0.030921459197998047
2024-10-07,TWD,TWDUSD=X,0.031131505966186523
2024-10-08,TWD,TWDUSD=X,0.03108486346900463
2024-10-09,TWD,TWDUSD=X,0.03102939948439598
2024-10-10,TWD,TWDUSD=X,0.031060241162776947
2024-10-13,TWD,TWDUSD=X,0.031123559921979904
2024-10-14,TWD,TWDUSD=X,0.031102264299988747
2024-10-15,TWD,TWDUSD=X,0.03108389489352703
2024-10-16,TWD,TWDUSD=X,0.031118718907237053
2024-10-17,TWD,TWDUSD=X,0.03118373453617096
2024-10-20,TWD,TWDUSD=X,0.031209038570523262
2024-10-21,TWD,TWDUSD=X,0.03120027668774128
2024-10-22,TWD,TWDUSD=X,0.031236333772540092
2024-10-23,TWD,TWDUSD=X,0.031246092170476913
2024-10-24,TWD,TWDUSD=X,0.031265828758478165
2024-10-28,TWD,TWDUSD=X,0.031187819316983223
2024-10-29,TWD,TWDUSD=X,0.031236527487635612
2024-10-30,TWD,TWDUSD=X,0.03124707192182541
2024-10-31,TWD,TWDUSD=X,0.03138190135359764
2024-11-01,TWD,TWDUSD=X,0.03138456121087074
2024-11-04,TWD,TWDUSD=X,0.0313255712389946
2024-11-05,TWD,TWDUSD=X,0.03133617341518402
2024-11-06,TWD,TWDUSD=X,0.03142450377345085
2024-11-07,TWD,TWDUSD=X,0.030926624312996864
2024-11-08,TWD,TWDUSD=X,0.031216831877827644
2024-11-11,TWD,TWDUSD=X,0.03102217987179756
2024-11-12,TWD,TWDUSD=X,0.03088822029531002
2024-11-13,TWD,TWDUSD=X,0.030850106850266457
2024-11-14,TWD,TWDUSD=X,0.030856577679514885
2024-11-15,TWD,TWDUSD=X,0.030734051018953323
2024-11-18,TWD,TWDUSD=X,0.03080543875694275
2024-11-19,TWD,TWDUSD=X,0.030823955312371254
2024-11-20,TWD,TWDUSD=X,0.03093532845377922
2024-11-21,TWD,TWDUSD=X,0.0307962354272604
2024-11-22,TWD,TWDUSD=X,0.03076421469449997
2024-11-25,TWD,TWDUSD=X,0.030704515054821968
2024-11-26,TWD,TWDUSD=X,0.03092910908162594
2024-11-27,TWD,TWDUSD=X,0.030859436839818954
2024-11-28,TWD,TWDUSD=X,0.030850106850266457
2024-11-29,TWD,TWDUSD=X,0.03077462688088417
2024-12-02,TWD,TWDUSD=X,0.03082709200680256
2024-12-03,TWD,TWDUSD=X,0.030682846903800964
2024-12-04,TWD,TWDUSD=X,0.03080335073173046
2024-12-05,TWD,TWDUSD=X,0.03094729781150818
2024-12-06,TWD,TWDUSD=X,0.030937913805246353
2024-12-09,TWD,TWDUSD=X,0.030875632539391518
2024-12-10,TWD,TWDUSD=X,0.030892038717865944
2024-12-11,TWD,TWDUSD=X,0.030746715143322945
2024-12-12,TWD,TWDUSD=X,0.030782679095864296
2024-12-13,TWD,TWDUSD=X,0.030801454558968544
2024-12-16,TWD,TWDUSD=X,0.030770841985940933
2024-12-17,TWD,TWDUSD=X,0.030848011374473572
2024-12-18,TWD,TWDUSD=X,0.030835837125778198
2024-12-19,TWD,TWDUSD=X,0.03060162626206875
2024-12-20,TWD,TWDUSD=X,0.030646642670035362
2024-12-23,TWD,TWDUSD=X,0.03065979853272438
2024-12-24,TWD,TWDUSD=X,0.030667319893836975
2024-12-25,TWD,TWDUSD=X,0.030661679804325104
2024-12-26,TWD,TWDUSD=X,0.030573653057217598
2024-12-27,TWD,TWDUSD=X,0.030560946092009544
2024-12-30,TWD,TWDUSD=X,0.030479907989501953
2024-12-31,TWD,TWDUSD=X,0.030525032430887222
2025-01-01,TWD,TWDUSD=X,
2025-01-02,TWD,TWDUSD=X,0.030486876145005226
2025-01-03,TWD,TWDUSD=X,0.030423061922192574
2025-01-06,TWD,TWDUSD=X,0.030383776873350143
2025-01-07,TWD,TWDUSD=X,0.030547594651579857
2025-01-08,TWD,TWDUSD=X,0.03055814653635025
2025-01-09,TWD,TWDUSD=X,0.03037639521062374
2025-01-10,TWD,TWDUSD=X,0.03045901656150818
2025-01-13,TWD,TWDUSD=X,0.030214859172701836
2025-01-14,TWD,TWDUSD=X,0.03025306575000286
2025-01-15,TWD,TWDUSD=X,0.03034680336713791
2025-01-16,TWD,TWDUSD=X,0.030491521582007408
2025-01-17,TWD,TWDUSD=X,0.030447889119386673
2025-01-20,TWD,TWDUSD=X,0.030385900288820267
2025-01-21,TWD,TWDUSD=X,0.030944421887397766
2025-01-22,TWD,TWDUSD=X,0.030689910054206848
2025-01-23,TWD,TWDUSD=X,0.030692733824253082
2025-01-24,TWD,TWDUSD=X,0.030636878684163094
2025-01-27,TWD,TWDUSD=X,0.030549930408596992
2025-01-28,TWD,TWDUSD=X,0.030389318242669106
2025-01-29,TWD,TWDUSD=X,0.030427413061261177
2025-01-30,TWD,TWDUSD=X,0.030568886548280716
2025-01-31,TWD,TWDUSD=X,0.03035961091518402
2025-02-03,TWD,TWDUSD=X,0.03046180121600628
2025-02-04,TWD,TWDUSD=X,0.0303149726241827
2025-02-05,TWD,TWDUSD=X,0.030402896925807
2025-02-06,TWD,TWDUSD=X,0.030467554926872253
2025-02-07,TWD,TWDUSD=X,0.030491521582007408
2025-02-10,TWD,TWDUSD=X,0.03046189434826374
2025-02-11,TWD,TWDUSD=X,0.03042713738977909
2025-02-12,TWD,TWDUSD=X,0.030484739691019058
