model,term,coef,std_err,p_value,nobs,r2,formula
M6_longer_window_car3,Intercept,-0.0017888751704039415,0.012455958732961566,0.8870027604118323,2073,0.01941769958582984,car_3 ~ is_open_weight_or_open_source + is_chinese_model + is_model_family + is_reasoning_model + is_coding_model + is_media_generation_model + size_log_assets + bm_ratio + volatility + momentum + trend_month_since_2022_11
M6_longer_window_car3,is_open_weight_or_open_source,-0.014060660522145597,0.006733748776534771,0.047576103265796525,2073,0.01941769958582984,car_3 ~ is_open_weight_or_open_source + is_chinese_model + is_model_family + is_reasoning_model + is_coding_model + is_media_generation_model + size_log_assets + bm_ratio + volatility + momentum + trend_month_since_2022_11
M6_longer_window_car3,is_chinese_model,0.002681830866422295,0.0041445671444063446,0.5237270056271718,2073,0.01941769958582984,car_3 ~ is_open_weight_or_open_source + is_chinese_model + is_model_family + is_reasoning_model + is_coding_model + is_media_generation_model + size_log_assets + bm_ratio + volatility + momentum + trend_month_since_2022_11
M6_longer_window_car3,is_model_family,-0.005953588473358895,0.0035459118826328575,0.10612647682597035,2073,0.01941769958582984,car_3 ~ is_open_weight_or_open_source + is_chinese_model + is_model_family + is_reasoning_model + is_coding_model + is_media_generation_model + size_log_assets + bm_ratio + volatility + momentum + trend_month_since_2022_11
M6_longer_window_car3,is_reasoning_model,-0.0004761787726444023,0.00537238037249254,0.9301077874114981,2073,0.01941769958582984,car_3 ~ is_open_weight_or_open_source + is_chinese_model + is_model_family + is_reasoning_model + is_coding_model + is_media_generation_model + size_log_assets + bm_ratio + volatility + momentum + trend_month_since_2022_11
M6_longer_window_car3,is_coding_model,0.005468175514186257,0.005039773968831306,0.28869891348862736,2073,0.01941769958582984,car_3 ~ is_open_weight_or_open_source + is_chinese_model + is_model_family + is_reasoning_model + is_coding_model + is_media_generation_model + size_log_assets + bm_ratio + volatility + momentum + trend_month_since_2022_11
M6_longer_window_car3,is_media_generation_model,-0.00037551783574070637,0.004981306918112116,0.9405329426215046,2073,0.01941769958582984,car_3 ~ is_open_weight_or_open_source + is_chinese_model + is_model_family + is_reasoning_model + is_coding_model + is_media_generation_model + size_log_assets + bm_ratio + volatility + momentum + trend_month_since_2022_11
M6_longer_window_car3,size_log_assets,0.0004247266941830865,0.0011909340122142835,0.7244827568331835,2073,0.01941769958582984,car_3 ~ is_open_weight_or_open_source + is_chinese_model + is_model_family + is_reasoning_model + is_coding_model + is_media_generation_model + size_log_assets + bm_ratio + volatility + momentum + trend_month_since_2022_11
M6_longer_window_car3,bm_ratio,-0.0015903791377231678,0.0014920962757879362,0.29708867613634093,2073,0.01941769958582984,car_3 ~ is_open_weight_or_open_source + is_chinese_model + is_model_family + is_reasoning_model + is_coding_model + is_media_generation_model + size_log_assets + bm_ratio + volatility + momentum + trend_month_since_2022_11
M6_longer_window_car3,volatility,0.00899096021489341,0.015354022698876237,0.5636262718699018,2073,0.01941769958582984,car_3 ~ is_open_weight_or_open_source + is_chinese_model + is_model_family + is_reasoning_model + is_coding_model + is_media_generation_model + size_log_assets + bm_ratio + volatility + momentum + trend_month_since_2022_11
M6_longer_window_car3,momentum,-0.004511745132753667,0.002678316349843087,0.10503879636747246,2073,0.01941769958582984,car_3 ~ is_open_weight_or_open_source + is_chinese_model + is_model_family + is_reasoning_model + is_coding_model + is_media_generation_model + size_log_assets + bm_ratio + volatility + momentum + trend_month_since_2022_11
M6_longer_window_car3,trend_month_since_2022_11,7.67721624682954e-05,0.0003450091516100663,0.825790314382869,2073,0.01941769958582984,car_3 ~ is_open_weight_or_open_source + is_chinese_model + is_model_family + is_reasoning_model + is_coding_model + is_media_generation_model + size_log_assets + bm_ratio + volatility + momentum + trend_month_since_2022_11
M7_longer_window_car5,Intercept,-0.00036702342812938195,0.015576073820348915,0.9813957830164399,2074,0.01824350224701321,car_5 ~ is_open_weight_or_open_source + is_chinese_model + is_model_family + is_reasoning_model + is_coding_model + is_media_generation_model + size_log_assets + bm_ratio + volatility + momentum + trend_month_since_2022_11
M7_longer_window_car5,is_open_weight_or_open_source,-0.015370656716945215,0.007828839077068876,0.06129526922034446,2074,0.01824350224701321,car_5 ~ is_open_weight_or_open_source + is_chinese_model + is_model_family + is_reasoning_model + is_coding_model + is_media_generation_model + size_log_assets + bm_ratio + volatility + momentum + trend_month_since_2022_11
M7_longer_window_car5,is_chinese_model,0.0002849376828959269,0.005361955718575611,0.9580597261316735,2074,0.01824350224701321,car_5 ~ is_open_weight_or_open_source + is_chinese_model + is_model_family + is_reasoning_model + is_coding_model + is_media_generation_model + size_log_assets + bm_ratio + volatility + momentum + trend_month_since_2022_11
M7_longer_window_car5,is_model_family,-0.007763644998247646,0.004620540597805136,0.10588135374220665,2074,0.01824350224701321,car_5 ~ is_open_weight_or_open_source + is_chinese_model + is_model_family + is_reasoning_model + is_coding_model + is_media_generation_model + size_log_assets + bm_ratio + volatility + momentum + trend_month_since_2022_11
M7_longer_window_car5,is_reasoning_model,0.0019526052824239421,0.006608819553189203,0.7701877958079666,2074,0.01824350224701321,car_5 ~ is_open_weight_or_open_source + is_chinese_model + is_model_family + is_reasoning_model + is_coding_model + is_media_generation_model + size_log_assets + bm_ratio + volatility + momentum + trend_month_since_2022_11
M7_longer_window_car5,is_coding_model,0.006110355054942689,0.006660587207070248,0.36806595570249667,2074,0.01824350224701321,car_5 ~ is_open_weight_or_open_source + is_chinese_model + is_model_family + is_reasoning_model + is_coding_model + is_media_generation_model + size_log_assets + bm_ratio + volatility + momentum + trend_month_since_2022_11
M7_longer_window_car5,is_media_generation_model,0.005337272082331001,0.0063934988920147035,0.4120652361392943,2074,0.01824350224701321,car_5 ~ is_open_weight_or_open_source + is_chinese_model + is_model_family + is_reasoning_model + is_coding_model + is_media_generation_model + size_log_assets + bm_ratio + volatility + momentum + trend_month_since_2022_11
M7_longer_window_car5,size_log_assets,0.0010371387399512114,0.001503386017801788,0.4968940259448405,2074,0.01824350224701321,car_5 ~ is_open_weight_or_open_source + is_chinese_model + is_model_family + is_reasoning_model + is_coding_model + is_media_generation_model + size_log_assets + bm_ratio + volatility + momentum + trend_month_since_2022_11
M7_longer_window_car5,bm_ratio,-0.001195039099841324,0.0013812510976350335,0.3955028574364327,2074,0.01824350224701321,car_5 ~ is_open_weight_or_open_source + is_chinese_model + is_model_family + is_reasoning_model + is_coding_model + is_media_generation_model + size_log_assets + bm_ratio + volatility + momentum + trend_month_since_2022_11
M7_longer_window_car5,volatility,0.015583528141225057,0.02511063646126695,0.5407154481851368,2074,0.01824350224701321,car_5 ~ is_open_weight_or_open_source + is_chinese_model + is_model_family + is_reasoning_model + is_coding_model + is_media_generation_model + size_log_assets + bm_ratio + volatility + momentum + trend_month_since_2022_11
M7_longer_window_car5,momentum,-0.005862833078348909,0.0037677132541878407,0.13278059556195315,2074,0.01824350224701321,car_5 ~ is_open_weight_or_open_source + is_chinese_model + is_model_family + is_reasoning_model + is_coding_model + is_media_generation_model + size_log_assets + bm_ratio + volatility + momentum + trend_month_since_2022_11
M7_longer_window_car5,trend_month_since_2022_11,-0.0003076362704315985,0.00043461943230418786,0.48586921166192815,2074,0.01824350224701321,car_5 ~ is_open_weight_or_open_source + is_chinese_model + is_model_family + is_reasoning_model + is_coding_model + is_media_generation_model + size_log_assets + bm_ratio + volatility + momentum + trend_month_since_2022_11
