event_id,official_date,event_trading_date,ticker,company,is_main_ndxt,is_sox_robustness,price_first_date,price_last_date,has_required_boundary_dates,missing_required_boundary_dates,can_estimate_full_200_day_window,can_compute_event_window_20,car_ready_max_window
AIT-2022-10-001,2022-10-20,2022-10-20,AMAT,Applied Materials,True,True,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,APP,AppLovin,True,False,2021-04-15,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,ARM,Arm Holdings,True,False,2023-09-14,2026-04-30,False,2022-01-03;2022-01-04;2022-10-06;2022-10-06;2022-10-18;2022-10-20;2022-11-17,False,False,False
AIT-2022-10-001,2022-10-20,2022-10-20,ASML,ASML Holding,True,True,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,ADSK,Autodesk,True,False,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,AVGO,Broadcom,True,True,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,CDNS,Cadence Design Systems,True,False,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,CTSH,Cognizant Technology Solutions Corporation,True,False,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,CRWD,CrowdStrike,True,False,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,DDOG,Datadog,True,False,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,DASH,DoorDash,True,False,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,FTNT,Fortinet,True,False,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,INTC,Intel,True,True,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,INTU,Intuit,True,False,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,KLAC,KLA Corporation,True,True,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,LRCX,Lam Research,True,True,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,MRVL,Marvell Technology,True,True,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,META,Meta Platforms,True,False,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,MCHP,Microchip Technology,True,True,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,MU,Micron Technology,True,True,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,MSFT,Microsoft,True,False,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,MPWR,Monolithic Power Systems,True,True,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,NVDA,Nvidia,True,True,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,NXPI,NXP Semiconductors,True,True,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,PLTR,Palantir Technologies,True,False,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,PANW,Palo Alto Networks,True,False,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,PDD,PDD Holdings,True,False,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,QCOM,Qualcomm,True,True,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,ROP,Roper Technologies,True,False,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,SNDK,Sandisk,True,False,2025-02-13,2026-04-30,False,2022-01-03;2022-01-04;2022-10-06;2022-10-06;2022-10-18;2022-10-20;2022-11-17,False,False,False
AIT-2022-10-001,2022-10-20,2022-10-20,STX,Seagate Technology,True,False,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,SHOP,Shopify,True,False,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,MSTR,MicroStrategy,True,False,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,SNPS,Synopsys,True,False,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,TXN,Texas Instruments,True,True,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,TRI,Thomson Reuters,True,False,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,WDC,Western Digital,True,False,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,WDAY,"Workday, Inc.",True,False,2021-01-04,2026-04-30,True,,True,True,True
AIT-2022-10-001,2022-10-20,2022-10-20,ZS,"Zscaler, Inc.",True,False,2021-01-04,2026-04-30,True,,True,True,True
