entity_id,event_id,year,month,month_num,event_order,entity_order,entity_name,entity_type,entity_classification_reason,inferred_creator,inferred_modality,event_text,is_special,is_comparison_reference,source,match_level,match_score,aa_record_key,aa_name,aa_slug,aa_creator,aa_modality,aa_release_date,aa_url,top_candidates_json,needs_review,auto_unmatch_reason
AIT-2024-05-004-E01,AIT-2024-05-004,2024,May,5,48,1,Chameleon,model,model-family or model-context clue,Meta,language,"Meta introduces Chameleon , a new multimodal model that seamlessly renders text and images.",False,False,AI Timeline _data/timeline.yml,unmatched,0.6526,,,,,,,,"[{""score"": 0.6526, ""name"": ""MusicGen"", ""creator"": ""Meta"", ""modality"": ""music-instrumental"", ""slug"": """"}, {""score"": 0.5894, ""name"": ""Llama 2 Chat 7B"", ""creator"": ""Meta"", ""modality"": ""language"", ""slug"": ""llama-2-chat-7b""}, {""score"": 0.5743, ""name"": ""Llama 2 Chat 70B"", ""creator"": ""Meta"", ""modality"": ""language"", ""slug"": ""llama-2-chat-70b""}, {""score"": 0.5743, ""name"": ""Llama 2 Chat 13B"", ""creator"": ""Meta"", ""modality"": ""language"", ""slug"": ""llama-2-chat-13b""}, {""score"": 0.5714, ""name"": ""LongCat Image"", ""creator"": ""Meituan"", ""modality"": ""text-to-image"", ""slug"": ""longcat_longcat-image""}]",False,score 0.6526 < 0.75 and no shared content root with top candidate 'MusicGen'
AIT-2024-06-006-E01,AIT-2024-06-006,2024,June,6,58,1,Florence 2,model,model-family or model-context clue,Microsoft,language,Microsoft releases in open source a series of image recognition models called Florence 2 .,False,False,AI Timeline _data/timeline.yml,unmatched,0.7429,,,,,,,,"[{""score"": 0.7429, ""name"": ""MAI-Voice-1"", ""creator"": ""Microsoft"", ""modality"": ""text-to-speech"", ""slug"": ""mai-voice-1""}, {""score"": 0.7267, ""name"": ""Azure HD 2.5"", ""creator"": ""Microsoft"", ""modality"": ""text-to-speech"", ""slug"": ""azure-hd-2-5""}, {""score"": 0.7267, ""name"": ""Azure Neural"", ""creator"": ""Microsoft"", ""modality"": ""text-to-speech"", ""slug"": ""azure-neural""}, {""score"": 0.7267, ""name"": ""VibeVoice 7B"", ""creator"": ""Microsoft"", ""modality"": ""text-to-speech"", ""slug"": ""vibe-voice-7b""}, {""score"": 0.7122, ""name"": ""MAI-Transcribe-1"", ""creator"": ""Microsoft"", ""modality"": ""speech-to-text"", ""slug"": """"}]",False,score 0.7429 < 0.75 and no shared content root with top candidate 'MAI-Voice-1'
AIT-2024-07-004-E01,AIT-2024-07-004,2024,July,7,63,1,AlphaProof,model,model-family or model-context clue,Google,language,"Google DeepMind has unveiled two new AI systems that won silver medals at this year's International Mathematical Olympiad (IMO), AlphaProof and AlphaGeometry 2 .",True,False,AI Timeline _data/timeline.yml,unmatched,0.6886,,,,,,,,"[{""score"": 0.6886, ""name"": ""Lyria 3 Pro"", ""creator"": ""Google"", ""modality"": ""music-instrumental"", ""slug"": """"}, {""score"": 0.6886, ""name"": ""Lyria 3 Pro"", ""creator"": ""Google"", ""modality"": ""music-with-vocals"", ""slug"": """"}, {""score"": 0.685, ""name"": ""Standard"", ""creator"": ""Google"", ""modality"": ""text-to-speech"", ""slug"": ""standard""}, {""score"": 0.66, ""name"": ""PALM-2"", ""creator"": ""Google"", ""modality"": ""language"", ""slug"": ""palm-2""}, {""score"": 0.6406, ""name"": ""Neural2"", ""creator"": ""Google"", ""modality"": ""text-to-speech"", ""slug"": ""neural2""}]",False,score 0.6886 < 0.75 and no shared content root with top candidate 'Lyria 3 Pro'
AIT-2024-07-004-E02,AIT-2024-07-004,2024,July,7,63,2,AlphaGeometry 2,model,model-family or model-context clue,Google,language,"Google DeepMind has unveiled two new AI systems that won silver medals at this year's International Mathematical Olympiad (IMO), AlphaProof and AlphaGeometry 2 .",True,False,AI Timeline _data/timeline.yml,unmatched,0.7457,,,,,,,,"[{""score"": 0.7457, ""name"": ""PALM-2"", ""creator"": ""Google"", ""modality"": ""language"", ""slug"": ""palm-2""}, {""score"": 0.7267, ""name"": ""Veo 2"", ""creator"": ""Google"", ""modality"": ""text-to-video"", ""slug"": ""veo-2""}, {""score"": 0.7267, ""name"": ""Veo 2"", ""creator"": ""Google"", ""modality"": ""image-to-video"", ""slug"": ""veo-2""}, {""score"": 0.7267, ""name"": ""Chirp 2, Google"", ""creator"": ""Google"", ""modality"": ""speech-to-text"", ""slug"": """"}, {""score"": 0.7267, ""name"": ""Lyria 2"", ""creator"": ""Google"", ""modality"": ""music-instrumental"", ""slug"": """"}]",False,score 0.7457 < 0.75 and no shared content root with top candidate 'PALM-2'
AIT-2024-10-006-E01,AIT-2024-10-006,2024,October,10,92,1,Meta Spirit LM,model,model-family or model-context clue,Meta,text-to-speech,Meta releases an opensource speechtospeech language model named Meta Spirit LM .,False,False,AI Timeline _data/timeline.yml,unmatched,0.685,,,,,,,,"[{""score"": 0.685, ""name"": ""Llama 4 Scout"", ""creator"": ""Meta"", ""modality"": ""language"", ""slug"": ""llama-4-scout""}, {""score"": 0.6117, ""name"": ""Muse Spark"", ""creator"": ""Meta"", ""modality"": ""language"", ""slug"": ""muse-spark""}, {""score"": 0.5785, ""name"": ""MusicGen"", ""creator"": ""Meta"", ""modality"": ""music-instrumental"", ""slug"": """"}, {""score"": 0.56, ""name"": ""Llama 65B"", ""creator"": ""Meta"", ""modality"": ""language"", ""slug"": ""llama-65b""}, {""score"": 0.5337, ""name"": ""Llama 3 Instruct 8B"", ""creator"": ""Meta"", ""modality"": ""language"", ""slug"": ""llama-3-instruct-8b""}]",False,score 0.6850 < 0.75 and no shared content root with top candidate 'Llama 4 Scout'
AIT-2024-12-007-E01,AIT-2024-12-007,2024,December,12,114,1,Aurora,model,model-family or model-context clue,xAI,language,"xAI integrated Aurora , a new model for generating high-quality and realistic images.",False,False,AI Timeline _data/timeline.yml,unmatched,0.6687,,,,,,,,"[{""score"": 0.6687, ""name"": ""Grok Beta"", ""creator"": ""xAI"", ""modality"": ""language"", ""slug"": ""grok-beta""}, {""score"": 0.66, ""name"": ""Grok-1"", ""creator"": ""xAI"", ""modality"": ""language"", ""slug"": ""grok-1""}, {""score"": 0.66, ""name"": ""Grok 4"", ""creator"": ""xAI"", ""modality"": ""language"", ""slug"": ""grok-4""}, {""score"": 0.66, ""name"": ""Grok 3"", ""creator"": ""xAI"", ""modality"": ""language"", ""slug"": ""grok-3""}, {""score"": 0.66, ""name"": ""Grok 2"", ""creator"": ""xAI"", ""modality"": ""text-to-image"", ""slug"": ""grok-2""}]",False,score 0.6687 < 0.75 and no shared content root with top candidate 'Grok Beta'
AIT-2024-12-012-E01,AIT-2024-12-012,2024,December,12,119,1,Apollo,model,model-family or model-context clue,Meta,text-to-video,"Meta introduced Apollo , a video generation model available in three different sizes.",False,False,AI Timeline _data/timeline.yml,unmatched,0.62,,,,,,,,"[{""score"": 0.62, ""name"": ""Llama 65B"", ""creator"": ""Meta"", ""modality"": ""language"", ""slug"": ""llama-65b""}, {""score"": 0.6117, ""name"": ""Llama 4 Scout"", ""creator"": ""Meta"", ""modality"": ""language"", ""slug"": ""llama-4-scout""}, {""score"": 0.5833, ""name"": ""Mistral Small (Sep '24)"", ""creator"": ""Mistral"", ""modality"": ""language"", ""slug"": ""mistral-small""}, {""score"": 0.5833, ""name"": ""Mistral Small (Feb '24)"", ""creator"": ""Mistral"", ""modality"": ""language"", ""slug"": ""mistral-small-2402""}, {""score"": 0.5761, ""name"": ""Llama 2 Chat 7B"", ""creator"": ""Meta"", ""modality"": ""language"", ""slug"": ""llama-2-chat-7b""}]",False,score 0.6200 < 0.75 and no shared content root with top candidate 'Llama 65B'
AIT-2025-08-003-E01,AIT-2025-08-003,2025,August 2025,8,178,1,Genie 3.0,model,model-family or model-context clue,Google,language,"Google DeepMind announced Genie 3.0 , a ""world model"" for creating interactive 3D environments from text, maintaining consistency for several minutes.",True,False,AI Timeline _data/timeline.yml,unmatched,0.7267,,,,,,,,"[{""score"": 0.7267, ""name"": ""Gemini 3 Pro Preview (high)"", ""creator"": ""Google"", ""modality"": ""language"", ""slug"": ""gemini-3-pro""}, {""score"": 0.6964, ""name"": ""Imagen 3 (v002)"", ""creator"": ""Google"", ""modality"": ""text-to-image"", ""slug"": ""imagen-3-v002""}, {""score"": 0.6687, ""name"": ""Gemini 1.0 Pro"", ""creator"": ""Google"", ""modality"": ""language"", ""slug"": ""gemini-1-0-pro""}, {""score"": 0.6687, ""name"": ""Gemini 3 Flash Preview (Non-reasoning)"", ""creator"": ""Google"", ""modality"": ""language"", ""slug"": ""gemini-3-flash""}, {""score"": 0.6687, ""name"": ""Gemini 3.1 Flash TTS"", ""creator"": ""Google"", ""modality"": ""text-to-speech"", ""slug"": ""gemini-3-1-tts""}]",False,score 0.7267 < 0.75 and no shared content root with top candidate 'Gemini 3 Pro Preview (high)'
AIT-2025-11-010-E01,AIT-2025-11-010,2025,November 2025,11,207,1,Fara-7B,model,model-family or model-context clue,Microsoft,language,"Microsoft open-sourced Fara-7B , a small model optimized for browser agents and computer control.",False,False,AI Timeline _data/timeline.yml,unmatched,0.7475,,,,,,,,"[{""score"": 0.7475, ""name"": ""Phi-4"", ""creator"": ""Microsoft"", ""modality"": ""language"", ""slug"": ""phi-4""}, {""score"": 0.7442, ""name"": ""MAI-Image-2"", ""creator"": ""Microsoft"", ""modality"": ""text-to-image"", ""slug"": ""smith""}, {""score"": 0.7442, ""name"": ""MAI Image 1"", ""creator"": ""Microsoft"", ""modality"": ""text-to-image"", ""slug"": ""microsoft_mai-image-1""}, {""score"": 0.7267, ""name"": ""Azure HD 2.5"", ""creator"": ""Microsoft"", ""modality"": ""text-to-speech"", ""slug"": ""azure-hd-2-5""}, {""score"": 0.7267, ""name"": ""Azure Neural"", ""creator"": ""Microsoft"", ""modality"": ""text-to-speech"", ""slug"": ""azure-neural""}]",False,score 0.7475 < 0.75 and no shared content root with top candidate 'Phi-4'
