"mode","x_var","y_var","controls","subsample","year_fe","n","n_events","estimate","std.error","p.value","conf.low","conf.high","sig_05","sig_10"
"relationship_x","owner","car_1","none","all",FALSE,5030,60,-0.00116792245636668,0.00655192158477111,0.859132215288251,-0.0142782872650904,0.0119424423523571,FALSE,FALSE
"relationship_x","owner","car_1","none","all",TRUE,5030,60,-0.00134265869499459,0.00654673288608922,0.838209020631742,-0.0144426409416376,0.0117573235516484,FALSE,FALSE
"relationship_x","owner","car_1","none","us_creator",FALSE,1847,22,-0.00427427541260275,0.00786157370508627,0.592379117776022,-0.0206233129310472,0.0120747621058417,FALSE,FALSE
"relationship_x","owner","car_1","none","us_creator",TRUE,1847,22,-0.00426792718472067,0.00786349475856431,0.593014882774342,-0.0206209597525745,0.0120851053831332,FALSE,FALSE
"relationship_x","owner","car_1","none","non_us_creator",FALSE,3183,38,0.00774100366344911,0.0125024255283461,0.539604787951817,-0.0175913167116685,0.0330733240385667,FALSE,FALSE
"relationship_x","owner","car_1","none","non_us_creator",TRUE,3183,38,0.0078185214267804,0.0125773298597605,0.53799287427382,-0.0176655695400974,0.0333026123936582,FALSE,FALSE
"relationship_x","owner","car_1","none","open_source",FALSE,1095,13,0.0115918496068077,0.0121349853833056,0.358303449099972,-0.0148480122341628,0.0380317114477782,FALSE,FALSE
"relationship_x","owner","car_1","none","open_source",TRUE,1095,13,0.0115532832170501,0.0120140877013944,0.35520583860665,-0.0146231652034953,0.0377297316375955,FALSE,FALSE
"relationship_x","owner","car_1","none","closed_source",FALSE,3935,47,-0.00587720667463798,0.00750743525464289,0.437726185862658,-0.0209888900578812,0.00923447670860526,FALSE,FALSE
"relationship_x","owner","car_1","none","closed_source",TRUE,3935,47,-0.00607610981103474,0.00748253421858789,0.420951706922257,-0.0211376700083943,0.00898545038632485,FALSE,FALSE
"relationship_x","owner","car_1","none","text_or_reason",FALSE,3935,47,-0.00115472477804094,0.00853709395337223,0.892996697106776,-0.0183390036243456,0.0160295540682637,FALSE,FALSE
"relationship_x","owner","car_1","none","text_or_reason",TRUE,3935,47,-0.00214445602090435,0.00855654220420868,0.803222588760627,-0.0193678821657244,0.0150789701239157,FALSE,FALSE
"relationship_x","owner","car_1","none","media_gen",FALSE,1095,13,-0.000941206788914444,0.00755511170186404,0.902919576721867,-0.0174023810945048,0.0155199675166759,FALSE,FALSE
"relationship_x","owner","car_1","none","media_gen",TRUE,1095,13,-0.00228973680928255,0.00778993981380087,0.773829604332749,-0.0192625576179274,0.0146830839993623,FALSE,FALSE
"relationship_x","owner","car_1","size","all",FALSE,4987,60,0.000482119204463053,0.00619623959471615,0.93824378033084,-0.0119165275860915,0.0128807659950176,FALSE,FALSE
"relationship_x","owner","car_1","size","all",TRUE,4987,60,0.00028873079749832,0.00614004837384472,0.962652761727771,-0.0119974776198034,0.0125749392148,FALSE,FALSE
"relationship_x","owner","car_1","size","us_creator",FALSE,1838,22,-0.00401900619057791,0.0075547037504523,0.600318346700607,-0.0197298727028347,0.0116918603216788,FALSE,FALSE
"relationship_x","owner","car_1","size","us_creator",TRUE,1838,22,-0.00367097809248187,0.00749196472380352,0.629221831188896,-0.0192513716563151,0.0119094154713513,FALSE,FALSE
"relationship_x","owner","car_1","size","non_us_creator",FALSE,3149,38,0.00851537877827736,0.0122502352600572,0.491323061392522,-0.0163059555759841,0.0333367131325388,FALSE,FALSE
"relationship_x","owner","car_1","size","non_us_creator",TRUE,3149,38,0.00850089813001616,0.0123341599736335,0.494987240602749,-0.0164904838463554,0.0334922801063877,FALSE,FALSE
"relationship_x","owner","car_1","size","open_source",FALSE,1086,13,0.0108743976349979,0.0111114599820407,0.347064113673559,-0.0133353939302065,0.0350841892002022,FALSE,FALSE
"relationship_x","owner","car_1","size","open_source",TRUE,1086,13,0.0108324105809129,0.0109228667218226,0.340911355052852,-0.0129664715693393,0.0346312927311651,FALSE,FALSE
"relationship_x","owner","car_1","size","closed_source",FALSE,3901,47,-0.00304491965016675,0.00730599696211995,0.678785213777278,-0.0177511287809367,0.0116612894806032,FALSE,FALSE
