"family","sample","outcome","benchmark","window","fe","control_variant","term","coef","se","p","n","n_events","n_tickers","n_treated","treated_events","treated_tickers","rhs","note","q_global","q_family","q_family_term","sig_p05","sig_q10_family","direction"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year","year_core","rel_upstream_hardware",0.0033810889660527,0.00346709250609141,0.331377892945916,12112,124,101,2688,124,23,"rel_upstream_hardware + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.609421250442316,0.528639295405856,0.396922458621495,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year","year_core","rel_upstream_cloud",0.00244835127315426,0.00361415469019985,0.499402854349719,12112,124,101,562,123,6,"rel_upstream_cloud + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.739394027301677,0.670771669139915,0.989904161947785,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year","year_core","rel_downstream_integrator",-0.00172286690316605,0.00315027731946176,0.585442568998687,12112,124,101,1971,124,16,"rel_downstream_integrator + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.795782052811267,0.732962098494862,0.681770305453471,FALSE,FALSE,"negative"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year","year_core","rel_downstream_deployer",-0.00245558464845117,0.00137495544701035,0.0765733215403828,12112,124,101,2949,124,24,"rel_downstream_deployer + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.297094719186978,0.245619437112827,0.155266595290791,FALSE,FALSE,"negative"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year","year_core","rel_competitor",0.00373467787453973,0.0030325235728938,0.22046990614895,12112,124,101,746,123,7,"rel_competitor + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.499673981044267,0.420747680318337,0.439075188179727,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year","year_core","rel_is_investor",0.000136678483422205,0.00581301723506653,0.981279581208812,12112,124,101,89,45,5,"rel_is_investor + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.991421069913748,0.988265085908313,0.994935992890979,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year","year_core","rel_is_owner",0.0102151001488905,0.010427134202836,0.329174401714981,12112,124,101,53,32,5,"rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.607062577796417,0.526052789423228,0.978468674672536,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year","year_core","upstream_any",0.00368421529025756,0.00308133033092992,0.234130314670647,12112,124,101,3250,124,29,"upstream_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.511562294132953,0.431437744504501,0.304545195508029,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year","year_core","downstream_any",-0.00276563979250902,0.00213604067864333,0.197831547013891,12112,124,101,4920,124,40,"downstream_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.471599740530174,0.396992309349264,0.286665671647462,FALSE,FALSE,"negative"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year","year_core","capital_link",0.00406939812936532,0.00554753413139659,0.464618426010736,12112,124,101,142,77,6,"capital_link + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.714280700139224,0.643262595476105,0.634600776990274,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year","year_core","related_any",-0.000298146193008156,0.00163317045590098,0.855446419590156,12112,124,101,8173,124,69,"related_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.938968849170009,0.924397980244558,0.984116812339239,FALSE,FALSE,"negative"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year","year_core","platform_bigtech",0.00238459631760254,0.00300643595015263,0.429209713625463,12112,124,101,896,124,10,"platform_bigtech + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.687168334893355,0.615331685616257,0.83895717014135,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year","year_core","strategic_any",0.00390550647484855,0.0029529235502517,0.188425711087464,12112,124,101,3557,124,32,"strategic_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.46005969741185,0.385829109396977,0.245831393676834,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year","year_core","hardware_sox",0.0027258539518986,0.00316581841396566,0.390898725736261,12112,124,101,2179,124,18,"hardware_sox + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.656759016931549,0.581480782943592,0.531438134478239,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year","year_core","hardware_nonsox",0.00407867225789465,0.00486541264943121,0.403488712779131,12112,124,101,509,123,5,"hardware_nonsox + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.666817561794057,0.592665387950986,0.460407183233867,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","event","event_core","rel_upstream_hardware",0.00314327040822925,0.00344447834928157,0.363262643569462,12112,124,101,2688,124,23,"rel_upstream_hardware + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(event_id)","",0.633544412706196,0.553857053837046,0.423806417497705,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","event","event_core","rel_upstream_cloud",0.00254209533646162,0.00359530379953685,0.480866637145453,12112,124,101,562,123,6,"rel_upstream_cloud + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(event_id)","",0.726088354382044,0.656199430455389,0.989904161947785,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","event","event_core","rel_downstream_integrator",-0.00173246619724324,0.003151164539631,0.583463060549327,12112,124,101,1971,124,16,"rel_downstream_integrator + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(event_id)","",0.794771869794549,0.731505926658858,0.681770305453471,FALSE,FALSE,"negative"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","event","event_core","rel_downstream_deployer",-0.00246467560444847,0.00137284617773109,0.0750608065380569,12112,124,101,2949,124,24,"rel_downstream_deployer + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(event_id)","",0.294672201787445,0.243822897854135,0.155266595290791,FALSE,FALSE,"negative"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","event","event_core","rel_competitor",0.00340380274539761,0.00304425186361668,0.265699853183448,12112,124,101,746,123,7,"rel_competitor + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(event_id)","",0.54899937582668,0.468635961520413,0.454632425283035,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","event","event_core","rel_is_investor",-0.000367399381651225,0.00603196129730404,0.951530717555428,12112,124,101,89,45,5,"rel_is_investor + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(event_id)","",0.981731705369646,0.974349319553178,0.994935992890979,FALSE,FALSE,"negative"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","event","event_core","rel_is_owner",0.0131059886107618,0.0109287534618143,0.232747214257425,12112,124,101,53,32,5,"rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(event_id)","",0.509903446927027,0.43017955643138,0.978468674672536,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","event","event_core","upstream_any",0.00348630929990864,0.0030553845359593,0.256070906090706,12112,124,101,3250,124,29,"upstream_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(event_id)","",0.535674503398384,0.456747575031067,0.330531240485876,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","event","event_core","downstream_any",-0.00277717487462578,0.00213769038700644,0.196323317979086,12112,124,101,4920,124,40,"downstream_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(event_id)","",0.469844681152267,0.395441797473048,0.286665671647462,FALSE,FALSE,"negative"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","event","event_core","capital_link",0.00485519600456068,0.0056885662584657,0.395040718703583,12112,124,101,142,77,6,"capital_link + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(event_id)","",0.660039214018325,0.584649499081175,0.577742452485004,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","event","event_core","related_any",-0.000516754331605581,0.00160919710447603,0.74866023812383,12112,124,101,8173,124,69,"related_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(event_id)","",0.878195944634435,0.847147430047087,0.984116812339239,FALSE,FALSE,"negative"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","event","event_core","platform_bigtech",0.00244753978189561,0.00301762709299715,0.418885877242057,12112,124,101,896,124,10,"platform_bigtech + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(event_id)","",0.678358448443023,0.606009277732319,0.83895717014135,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","event","event_core","strategic_any",0.00368794333463206,0.00292709582758805,0.210078977618635,12112,124,101,3557,124,32,"strategic_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(event_id)","",0.488106845901444,0.41043908743416,0.271165772529018,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","event","event_core","hardware_sox",0.00248268956043335,0.00313314702195123,0.429656139337497,12112,124,101,2179,124,18,"hardware_sox + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(event_id)","",0.687204899579451,0.615462671217262,0.560554963149996,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","event","event_core","hardware_nonsox",0.00396218747825233,0.00486910952758998,0.417366618428316,12112,124,101,509,123,5,"hardware_nonsox + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(event_id)","",0.677272057001474,0.60529318477405,0.473275542392233,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_sector","year_sector","rel_upstream_hardware",0.00281282815212405,0.00402619297456209,0.486100744550322,12112,124,101,2688,124,23,"rel_upstream_hardware + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(gics_sector)","",0.729261020396122,0.660418903892477,0.54276279452858,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_sector","year_sector","rel_upstream_cloud",0.00263905721514623,0.00370139058368211,0.477201981006575,12112,124,101,562,123,6,"rel_upstream_cloud + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(gics_sector)","",0.724033062441692,0.653806841634943,0.989904161947785,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_sector","year_sector","rel_downstream_integrator",-0.00362170542440022,0.00392366866137293,0.357793195289275,12112,124,101,1971,124,16,"rel_downstream_integrator + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(gics_sector)","",0.631104038220323,0.55052350807492,0.550359456427528,FALSE,FALSE,"negative"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_sector","year_sector","rel_downstream_deployer",-0.00245781647533203,0.00164103402979497,0.136766825984612,12112,124,101,2949,124,24,"rel_downstream_deployer + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(gics_sector)","",0.393307480777619,0.325215627110626,0.200799538423845,FALSE,FALSE,"negative"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_sector","year_sector","rel_competitor",0.00371983697796741,0.00345212140331516,0.283342957199642,12112,124,101,746,123,7,"rel_competitor + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(gics_sector)","",0.566737675991758,0.485831988252648,0.460432305449419,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_sector","year_sector","rel_is_investor",-0.000106970017302763,0.0059432107398908,0.985669060711869,12112,124,101,89,45,5,"rel_is_investor + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(gics_sector)","",0.993243010066986,0.990492709997108,0.994935992890979,FALSE,FALSE,"negative"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_sector","year_sector","rel_is_owner",0.00971681109277099,0.0103986617911331,0.351913479296123,12112,124,101,53,32,5,"rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(gics_sector)","",0.627567945978915,0.547221175850806,0.978468674672536,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_sector","year_sector","upstream_any",0.00349911924197261,0.00367336334926347,0.342678429245494,12112,124,101,3250,124,29,"upstream_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(gics_sector)","",0.620351499855899,0.540099052532264,0.421534233778876,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_sector","year_sector","downstream_any",-0.0032743697272271,0.00233621852644736,0.163562530290669,12112,124,101,4920,124,40,"downstream_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(gics_sector)","",0.427409580943327,0.355852757119643,0.255522579509887,FALSE,FALSE,"negative"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_sector","year_sector","capital_link",0.00374184943077569,0.00561591622442816,0.506471199363228,12112,124,101,142,77,6,"capital_link + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(gics_sector)","",0.743060715729712,0.675811036827796,0.669977649551357,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_sector","year_sector","related_any",-0.00226914136886377,0.00191022913277167,0.237165650918653,12112,124,101,8173,124,69,"related_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(gics_sector)","",0.514508958174823,0.434413130950146,0.896287658284926,FALSE,FALSE,"negative"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_sector","year_sector","platform_bigtech",0.00222063198925859,0.00340128867379265,0.515052343339807,12112,124,101,896,124,10,"platform_bigtech + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(gics_sector)","",0.75090653891179,0.683515526486004,0.844688065042299,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_sector","year_sector","strategic_any",0.00409611959225081,0.00386365084609185,0.291145480176921,12112,124,101,3557,124,32,"strategic_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(gics_sector)","",0.574783963659774,0.493597635266833,0.358030252649997,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_sector","year_sector","hardware_sox",0.00196437961964132,0.00334981717567695,0.558672008984342,12112,124,101,2179,124,18,"hardware_sox + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(gics_sector)","",0.779222907817778,0.714759809685822,0.664564089118629,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_sector","year_sector","hardware_nonsox",0.00294592637183957,0.0048610578795096,0.545614394390867,12112,124,101,509,123,5,"hardware_nonsox + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(gics_sector)","",0.771633797162791,0.706411120952492,0.596407326000828,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_creator","year_creator","rel_upstream_hardware",0.00330310778457684,0.00346073507773597,0.341726590970211,12112,124,101,2688,124,23,"rel_upstream_hardware + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(aa_creators)","",0.619464312008749,0.539378201132078,0.402848109024244,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_creator","year_creator","rel_upstream_cloud",0.00248689080498262,0.00360029742681954,0.491026701322593,12112,124,101,562,123,6,"rel_upstream_cloud + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(aa_creators)","",0.733061566756534,0.664759392170803,0.989904161947785,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_creator","year_creator","rel_downstream_integrator",-0.00172095258310825,0.00315045446237665,0.58587990937178,12112,124,101,1971,124,16,"rel_downstream_integrator + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(aa_creators)","",0.795782052811267,0.732997531483056,0.681770305453471,FALSE,FALSE,"negative"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_creator","year_creator","rel_downstream_deployer",-0.00246549636878143,0.00137417167560955,0.075242682993043,12112,124,101,2949,124,24,"rel_downstream_deployer + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(aa_creators)","",0.294963170816623,0.243971449801327,0.155266595290791,FALSE,FALSE,"negative"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_creator","year_creator","rel_competitor",0.00332763089086441,0.00304214933784961,0.276161792713508,12112,124,101,746,123,7,"rel_competitor + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(aa_creators)","",0.559757590918266,0.479227178059334,0.458174063113611,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_creator","year_creator","rel_is_investor",-0.000352817307571746,0.00601802618275498,0.953344546039452,12112,124,101,89,45,5,"rel_is_investor + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(aa_creators)","",0.9822310562328,0.974554150885738,0.994935992890979,FALSE,FALSE,"negative"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_creator","year_creator","rel_is_owner",0.0130544796156458,0.0109442271963807,0.235236281859251,12112,124,101,53,32,5,"rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(aa_creators)","",0.512455640683833,0.432648050384993,0.978468674672536,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_creator","year_creator","upstream_any",0.00362016891407797,0.00307432852553795,0.241250364881963,12112,124,101,3250,124,29,"upstream_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(aa_creators)","",0.519796098444517,0.43958256767955,0.312509369455639,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_creator","year_creator","downstream_any",-0.00277212773363714,0.00213782196174995,0.197159528218104,12112,124,101,4920,124,40,"downstream_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(aa_creators)","",0.470730704372678,0.396383554113885,0.286665671647462,FALSE,FALSE,"negative"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_creator","year_creator","capital_link",0.00484314466601221,0.00568888374674972,0.396237804030589,12112,124,101,142,77,6,"capital_link + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(aa_creators)","",0.661051872684675,0.585562180042371,0.577742452485004,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_creator","year_creator","related_any",-0.000369602713140581,0.0016453527153831,0.822636496221903,12112,124,101,8173,124,69,"related_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(aa_creators)","",0.920469198514146,0.902918293934045,0.984116812339239,FALSE,FALSE,"negative"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_creator","year_creator","platform_bigtech",0.00240526971511529,0.00302020577973035,0.427338288942313,12112,124,101,896,124,10,"platform_bigtech + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(aa_creators)","",0.685557058700276,0.614270224960929,0.83895717014135,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_creator","year_creator","strategic_any",0.00381389951018348,0.00294765854703873,0.198133151629088,12112,124,101,3557,124,32,"strategic_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(aa_creators)","",0.471907739218379,0.397300941125691,0.257350900400138,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_creator","year_creator","hardware_sox",0.00264034055422889,0.00316171718316714,0.405282235122065,12112,124,101,2179,124,18,"hardware_sox + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(aa_creators)","",0.667584653580786,0.59367773733412,0.538404137169458,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_5","car_mm_spy","0_5","year_creator","year_creator","hardware_nonsox",0.00406439435516024,0.00486589910782248,0.405178908329171,12112,124,101,509,123,5,"hardware_nonsox + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(aa_creators)","",0.667523638515507,0.59367773733412,0.460891008224432,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_10","car_mm_spy","0_10","year","year_core","rel_upstream_hardware",0.0109173130932579,0.00457340946690293,0.018503829100104,12112,124,101,2688,124,23,"rel_upstream_hardware + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.161176153394621,0.132635446989545,0.0808287074740619,TRUE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_10","car_mm_spy","0_10","year","year_core","rel_upstream_cloud",0.00240364635612316,0.00486967902558827,0.622472858309889,12112,124,101,562,123,6,"rel_upstream_cloud + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.815050864103681,0.75830819992612,0.989904161947785,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_10","car_mm_spy","0_10","year","year_core","rel_downstream_integrator",-0.00547711380018629,0.00404218965885742,0.177905105893759,12112,124,101,1971,124,16,"rel_downstream_integrator + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.446250401931448,0.373163421492333,0.432737212251026,FALSE,FALSE,"negative"
"single_extended","main","car_mm_spy_0_10","car_mm_spy","0_10","year","year_core","rel_downstream_deployer",-0.00488412521950178,0.00195113604621928,0.0136177273590607,12112,124,101,2949,124,24,"rel_downstream_deployer + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.13922869605067,0.113194151454675,0.0756089847133285,TRUE,FALSE,"negative"
"single_extended","main","car_mm_spy_0_10","car_mm_spy","0_10","year","year_core","rel_competitor",0.00473273562119072,0.00396754187189063,0.235218850810568,12112,124,101,746,123,7,"rel_competitor + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.512455640683833,0.432648050384993,0.439075188179727,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_10","car_mm_spy","0_10","year","year_core","rel_is_investor",0.00906485311126899,0.00800306124742671,0.259554660876134,12112,124,101,89,45,5,"rel_is_investor + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.540445513831229,0.461028178068881,0.519597523364704,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_10","car_mm_spy","0_10","year","year_core","rel_is_owner",0.0130406663279138,0.0118140227490795,0.271821937234372,12112,124,101,53,32,5,"rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.555879415535887,0.47460692905878,0.978468674672536,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_10","car_mm_spy","0_10","year","year_core","upstream_any",0.010707914449014,0.00412526782850152,0.0105888120869585,12112,124,101,3250,124,29,"upstream_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.125337193016333,0.101834443254899,0.0459886796906719,TRUE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_10","car_mm_spy","0_10","year","year_core","downstream_any",-0.00657642174705304,0.00291880442710148,0.0260231597178045,12112,124,101,4920,124,40,"downstream_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.191514927166046,0.159121711602288,0.123130654632552,TRUE,FALSE,"negative"
"single_extended","main","car_mm_spy_0_10","car_mm_spy","0_10","year","year_core","capital_link",0.0109273675883949,0.0068976930997819,0.115714618483571,12112,124,101,142,77,6,"capital_link + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.36126585622373,0.299077783157538,0.44865903208531,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_10","car_mm_spy","0_10","year","year_core","related_any",0.00127200837402018,0.00228166313187888,0.57820465694711,12112,124,101,8173,124,69,"related_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.792038382198663,0.728651719584544,0.984116812339239,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_10","car_mm_spy","0_10","year","year_core","platform_bigtech",0.00281560580233132,0.00401567360420119,0.4845312834656,12112,124,101,896,124,10,"platform_bigtech + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.728426887637629,0.659119478722435,0.840883366966484,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_10","car_mm_spy","0_10","year","year_core","strategic_any",0.0108581631451483,0.00392009048860762,0.00647759091220387,12112,124,101,3557,124,32,"strategic_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.104584330261638,0.0841839230693302,0.0289161330623918,TRUE,TRUE,"positive"
"single_extended","main","car_mm_spy_0_10","car_mm_spy","0_10","year","year_core","hardware_sox",0.00984935157136705,0.00428023478096466,0.0230676340470311,12112,124,101,2179,124,18,"hardware_sox + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.17924913992614,0.147945654874184,0.152665796238533,TRUE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_10","car_mm_spy","0_10","year","year_core","hardware_nonsox",0.00939707094715171,0.00622167212271889,0.133511984936736,12112,124,101,509,123,5,"hardware_nonsox + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)","",0.388163229705873,0.320285779125342,0.184084706503681,FALSE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_10","car_mm_spy","0_10","event","event_core","rel_upstream_hardware",0.010380883167286,0.00458335850545974,0.0252683551495476,12112,124,101,2688,124,23,"rel_upstream_hardware + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(event_id)","",0.188848614697882,0.156320687323324,0.0901733458277975,TRUE,FALSE,"positive"
"single_extended","main","car_mm_spy_0_10","car_mm_spy","0_10","event","event_core","rel_upstream_cloud",0.00240163228565922,0.00486412017135406,0.622367194026028,12112,124,101,562,123,6,"rel_upstream_cloud + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(event_id)","",0.81500997576737,0.75830819992612,0.989904161947785,FALSE,FALSE,"positive"
