"term","family","n_specs","median_coef","positive_share","p05_share","q10_family_share","event_p05_share","year_p05_share","sector_p05_share","creator_p05_share","min_p","min_q_family","min_q_family_term","min_q_global","median_n","median_events","min_treated","min_treated_events","min_treated_tickers","best_sample","best_outcome","best_benchmark","best_window","best_fe","best_control_variant","best_coef","best_se","best_p","best_q_family","best_q_family_term","best_n","best_events","best_treated","best_treated_events","best_treated_tickers","best_rhs","placebo_min_p","placebo_p05_share","risk_flag"
"downstream_any:is_reasoning_model","interaction_wide",30,-0.0140658314615197,0,0.4,0,0.4,NA,NA,NA,0.00605655095638079,0.107390784122095,0.121684555846611,0.100273712392087,10853,110,1360,34,40,"post_2024","car_mm_spy_0_15","car_mm_spy","0_15","event","event_core",-0.0210124766662358,0.00750601814277783,0.00605655095638079,0.107390784122095,0.121684555846611,10853,110,1640,41,40,"downstream_any*is_reasoning_model + rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,""
"upstream_any:intel_high","interaction_wide",30,0.022478951094714,1,0.666666666666667,0,0.666666666666667,NA,NA,NA,0.00687688110953269,0.112583353013043,0.0595806005378543,0.107257793829449,7961,110,907,34,29,"post_2024","car_mm_qqq_0_20","car_mm_qqq","0_20","event","event_core",0.0363938826116612,0.0132093604147344,0.00687688110953269,0.112583353013043,0.0595806005378543,7893,110,1187,44,30,"upstream_any*intel_high + rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,""
"rel_competitor","single_extended",364,0.00827684864533094,0.991758241758242,0.101648351648352,0,0.0989010989010989,0.131868131868132,0.0659340659340659,0.10989010989011,0.0141864163541364,0.113638568298129,0.333932084993244,0.14026476319535,7497,77,152,25,7,"high_date","car_ff3_0_20","car_ff3","0_20","year","year_core",0.0138063461784808,0.00553372093975071,0.0141864163541364,0.113638568298129,0.333932084993244,10209,104,623,104,7,"rel_competitor + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)",0.000576434883590255,0.6875,"pre_window_signal"
"rel_upstream_cloud:post_2024","interaction_wide",24,-0.0176952026191529,0.0833333333333333,0.291666666666667,0,0.291666666666667,NA,NA,NA,0.00762957771493617,0.115920919346657,0.0979253276294992,0.111313429894089,10860,111,370,80,6,"llm_events","car_ff3_0_20","car_ff3","0_20","event","event_core",-0.0501514095852175,0.01835422107037,0.00762957771493617,0.115920919346657,0.0979253276294992,8562,87,370,80,6,"rel_upstream_cloud*post_2024 + rel_upstream_hardware + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,""
"platform_bigtech:intel_c","ability_interaction",25,-0.000572090710617357,0.04,0.16,0,0.16,NA,NA,NA,0.00282010040507003,0.126904518228151,0.0705025101267506,0.0625046140386877,4971,50,247,37,10,"open_events","car_mm_spy_0_15","car_mm_spy","0_15","event","event_core_intel",-0.00145878067315539,0.000454993768331921,0.00282010040507003,0.126904518228151,0.0705025101267506,3645,37,247,37,10,"platform_bigtech*intel_c + rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,"ability_level_not_news"
"strategic_any:is_reasoning_model","interaction_wide",30,0.0204024711861619,1,0.7,0,0.7,NA,NA,NA,0.00988040758298914,0.128599033350279,0.0588366620280704,0.122932480256986,10853,110,1011,34,32,"post_2024","car_mm_qqq_0_20","car_mm_qqq","0_20","event","event_core",0.0288368658209213,0.0109810769153735,0.00988040758298914,0.128599033350279,0.0588366620280704,10853,110,1225,41,32,"strategic_any*is_reasoning_model + rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,""
"platform_bigtech:is_model_family","interaction_wide",30,-0.00487526758756917,0.0666666666666667,0.0333333333333333,0,0.0333333333333333,NA,NA,NA,0.0103085210582269,0.128599033350279,0.309255631746806,0.124441011098706,10853,110,167,24,10,"high_date","car_mm_spy_0_10","car_mm_spy","0_10","event","event_core",-0.0202244774208499,0.00773895193610949,0.0103085210582269,0.128599033350279,0.309255631746806,10209,104,174,25,10,"platform_bigtech*is_model_family + rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,""
"upstream_any:is_reasoning_model","interaction_wide",30,0.0212277995036723,1,0.566666666666667,0,0.566666666666667,NA,NA,NA,0.0107707102848087,0.128599033350279,0.0743638352692617,0.125857531385668,10853,110,929,34,29,"post_2024","car_mm_qqq_0_20","car_mm_qqq","0_20","event","event_core",0.0303831452357859,0.0117099031351403,0.0107707102848087,0.128599033350279,0.0743638352692617,10853,110,1125,41,29,"upstream_any*is_reasoning_model + rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,""
"rel_is_investor","joint_extended",336,0.00700005185412752,0.672619047619048,0.0386904761904762,0,0.0238095238095238,0.0476190476190476,0.0595238095238095,0.0238095238095238,0.00371936731136634,0.140078463002838,0.636116530353045,0.075861395485846,8029.5,82,8,5,2,"open_events","car_mm_spy_0_5","car_mm_spy","0_5","event","event_core",-0.019686220044194,0.00644019982924425,0.00371936731136634,0.140078463002838,0.636116530353045,4615,47,8,7,2,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",0.0903086186534252,0,"low_support;low_support_relation"
"capital_link","single_extended",336,0.0108850071573002,0.886904761904762,0.0386904761904762,0,0.0357142857142857,0.0357142857142857,0.0476190476190476,0.0357142857142857,0.0217108414918269,0.14216502297206,0.44865903208531,0.172755816492741,8029.5,82,19,11,4,"no_multi_component","car_ff3_0_20","car_ff3","0_20","year","year_core",0.0198577100661857,0.0085353178834721,0.0217108414918269,0.14216502297206,0.44865903208531,11511,118,132,72,6,"capital_link + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)",0.0384694328002964,0.0625,"low_support;low_support_relation;pre_window_signal"
"rel_downstream_integrator:post_2024","interaction_wide",24,0.0228584369884978,1,0.458333333333333,0,0.458333333333333,NA,NA,NA,0.0141869863148879,0.146929527692354,0.0782666085730084,0.14026476319535,10860,111,1277,80,16,"main","car_mm_spy_0_20","car_mm_spy","0_20","event","event_core",0.0310894232690732,0.0124960590299859,0.0141869863148879,0.146929527692354,0.0782666085730084,12112,124,1757,110,16,"rel_downstream_integrator*post_2024 + rel_upstream_hardware + rel_upstream_cloud + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,""
"rel_downstream_deployer","pre_placebo",32,-0.000219479190288275,0.25,0.0625,0,0.0625,0.0625,NA,NA,0.016770397370459,0.151617644481029,0.272911760065852,0.152128484514628,10531,107,1632,68,24,"late_2025_2026","car_ff3_pre_m10_m2","car_ff3","pre_m10_m2","year","pre_year",-0.00452602535983325,0.0018449959905389,0.016770397370459,0.151617644481029,0.272911760065852,6765,68,1632,68,24,"rel_downstream_deployer + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)",0.016770397370459,0.0625,"pre_window_signal"
"rel_downstream_deployer:is_model_family","interaction_wide",30,0.010305482120778,1,0.633333333333333,0,0.633333333333333,NA,NA,NA,0.0153851794101011,0.152800835512387,0.0730864396138681,0.145255609692182,10853,110,576,24,24,"post_2024","car_mm_soxx_0_20","car_mm_soxx","0_20","event","event_core",0.0102768326620648,0.00417425926439645,0.0153851794101011,0.152800835512387,0.0730864396138681,10853,110,624,26,24,"rel_downstream_deployer*is_model_family + rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,""
"strategic_any:is_model_family","interaction_wide",30,-0.0127711038656529,0,0.166666666666667,0,0.166666666666667,NA,NA,NA,0.0177975976027843,0.161139141309081,0.24349372919786,0.157403793338356,10853,110,677,24,32,"high_date","car_mm_spy_0_15","car_mm_spy","0_15","event","event_core",-0.0224285523076409,0.00931245459273682,0.0177975976027843,0.161139141309081,0.24349372919786,10209,104,707,25,32,"strategic_any*is_model_family + rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,""
"rel_upstream_hardware:is_model_family","interaction_wide",30,-0.0135479022931591,0.0666666666666667,0.133333333333333,0,0.133333333333333,NA,NA,NA,0.0193316111721508,0.167634701259235,0.225925435785649,0.164512663275722,10853,110,515,24,23,"no_multi_component","car_mm_spy_0_15","car_mm_spy","0_15","event","event_core",-0.024448492498309,0.0103077764637139,0.0193316111721508,0.167634701259235,0.225925435785649,11511,118,515,24,23,"rel_upstream_hardware*is_model_family + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,""
"rel_upstream_cloud:intel_c","ability_interaction",25,-0.000781492460266323,0.04,0.24,0,0.24,NA,NA,NA,0.00839634200723851,0.172873713076159,0.134457332392568,0.116221932537616,4971,50,170,37,6,"open_events","car_mm_spy_0_10","car_mm_spy","0_10","event","event_core_intel",-0.00138404178749649,0.00049625103047676,0.00839634200723851,0.172873713076159,0.134457332392568,3645,37,170,37,6,"rel_upstream_cloud*intel_c + rel_upstream_hardware + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,"ability_level_not_news"
"platform_bigtech:is_multimodal","interaction_wide",30,-0.0065605606568152,0,0.0333333333333333,0,0.0333333333333333,NA,NA,NA,0.022810104938421,0.182480839507368,0.64195737000427,0.178009863842317,10853,110,340,46,10,"high_date","car_mm_spy_0_15","car_mm_spy","0_15","event","event_core",-0.0167326217085648,0.00723960040376619,0.022810104938421,0.182480839507368,0.64195737000427,10209,104,347,47,10,"platform_bigtech*is_multimodal + rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,""
"rel_upstream_cloud:is_open_weight_or_open_source","interaction_wide",30,0.0152847713859739,0.833333333333333,0.133333333333333,0,0.133333333333333,NA,NA,NA,0.0234042837607858,0.185981866941897,0.302357519917246,0.180816637491255,10853,110,170,37,6,"llm_events","car_ff3_0_20","car_ff3","0_20","event","event_core",0.0304292735703273,0.0131847161737,0.0234042837607858,0.185981866941897,0.302357519917246,8562,87,170,37,6,"rel_upstream_cloud*is_open_weight_or_open_source + rel_upstream_hardware + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,""
"platform_bigtech","single_extended",364,0.00406546248155132,0.85989010989011,0.0164835164835165,0,0,0.021978021978022,0.032967032967033,0.010989010989011,0.0370898375790294,0.188999968554372,0.824321103650005,0.2239915232503,7497,77,170,25,8,"early_2022_2024","car_ff3_0_20","car_ff3","0_20","year_sector","year_sector",0.0192231251484806,0.00899682208303379,0.0370898375790294,0.188999968554372,0.824321103650005,5347,56,370,56,8,"platform_bigtech + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year) + factor(gics_sector)",0.129794166234846,0,""
"upstream_any:is_model_family","interaction_wide",30,-0.0126085816790724,0.0666666666666667,0.1,0,0.1,NA,NA,NA,0.0264092426229576,0.198239153893699,0.306942891562036,0.192180480679785,10853,110,617,24,29,"high_date","car_mm_spy_0_15","car_mm_spy","0_15","event","event_core",-0.0223505321516161,0.00992237735270885,0.0264092426229576,0.198239153893699,0.306942891562036,10209,104,646,25,29,"upstream_any*is_model_family + rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,""
"upstream_any:post_2024","interaction_wide",24,-0.00931067824659379,0.166666666666667,0.0416666666666667,0,0.0416666666666667,NA,NA,NA,0.0267878676864263,0.199432016851992,0.496512182752906,0.193334739094076,10860,111,2133,80,29,"high_date","car_mm_soxx_0_20","car_mm_soxx","0_20","event","event_core",-0.0169481518945519,0.00754332022024136,0.0267878676864263,0.199432016851992,0.496512182752906,10209,104,2461,93,29,"upstream_any*post_2024 + rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,""
"downstream_any:is_model_family","interaction_wide",30,0.0163026441839457,1,0.4,0,0.4,NA,NA,NA,0.0287394192254593,0.206923818423307,0.114325692396953,0.199596064370406,10853,110,959,24,40,"high_date","car_ff3_0_20","car_ff3","0_20","event","event_core",0.0206294651713638,0.00930025030833915,0.0287394192254593,0.206923818423307,0.114325692396953,10209,104,999,25,40,"downstream_any*is_model_family + rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,""
"rel_upstream_cloud:is_model_family","interaction_wide",30,-0.0032467183294806,0.266666666666667,0.0333333333333333,0,0.0333333333333333,NA,NA,NA,0.0357765752152537,0.228157223686945,0.989898931001204,0.220357914597332,10853,110,102,24,6,"high_date","car_mm_spy_0_10","car_mm_spy","0_10","event","event_core",-0.024126096185859,0.0113408116196146,0.0357765752152537,0.228157223686945,0.989898931001204,10209,104,108,25,6,"rel_upstream_cloud*is_model_family + rel_upstream_hardware + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,""
"downstream_any","pre_placebo",32,-0.00142139786061817,0,0.125,0,0.125,0.125,NA,NA,0.0316785381688869,0.228830890693099,0.246688603311128,0.208670951421122,10531,107,2719,68,40,"late_2025_2026","car_mm_soxx_pre_m10_m2","car_mm_soxx","pre_m10_m2","year","pre_year",-0.00761383302115792,0.00346967817916178,0.0316785381688869,0.228830890693099,0.246688603311128,6765,68,2719,68,40,"downstream_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)",0.0316785381688869,0.125,"pre_window_signal"
"rel_competitor:is_open_weight_or_open_source","interaction_wide",30,0.0118298267369274,1,0.233333333333333,0,0.233333333333333,NA,NA,NA,0.0366125798737939,0.230136216349562,0.184813297198368,0.222459010565022,10853,110,213,37,7,"post_2024","car_mm_spy_0_15","car_mm_spy","0_15","event","event_core",0.015783909514991,0.00745894913763223,0.0366125798737939,0.230136216349562,0.184813297198368,10853,110,248,42,7,"rel_competitor*is_open_weight_or_open_source + rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,""
"rel_is_owner","single_extended",336,0.0068098313119142,0.845238095238095,0,0,0,0,0,0,0.0668173771566878,0.230284535792468,0.978468674672536,0.277213561522504,8029.5,82,11,6,2,"media_events","car_mm_spy_0_5","car_mm_spy","0_5","year","year_core",0.035674416283045,0.0188397688234711,0.0668173771566878,0.230284535792468,0.978468674672536,3352,35,12,6,2,"rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum +  + factor(release_year)",0.126810226505144,0,"low_support;low_support_relation;narrow_event_slice"
"rel_upstream_hardware:intel_c","ability_interaction",25,0.000922266927079622,1,0.28,0,0.28,NA,NA,NA,0.0258757987631824,0.232133128853537,0.133799852541169,0.191428459904111,4971,50,811,37,23,"main","car_mm_spy_0_10","car_mm_spy","0_10","event","event_core_intel",0.000859350038992682,0.00037900994318573,0.0258757987631824,0.232133128853537,0.133799852541169,8562,87,1903,87,23,"rel_upstream_hardware*intel_c + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,"ability_level_not_news"
"rel_downstream_deployer:intel_c","ability_interaction",25,-0.000235428077895268,0.04,0.08,0,0.08,NA,NA,NA,0.0320726641232343,0.233070710878165,0.518778309510626,0.209282083639037,4971,50,888,37,24,"open_events","car_mm_qqq_0_20","car_mm_qqq","0_20","event","event_core_intel",-0.000756208730418803,0.000339105382809787,0.0320726641232343,0.233070710878165,0.518778309510626,3645,37,888,37,24,"rel_downstream_deployer*intel_c + rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,"ability_level_not_news"
"rel_downstream_integrator:is_media_generation_model","interaction_wide",30,0.00834003143751382,0.8,0.0333333333333333,0,0.0333333333333333,NA,NA,NA,0.0411946578080153,0.237194122444542,0.401068588746093,0.234185708431388,10853,110,64,4,16,"high_date","car_mm_spy_0_15","car_mm_spy","0_15","event","event_core",0.0235347810379573,0.0113832573810327,0.0411946578080153,0.237194122444542,0.401068588746093,10209,104,480,30,16,"rel_downstream_integrator*is_media_generation_model + rel_upstream_hardware + rel_upstream_cloud + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,"low_support"
"rel_upstream_cloud:post_2025","interaction_wide",30,-0.0109326811274897,0,0.0333333333333333,0,0.0333333333333333,NA,NA,NA,0.0436030895829359,0.240621525105066,0.463538780597498,0.238562280313073,10853,110,250,50,6,"llm_events","car_mm_spy_0_10","car_mm_spy","0_10","event","event_core",-0.0194345382899726,0.00948918799573738,0.0436030895829359,0.240621525105066,0.463538780597498,8562,87,250,50,6,"rel_upstream_cloud*post_2025 + rel_upstream_hardware + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,""
"rel_downstream_deployer:intel_high","interaction_wide",30,-0.00441167840000544,0,0.0333333333333333,0,0.0333333333333333,NA,NA,NA,0.0461244805909112,0.243037821231951,0.591675473605373,0.243348644952353,7961,110,792,34,24,"post_2024","car_mm_qqq_0_20","car_mm_qqq","0_20","event","event_core",-0.010796679796488,0.00535211314800634,0.0461244805909112,0.243037821231951,0.591675473605373,7893,110,1032,44,25,"rel_downstream_deployer*intel_high + rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,""
"rel_competitor:intel_c","ability_interaction",25,-0.000527059337323967,0,0.08,0,0.08,NA,NA,NA,0.0419253613926337,0.252385232478818,0.328474681409821,0.235080746159971,4971,50,213,37,7,"main","car_mm_spy_0_15","car_mm_spy","0_15","event","event_core_intel",-0.000716852715991566,0.000347128381475094,0.0419253613926337,0.252385232478818,0.328474681409821,8562,87,515,87,7,"rel_competitor*intel_c + rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,"ability_level_not_news"
"capital_link","pre_placebo",32,0.00778307731241891,1,0.0625,0,0.125,0,NA,NA,0.0384694328002964,0.252949695125236,0.304695758922875,0.227542791459521,10531,107,79,41,6,"post_2024","car_mm_soxx_pre_m10_m2","car_mm_soxx","pre_m10_m2","event","pre_event",0.0111926386293911,0.00534203325993429,0.0384694328002964,0.252949695125236,0.304695758922875,10853,110,124,68,6,"capital_link + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",0.0384694328002964,0.0625,"low_support_relation;pre_window_signal"
"strategic_any:intel_c","ability_interaction",25,0.000655515829182083,0.96,0,0,0,NA,NA,NA,0.0653893101081763,0.273949090506796,0.332099682643339,0.274914502583748,4971,50,1057,37,32,"main","car_mm_spy_0_10","car_mm_spy","0_10","event","event_core_intel",0.000619338801417872,0.000331830671996341,0.0653893101081763,0.273949090506796,0.332099682643339,8562,87,2509,87,32,"strategic_any*intel_c + rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,"ability_level_not_news"
"upstream_any:intel_c","ability_interaction",25,0.000673335468921214,1,0,0,0,NA,NA,NA,0.0790115953079989,0.278108898961804,0.361784422572306,0.300589978119277,4971,50,981,37,29,"main","car_mm_spy_0_10","car_mm_spy","0_10","event","event_core_intel",0.000656914648307074,0.000369560185613446,0.0790115953079989,0.278108898961804,0.361784422572306,8562,87,2301,87,29,"upstream_any*intel_c + rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,"ability_level_not_news"
"rel_downstream_deployer","joint_extended",364,-0.00135520142432309,0.244505494505494,0.0137362637362637,0,0.010989010989011,0.010989010989011,0.021978021978022,0.010989010989011,0.0273409984104664,0.30690886504001,0.997341423287132,0.195231496509979,7497,77,600,25,24,"chinese_events","car_mm_spy_0_10","car_mm_spy","0_10","event","event_core",-0.0100740285136054,0.00428709336836608,0.0273409984104664,0.30690886504001,0.997341423287132,2474,25,600,25,24,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",0.016770397370459,0.0625,"narrow_event_slice;pre_window_signal"
"rel_downstream_deployer:is_reasoning_model","interaction_wide",30,-0.00333871452310891,0.0333333333333333,0,0,0,NA,NA,NA,0.0718655553364831,0.317974971097735,0.872385137737991,0.288014628616088,10853,110,816,34,24,"post_2024","car_ff3_0_20","car_ff3","0_20","event","event_core",-0.00903729230099383,0.00497198341358999,0.0718655553364831,0.317974971097735,0.872385137737991,10853,110,984,41,24,"rel_downstream_deployer*is_reasoning_model + rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,""
"rel_downstream_integrator","joint_extended",364,-0.00271229931634233,0.208791208791209,0.010989010989011,0,0,0,0.043956043956044,0,0.0319149276289426,0.323300811590752,0.9532428042271,0.209282083639037,7497,77,400,25,16,"media_events","car_ff3_0_20","car_ff3","0_20","year_sector","year_sector",0.0215464663613392,0.00962967985818127,0.0319149276289426,0.323300811590752,0.9532428042271,3352,35,550,35,16,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year) + factor(gics_sector)",0.107421967484179,0,"narrow_event_slice"
"rel_downstream_integrator:is_multimodal","interaction_wide",30,-0.0142224336930976,0,0,0,0,NA,NA,NA,0.0741039023606399,0.323499313993043,0.337751834723941,0.292762413104335,10853,110,735,46,16,"high_date","car_mm_spy_0_10","car_mm_spy","0_10","event","event_core",-0.0151782094576495,0.00841215634156971,0.0741039023606399,0.323499313993043,0.337751834723941,10209,104,751,47,16,"rel_downstream_integrator*is_multimodal + rel_upstream_hardware + rel_upstream_cloud + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,""
"platform_bigtech:post_2025","interaction_wide",30,-0.00616071278503904,0.0333333333333333,0,0,0,NA,NA,NA,0.075497601749005,0.327938394434435,0.59849215874958,0.295433610275145,10853,110,383,50,10,"post_2024","car_mm_spy_0_10","car_mm_spy","0_10","event","event_core",-0.010711066727065,0.00596867174776244,0.075497601749005,0.327938394434435,0.59849215874958,10853,110,526,68,10,"platform_bigtech*post_2025 + rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,""
"rel_downstream_integrator:is_model_family","interaction_wide",30,0.0170414976754897,1,0,0,0,NA,NA,NA,0.0762433080284555,0.328968694976063,0.272275141393684,0.296339360881633,10853,110,383,24,16,"high_date","car_ff3_0_20","car_ff3","0_20","event","event_core",0.019996407435933,0.0111654322477572,0.0762433080284555,0.328968694976063,0.272275141393684,10209,104,399,25,16,"rel_downstream_integrator*is_model_family + rel_upstream_hardware + rel_upstream_cloud + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,""
"rel_competitor:is_multimodal","interaction_wide",30,-0.00296075531872929,0.233333333333333,0,0,0,NA,NA,NA,0.0779592725018765,0.33221965120409,0.945056985402341,0.29908061479434,10853,110,269,46,7,"high_date","car_mm_spy_0_15","car_mm_spy","0_15","event","event_core",-0.0128044832725788,0.00719192066056814,0.0779592725018765,0.33221965120409,0.945056985402341,10209,104,274,47,7,"rel_competitor*is_multimodal + rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,""
"rel_upstream_hardware:is_media_generation_model","interaction_wide",30,-0.00504821000970841,0.166666666666667,0,0,0,NA,NA,NA,0.0780212817221725,0.33221965120409,0.789354726659823,0.299213665000374,10853,110,91,4,23,"llm_events","car_mm_qqq_0_20","car_mm_qqq","0_20","event","event_core",0.0417255500320221,0.0233944015092009,0.0780212817221725,0.33221965120409,0.789354726659823,8562,87,91,4,23,"rel_upstream_hardware*is_media_generation_model + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)",NA,NA,"low_support"
