"family","sample","outcome","fe","term","coef","se","p","n","n_events","n_tickers","n_treated","treated_events","treated_tickers","rhs","note","q_global","q_family","sig_p05","sig_q10_family","direction"
"joint_core","main","car_mm_spy_0_10","year","rel_is_owner",0.0191515881956568,0.0131202252955552,0.146921972818986,12112,124,101,53,32,5,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.520610865773112,0.670928091037529,FALSE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_10","year","rel_upstream_hardware",0.0109173130932579,0.00457340946690293,0.018503829100104,12112,124,101,2688,124,23,"rel_upstream_hardware + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.2000413956768,0.159688348389346,TRUE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_10","year","rel_upstream_cloud",0.00240364635612316,0.00486967902558827,0.622472858309889,12112,124,101,562,123,6,"rel_upstream_cloud + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.872358718532041,0.79930426891665,FALSE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_10","year","rel_downstream_integrator",-0.00547711380018629,0.00404218965885742,0.177905105893759,12112,124,101,1971,124,16,"rel_downstream_integrator + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.564218373498542,0.465941944007464,FALSE,FALSE,"negative"
"single_or_bundle","main","car_mm_spy_0_10","year","rel_downstream_deployer",-0.00488412521950178,0.00195113604621928,0.0136177273590607,12112,124,101,2949,124,24,"rel_downstream_deployer + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.1754091474495,0.138950971794954,TRUE,FALSE,"negative"
"single_or_bundle","main","car_mm_spy_0_10","year","rel_competitor",0.00473273562119072,0.00396754187189063,0.235218850810568,12112,124,101,746,123,7,"rel_competitor + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.629348095814229,0.535062083084601,FALSE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_10","year","rel_is_investor",0.00906485311126899,0.00800306124742671,0.259554660876134,12112,124,101,89,45,5,"rel_is_investor + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.651525568216406,0.565818107788572,FALSE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_10","year","rel_is_owner",0.0130406663279138,0.0118140227490795,0.271821937234372,12112,124,101,53,32,5,"rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.661862808814896,0.57659198807291,FALSE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_10","year","upstream_any",0.010707914449014,0.00412526782850152,0.0105888120869585,12112,124,101,3250,124,29,"upstream_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.169130701898127,0.132575370844846,TRUE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_10","year","downstream_any",-0.00657642174705304,0.00291880442710148,0.0260231597178045,12112,124,101,4920,124,40,"downstream_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.220696180274169,0.178432861751665,TRUE,FALSE,"negative"
"single_or_bundle","main","car_mm_spy_0_10","year","related_any",0.00127200837402018,0.00228166313187888,0.57820465694711,12112,124,101,8173,124,69,"related_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.85660350269939,0.77963835581118,FALSE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_10","year","platform_bigtech",0.00264704071989555,0.00415595908768605,0.525356346795399,12112,124,101,869,123,9,"platform_bigtech + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.83830242709001,0.768811980740148,FALSE,FALSE,"positive"
"joint_core","main","car_mm_spy_0_15","event","rel_upstream_hardware",0.0109880534597153,0.00508762520838718,0.0327313163780515,12112,124,101,2688,124,23,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.245293237493595,0.325487850172728,TRUE,FALSE,"positive"
"joint_core","main","car_mm_spy_0_15","event","rel_upstream_cloud",-0.00143652450180948,0.00668157634214738,0.830125070212259,12112,124,101,562,123,6,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.94365904961962,0.97312796492186,FALSE,FALSE,"negative"
"joint_core","main","car_mm_spy_0_15","event","rel_downstream_integrator",-0.00422950546360083,0.00444963771330831,0.343708009512913,12112,124,101,1971,124,16,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.716881752020598,0.79194881037315,FALSE,FALSE,"negative"
"joint_core","main","car_mm_spy_0_15","event","rel_downstream_deployer",-0.00268599381274455,0.00239180656262205,0.263625575092918,12112,124,101,2949,124,24,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.652997989707189,0.780522850728276,FALSE,FALSE,"negative"
"joint_core","main","car_mm_spy_0_15","event","rel_competitor",0.0100028279515663,0.00526531728395489,0.0598062692556275,12112,124,101,746,123,7,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.31737987001328,0.4247111874675,FALSE,FALSE,"positive"
"joint_core","main","car_mm_spy_0_15","event","rel_is_investor",0.00590585209933928,0.0104670641074166,0.573623706299497,12112,124,101,89,45,5,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.854162801376636,0.913825797329704,FALSE,FALSE,"positive"
"joint_core","main","car_mm_spy_0_15","event","rel_is_owner",0.0158228292458285,0.0147873791403314,0.286704432568285,12112,124,101,53,32,5,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.67708795883285,0.789026726772181,FALSE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_15","event","rel_upstream_hardware",0.0123148102382195,0.00549609596069584,0.0268435206507182,12112,124,101,2688,124,23,"rel_upstream_hardware + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.223696005422651,0.179734877400461,TRUE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_15","event","rel_upstream_cloud",0.00309602281105332,0.00543252216777757,0.569781440244953,12112,124,101,562,123,6,"rel_upstream_cloud + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.851882639819885,0.775829724117796,FALSE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_15","event","rel_downstream_integrator",-0.00630416145455327,0.00480602426846387,0.192057446620827,12112,124,101,1971,124,16,"rel_downstream_integrator + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.582576100973934,0.485662508696345,FALSE,FALSE,"negative"
"single_or_bundle","main","car_mm_spy_0_15","event","rel_downstream_deployer",-0.00567022025197577,0.00216531925378625,0.00993750209260507,12112,124,101,2949,124,24,"rel_downstream_deployer + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.169130701898127,0.130801309594973,TRUE,FALSE,"negative"
"single_or_bundle","main","car_mm_spy_0_15","event","rel_competitor",0.00559797803262284,0.0047064120102909,0.236558973586307,12112,124,101,746,123,7,"rel_competitor + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.630298680662934,0.536525507102965,FALSE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_15","event","rel_is_investor",0.00963452706298748,0.0100529064780496,0.339750083964304,12112,124,101,89,45,5,"rel_is_investor + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.713386003074655,0.63962729743891,FALSE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_15","event","rel_is_owner",0.0101247174655291,0.0134298969336862,0.452353721988962,12112,124,101,53,32,5,"rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.795726699285173,0.727261472154822,FALSE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_15","event","upstream_any",0.0121693810749117,0.00505348238115888,0.017519393940956,12112,124,101,3250,124,29,"upstream_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.192653129247626,0.155952986526429,TRUE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_15","event","downstream_any",-0.00760507903171093,0.00357632028829214,0.035458919062272,12112,124,101,4920,124,40,"downstream_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.256799778976287,0.205854387129407,TRUE,FALSE,"negative"
"single_or_bundle","main","car_mm_spy_0_15","event","related_any",0.000996123495540647,0.00265383091289013,0.708044422259675,12112,124,101,8173,124,69,"related_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.901776365993567,0.845481547428669,FALSE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_15","event","platform_bigtech",0.00296349066322868,0.0046301810517191,0.523338492818685,12112,124,101,869,123,9,"platform_bigtech + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.83830242709001,0.768811980740148,FALSE,FALSE,"positive"
"joint_core","main","car_mm_spy_0_15","year","rel_upstream_hardware",0.0119675272894232,0.00511509608138257,0.0209133382338836,12112,124,101,2688,124,23,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.204032568135449,0.269585184537959,TRUE,FALSE,"positive"
"joint_core","main","car_mm_spy_0_15","year","rel_upstream_cloud",-0.00140317639047349,0.00669669109537991,0.834378990235059,12112,124,101,562,123,6,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.946087512167482,0.97312796492186,FALSE,FALSE,"negative"
"joint_core","main","car_mm_spy_0_15","year","rel_downstream_integrator",-0.00381535699542246,0.00447411819401736,0.395448912975602,12112,124,101,1971,124,16,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.748606909581217,0.807666926054558,FALSE,FALSE,"negative"
"joint_core","main","car_mm_spy_0_15","year","rel_downstream_deployer",-0.00233544405962375,0.00240983332942784,0.334381678430077,12112,124,101,2949,124,24,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.711190827516701,0.79194881037315,FALSE,FALSE,"negative"
"joint_core","main","car_mm_spy_0_15","year","rel_competitor",0.0103416727988248,0.00524908680176484,0.0510638768554933,12112,124,101,746,123,7,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.298728347235061,0.392487622312556,FALSE,FALSE,"positive"
"joint_core","main","car_mm_spy_0_15","year","rel_is_investor",0.00589710181950418,0.00978059302090169,0.547659323609883,12112,124,101,89,45,5,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.844531540629336,0.899005254836994,FALSE,FALSE,"positive"
"joint_core","main","car_mm_spy_0_15","year","rel_is_owner",0.0168169194041043,0.0145661628141944,0.250525385762809,12112,124,101,53,32,5,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.641317060985829,0.777902812787407,FALSE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_15","year","rel_upstream_hardware",0.0130315897422203,0.00549079211966775,0.0191761945454437,12112,124,101,2688,124,23,"rel_upstream_hardware + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.203319069267633,0.160023442226449,TRUE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_15","year","rel_upstream_cloud",0.00301873027629714,0.00543036610241255,0.579290304474636,12112,124,101,562,123,6,"rel_upstream_cloud + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.856621522328483,0.77963835581118,FALSE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_15","year","rel_downstream_integrator",-0.00627277224799098,0.00480093302397876,0.193795342500192,12112,124,101,1971,124,16,"rel_downstream_integrator + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.586703023652426,0.489253815492288,FALSE,FALSE,"negative"
"single_or_bundle","main","car_mm_spy_0_15","year","rel_downstream_deployer",-0.00569533831746011,0.00217075225352101,0.00980010370221757,12112,124,101,2949,124,24,"rel_downstream_deployer + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.168603934661808,0.130801309594973,TRUE,FALSE,"negative"
"single_or_bundle","main","car_mm_spy_0_15","year","rel_competitor",0.00566431629684405,0.00467153334251605,0.227638090515629,12112,124,101,746,123,7,"rel_competitor + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.622744846493465,0.528078720073383,FALSE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_15","year","rel_is_investor",0.00975346925348913,0.00935646217243135,0.299256315064081,12112,124,101,89,45,5,"rel_is_investor + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.68548332727635,0.607987764114361,FALSE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_15","year","rel_is_owner",0.0106224973491773,0.0131110649153755,0.419393804551651,12112,124,101,53,32,5,"rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.767330002610224,0.700377661754596,FALSE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_15","year","upstream_any",0.0128139426743965,0.00505549089588808,0.0125105512359966,12112,124,101,3250,124,29,"upstream_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.1754091474495,0.137662910545694,TRUE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_15","year","downstream_any",-0.00760888413236259,0.00358004051558782,0.0355564031882063,12112,124,101,4920,124,40,"downstream_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.256799778976287,0.205854387129407,TRUE,FALSE,"negative"
"single_or_bundle","main","car_mm_spy_0_15","year","related_any",0.00164081543607521,0.0027037243188427,0.545054233531196,12112,124,101,8173,124,69,"related_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.843818842428557,0.77295430819774,FALSE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_15","year","platform_bigtech",0.00306165529664763,0.00463786162703499,0.510395918159598,12112,124,101,869,123,9,"platform_bigtech + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.832619115653263,0.763081394792276,FALSE,FALSE,"positive"
"joint_core","main","car_mm_spy_0_1","event","rel_upstream_hardware",0.00203371143036839,0.00201035232089824,0.313705945629931,12112,124,101,2688,124,23,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.698022995557179,0.790218573218253,FALSE,FALSE,"positive"
"joint_core","main","car_mm_spy_0_1","event","rel_upstream_cloud",-0.00239699929969436,0.00253180578873202,0.345619998853388,12112,124,101,562,123,6,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.71797282457848,0.79194881037315,FALSE,FALSE,"negative"
"joint_core","main","car_mm_spy_0_1","event","rel_downstream_integrator",0.000328998632557204,0.00155161494322231,0.832429707371523,12112,124,101,1971,124,16,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.944936170127306,0.97312796492186,FALSE,FALSE,"positive"
"joint_core","main","car_mm_spy_0_1","event","rel_downstream_deployer",-0.000229069614720864,0.000750386477495312,0.760677387194915,12112,124,101,2949,124,24,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.908568019017834,0.951512054291724,FALSE,FALSE,"negative"
"joint_core","main","car_mm_spy_0_1","event","rel_competitor",0.00300368392327953,0.00214097366287291,0.163150284717098,12112,124,101,746,123,7,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.534371454549348,0.677488470435406,FALSE,FALSE,"positive"
"joint_core","main","car_mm_spy_0_1","event","rel_is_investor",-0.00155982290937193,0.00397257012121406,0.695258880345487,12112,124,101,89,45,5,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.899303122817836,0.947489211753713,FALSE,FALSE,"negative"
"joint_core","main","car_mm_spy_0_1","event","rel_is_owner",0.00793551279711064,0.00636285959859851,0.214707833623684,12112,124,101,53,32,5,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.612357457750258,0.749683145810015,FALSE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_1","event","rel_upstream_hardware",0.00192703241750134,0.00213763983469051,0.369096746536472,12112,124,101,2688,124,23,"rel_upstream_hardware + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.731790327705522,0.658643093471805,FALSE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_1","event","rel_upstream_cloud",-0.000595872690561197,0.00189197725432121,0.753335504195452,12112,124,101,562,123,6,"rel_upstream_cloud + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.907291536855644,0.863839669740131,FALSE,FALSE,"negative"
"single_or_bundle","main","car_mm_spy_0_1","event","rel_downstream_integrator",-0.000188295859308869,0.0017040899303874,0.912195769635725,12112,124,101,1971,124,16,"rel_downstream_integrator + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.97268459274719,0.955633663427902,FALSE,FALSE,"negative"
"single_or_bundle","main","car_mm_spy_0_1","event","rel_downstream_deployer",-0.000885616564445823,0.000846669809255999,0.297612288402482,12112,124,101,2949,124,24,"rel_downstream_deployer + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.684491549814881,0.606247254153204,FALSE,FALSE,"negative"
"single_or_bundle","main","car_mm_spy_0_1","event","rel_competitor",0.00093453784254831,0.00166974123833358,0.576708564656903,12112,124,101,746,123,7,"rel_competitor + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.856259329859066,0.77963835581118,FALSE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_1","event","rel_is_investor",-0.001388711193633,0.00379564907581404,0.715091148299806,12112,124,101,89,45,5,"rel_is_investor + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.902679161561885,0.845806734548157,FALSE,FALSE,"negative"
"single_or_bundle","main","car_mm_spy_0_1","event","rel_is_owner",0.00503314072794556,0.00600412531243374,0.40349929658957,12112,124,101,53,32,5,"rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.755087564096802,0.687377120296391,FALSE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_1","event","upstream_any",0.00166983797562798,0.00187583636341169,0.375105377492979,12112,124,101,3250,124,29,"upstream_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.737140744361198,0.664764163416784,FALSE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_1","event","downstream_any",-0.000770176385267039,0.00121340083655435,0.526786373569037,12112,124,101,4920,124,40,"downstream_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.83830242709001,0.769149460238799,FALSE,FALSE,"negative"
"single_or_bundle","main","car_mm_spy_0_1","event","related_any",0.000619613152070231,0.00085207251603739,0.468495311957537,12112,124,101,8173,124,69,"related_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.805521395072958,0.73355452551569,FALSE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_1","event","platform_bigtech",6.81564586850484e-05,0.0016645979123837,0.96740637150462,12112,124,101,869,123,9,"platform_bigtech + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(event_id)","",0.990307226108376,0.980780653138324,FALSE,FALSE,"positive"
"joint_core","main","car_mm_spy_0_1","year","rel_upstream_hardware",0.00199512932151438,0.00201183493701322,0.323292573199233,12112,124,101,2688,124,23,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.704992004555723,0.79194881037315,FALSE,FALSE,"positive"
"joint_core","main","car_mm_spy_0_1","year","rel_upstream_cloud",-0.00259893040811562,0.00255019973703045,0.310151760839881,12112,124,101,562,123,6,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.695381411519131,0.790218573218253,FALSE,FALSE,"negative"
"joint_core","main","car_mm_spy_0_1","year","rel_downstream_integrator",0.000303075431384786,0.00155139864247478,0.845436405348609,12112,124,101,1971,124,16,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.94701131637754,0.97312796492186,FALSE,FALSE,"positive"
"joint_core","main","car_mm_spy_0_1","year","rel_downstream_deployer",-0.000249995707114796,0.000749193870473556,0.739184508172356,12112,124,101,2949,124,24,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.90543409842679,0.950856094518166,FALSE,FALSE,"negative"
"joint_core","main","car_mm_spy_0_1","year","rel_competitor",0.00305645017444797,0.00216971306417904,0.161450127968304,12112,124,101,746,123,7,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.530999704348676,0.673310449580634,FALSE,FALSE,"positive"
"joint_core","main","car_mm_spy_0_1","year","rel_is_investor",-0.00170206556257407,0.00388374786030091,0.661971355307151,12112,124,101,89,45,5,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.888978977482171,0.945673364724501,FALSE,FALSE,"negative"
"joint_core","main","car_mm_spy_0_1","year","rel_is_owner",0.00869089456827846,0.00628074631849195,0.168945300902661,12112,124,101,53,32,5,"rel_upstream_hardware + rel_upstream_cloud + rel_downstream_integrator + rel_downstream_deployer + rel_competitor + rel_is_investor + rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.547963576677203,0.691891303300059,FALSE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_1","year","rel_upstream_hardware",0.00191114847281232,0.00213725414836078,0.372957332650325,12112,124,101,2688,124,23,"rel_upstream_hardware + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.735674936987024,0.663525061707602,FALSE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_1","year","rel_upstream_cloud",-0.000697627663710826,0.00190204056084673,0.714414425073492,12112,124,101,562,123,6,"rel_upstream_cloud + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.902536976010728,0.845655814460552,FALSE,FALSE,"negative"
"single_or_bundle","main","car_mm_spy_0_1","year","rel_downstream_integrator",-0.000204691103560573,0.00170355894640353,0.904556419639488,12112,124,101,1971,124,16,"rel_downstream_integrator + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.969328875691857,0.95086476876779,FALSE,FALSE,"negative"
"single_or_bundle","main","car_mm_spy_0_1","year","rel_downstream_deployer",-0.000881494784548837,0.000847353417737787,0.30024492575384,12112,124,101,2949,124,24,"rel_downstream_deployer + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.68637395924821,0.609192602978806,FALSE,FALSE,"negative"
"single_or_bundle","main","car_mm_spy_0_1","year","rel_competitor",0.000851552428470033,0.00168489898495031,0.614180505048179,12112,124,101,746,123,7,"rel_competitor + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.868483259458318,0.794154473362045,FALSE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_1","year","rel_is_investor",-0.00164072983107779,0.00370586657910002,0.658732514076725,12112,124,101,89,45,5,"rel_is_investor + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.887401682557474,0.821420616382593,FALSE,FALSE,"negative"
"single_or_bundle","main","car_mm_spy_0_1","year","rel_is_owner",0.00568628248716406,0.00587653342326797,0.335130312012729,12112,124,101,53,32,5,"rel_is_owner + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.711190827516701,0.637690283123382,FALSE,FALSE,"positive"
"single_or_bundle","main","car_mm_spy_0_1","year","upstream_any",0.00163296596533872,0.0018752092816519,0.385549970987434,12112,124,101,3250,124,29,"upstream_any + size_log_assets + bm_ratio + bm_missing + volatility + momentum + factor(release_year)","",0.743560598004084,0.67394660081799,FALSE,FALSE,"positive"
