"set_type","role","role_label","spec","outcome","term","coef","se","p_value","ci_lo","ci_hi","n","events","r_squared","coef_pct","se_pct"
"flag","positive_exposure","正向商业暴露","controls_cost_speed","mkt_car_20","z_low_ttft",-0.0452821442091575,0.00909149159257307,9.80887252712976e-06,-0.0635933482357407,-0.0269709401825743,196,46,0.297973398627786,-4.52821442091575,0.909149159257307
"flag","positive_exposure","正向商业暴露","controls_sentiment","mkt_car_20","z_intelligence",0.0148936014149863,0.0144416365021512,0.309281122915965,-0.0143953949393669,0.0441825977693396,160,37,0.231556581604894,1.48936014149863,1.44416365021512
"flag","positive_exposure","正向商业暴露","controls_sentiment","mkt_car_20","z_sent_w5",-0.00438258611749073,0.0125707367286387,0.72939487077515,-0.0298772218647475,0.0211120496297661,160,37,0.231556581604894,-0.438258611749073,1.25707367286387
"flag","positive_exposure","正向商业暴露","controls_sentiment","mkt_car_20","z_intelligence:z_sent_w5",-0.00753045731463754,0.0137452378204895,0.587169633767557,-0.0354070916804219,0.0203461770511468,160,37,0.231556581604894,-0.753045731463754,1.37452378204895
"flag","any_relation","任一关系","controls_open_interaction","mkt_car_20","z_intelligence",0.0257152591558967,0.00595955663841545,8.38421707273008e-05,0.0137192938269192,0.0377112244848742,1568,47,0.344334104960815,2.57152591558967,0.595955663841545
"flag","any_relation","任一关系","controls_open_interaction","mkt_car_20","is_open_weight_or_open_source",-0.0162729797198831,0.0161397913528435,0.318607796744462,-0.0487606947014996,0.0162147352617334,1568,47,0.344334104960815,-1.62729797198831,1.61397913528435
"flag","any_relation","任一关系","controls_open_interaction","mkt_car_20","z_intelligence:is_open_weight_or_open_source",-0.0408536859369287,0.0138789089756031,0.00507103880861864,-0.0687904807317236,-0.0129168911421338,1568,47,0.344334104960815,-4.08536859369287,1.38789089756031
"flag","any_relation","任一关系","controls_cost_speed","mkt_car_20","z_intelligence",-0.00130502270791372,0.0085567115163829,0.879448158889605,-0.018528789660464,0.0159187442446366,1568,47,0.34773909899371,-0.130502270791372,0.85567115163829
"flag","any_relation","任一关系","controls_cost_speed","mkt_car_20","z_low_price",-0.000576438563604087,0.00464479788251928,0.901773558857256,-0.00992593177919743,0.00877305465198926,1568,47,0.34773909899371,-0.0576438563604087,0.464479788251928
"flag","any_relation","任一关系","controls_cost_speed","mkt_car_20","z_speed",-0.00162302114834202,0.00442098139667798,0.715214668466,-0.0105219951446198,0.00727595284793574,1568,47,0.34773909899371,-0.162302114834202,0.442098139667798
"flag","any_relation","任一关系","controls_cost_speed","mkt_car_20","z_low_ttft",-0.0274505595645301,0.00665969729089687,0.000155269909315446,-0.040855834931512,-0.0140452841975481,1568,47,0.34773909899371,-2.74505595645301,0.665969729089687
"flag","any_relation","任一关系","controls_sentiment","mkt_car_20","z_intelligence",0.018747864335233,0.00696805609432707,0.0106421926504451,0.00462924159494348,0.0328664870755226,1266,38,0.310491127826565,1.8747864335233,0.696805609432707
"flag","any_relation","任一关系","controls_sentiment","mkt_car_20","z_sent_w5",-0.00696623527214217,0.00548394271531703,0.211909127640026,-0.0180777586696009,0.00414528812531658,1266,38,0.310491127826565,-0.696623527214217,0.548394271531703
"flag","any_relation","任一关系","controls_sentiment","mkt_car_20","z_intelligence:z_sent_w5",0.00476837534647339,0.00657491827946901,0.472868685916858,-0.00855367451641904,0.0180904252093658,1266,38,0.310491127826565,0.476837534647339,0.657491827946901
"exclusive","owner","互斥 发布方或所有者","controls_open_interaction","mkt_car_20","z_intelligence",0.091961885252558,0.0467634842875188,0.0632693423661945,-0.00558503363799785,0.189508804143114,21,21,0.683076147885317,9.1961885252558,4.67634842875188
