date,Mkt_RF,Mkt_RF_decimal,SMB,SMB_decimal,HML,HML_decimal,RF,RF_decimal
2022-02-16,-0.02,-0.0002,-0.1,-0.001,0.32,0.0032,0.0,0.0
2022-02-17,-2.29,-0.0229,-0.3,-0.003,1.15,0.0115,0.0,0.0
2022-02-18,-0.85,-0.0085,-0.09,-0.0009,0.95,0.0095,0.0,0.0
2022-02-22,-1.17,-0.011699999999999999,-0.48,-0.0048,0.09,0.0009,0.0,0.0
2022-02-23,-1.95,-0.0195,-0.2,-0.002,1.25,0.0125,0.0,0.0
2022-02-24,1.87,0.0187,1.5,0.015,-3.88,-0.0388,0.0,0.0
2022-02-25,2.24,0.022400000000000003,-0.42,-0.0042,1.19,0.011899999999999999,0.0,0.0
2022-02-28,0.03,0.0003,0.63,0.0063,-0.46,-0.0046,0.0,0.0
2022-03-01,-1.55,-0.0155,-0.11,-0.0011,-0.85,-0.0085,0.0,0.0
2022-03-02,1.82,0.0182,0.46,0.0046,1.3,0.013000000000000001,0.0,0.0
2022-03-03,-0.86,-0.0086,-0.57,-0.005699999999999999,1.51,0.0151,0.0,0.0
2022-03-04,-1.09,-0.0109,-0.67,-0.0067,0.72,0.0072,0.0,0.0
2022-03-07,-3.14,-0.031400000000000004,0.58,0.0058,0.89,0.0089,0.0,0.0
2022-03-08,-0.53,-0.0053,1.03,0.0103,0.3,0.003,0.0,0.0
2022-03-09,2.79,0.0279,0.36,0.0036,-2.17,-0.0217,0.0,0.0
2022-03-10,-0.47,-0.004699999999999999,0.11,0.0011,1.18,0.0118,0.0,0.0
2022-03-11,-1.48,-0.0148,-0.44,-0.0044,1.76,0.0176,0.0,0.0
2022-03-14,-1.04,-0.0104,-1.34,-0.0134,1.79,0.0179,0.0,0.0
2022-03-15,2.15,0.0215,-0.15,-0.0015,-2.37,-0.023700000000000002,0.0,0.0
2022-03-16,2.6,0.026000000000000002,0.8,0.008,-1.85,-0.018500000000000003,0.0,0.0
2022-03-17,1.42,0.014199999999999999,0.29,0.0029,-1.06,-0.0106,0.0,0.0
2022-03-18,1.32,0.0132,0.28,0.0028000000000000004,-1.87,-0.0187,0.0,0.0
2022-03-21,-0.17,-0.0017000000000000001,-1.12,-0.011200000000000002,1.64,0.016399999999999998,0.0,0.0
2022-03-22,1.3,0.013000000000000001,0.05,0.0005,-1.19,-0.011899999999999999,0.0,0.0
2022-03-23,-1.25,-0.0125,-0.64,-0.0064,0.4,0.004,0.0,0.0
2022-03-24,1.42,0.014199999999999999,-0.08,-0.0008,-0.82,-0.008199999999999999,0.0,0.0
2022-03-25,0.28,0.0028000000000000004,-0.59,-0.0059,2.19,0.0219,0.0,0.0
2022-03-28,0.73,0.0073,-0.56,-0.005600000000000001,-1.72,-0.0172,0.0,0.0
2022-03-29,1.43,0.0143,1.53,0.015300000000000001,-1.92,-0.0192,0.0,0.0
2022-03-30,-0.82,-0.008199999999999999,-1.29,-0.0129,0.4,0.004,0.0,0.0
2022-03-31,-1.54,-0.0154,0.72,0.0072,-0.45,-0.0045000000000000005,0.0,0.0
2022-04-01,0.39,0.0039000000000000003,0.7,0.006999999999999999,-0.61,-0.0060999999999999995,0.0,0.0
2022-04-04,0.93,0.009300000000000001,-0.06,-0.0006,-1.86,-0.018600000000000002,0.0,0.0
2022-04-05,-1.53,-0.015300000000000001,-0.96,-0.0096,0.82,0.008199999999999999,0.0,0.0
2022-04-06,-1.23,-0.0123,-0.66,-0.0066,1.08,0.0108,0.0,0.0
2022-04-07,0.34,0.0034000000000000002,-0.61,-0.0060999999999999995,-0.12,-0.0012,0.0,0.0
2022-04-08,-0.38,-0.0038,-0.99,-0.009899999999999999,2.27,0.0227,0.0,0.0
2022-04-11,-1.54,-0.0154,0.29,0.0029,1.05,0.0105,0.0,0.0
2022-04-12,-0.29,-0.0029,0.54,0.0054,0.47,0.004699999999999999,0.0,0.0
2022-04-13,1.39,0.0139,0.92,0.0092,-0.71,-0.0070999999999999995,0.0,0.0
2022-04-14,-1.28,-0.0128,0.02,0.0002,1.43,0.0143,0.0,0.0
2022-04-18,-0.19,-0.0019,-0.81,-0.008100000000000001,1.8,0.018000000000000002,0.0,0.0
2022-04-19,1.76,0.0176,0.59,0.0059,-0.97,-0.0097,0.0,0.0
2022-04-20,-0.27,-0.0027,0.2,0.002,1.26,0.0126,0.0,0.0
2022-04-21,-1.73,-0.0173,-0.73,-0.0073,0.41,0.0040999999999999995,0.0,0.0
2022-04-22,-2.74,-0.0274,0.33,0.0033,-0.18,-0.0018,0.0,0.0
2022-04-25,0.7,0.006999999999999999,0.44,0.0044,-1.86,-0.018600000000000002,0.0,0.0
2022-04-26,-2.99,-0.029900000000000003,-0.68,-0.0068000000000000005,1.8,0.018000000000000002,0.0,0.0
2022-04-27,0.13,0.0013,-0.61,-0.0060999999999999995,0.34,0.0034000000000000002,0.0,0.0
2022-04-28,2.45,0.0245,-0.19,-0.0019,-0.42,-0.0042,0.0,0.0
2022-04-29,-3.54,-0.0354,0.74,0.0074,0.61,0.0060999999999999995,0.0,0.0
2022-05-02,0.8,0.008,0.6,0.006,-1.16,-0.0116,0.0,0.0
2022-05-03,0.41,0.0040999999999999995,-0.17,-0.0017000000000000001,1.65,0.0165,0.0,0.0
2022-05-04,3.01,0.0301,-0.45,-0.0045000000000000005,0.24,0.0024,0.0,0.0
2022-05-05,-3.8,-0.038,-0.79,-0.0079,2.37,0.023700000000000002,0.0,0.0
2022-05-06,-0.85,-0.0085,-1.34,-0.0134,1.84,0.0184,0.0,0.0
2022-05-09,-3.52,-0.0352,-0.51,-0.0051,1.33,0.013300000000000001,0.0,0.0
2022-05-10,0.22,0.0022,-0.22,-0.0022,-1.22,-0.012199999999999999,0.0,0.0
2022-05-11,-1.93,-0.019299999999999998,-1.13,-0.0113,2.61,0.026099999999999998,0.0,0.0
2022-05-12,0.15,0.0015,1.29,0.0129,-1.23,-0.0123,0.0,0.0
2022-05-13,2.74,0.0274,0.88,0.0088,-2.18,-0.0218,0.0,0.0
2022-05-16,-0.59,-0.0059,-0.2,-0.002,1.31,0.0131,0.0,0.0
2022-05-17,2.13,0.0213,0.96,0.0096,-0.05,-0.0005,0.0,0.0
2022-05-18,-4.06,-0.0406,0.21,0.0021,1.54,0.0154,0.0,0.0
2022-05-19,-0.34,-0.0034000000000000002,0.49,0.0049,-0.8,-0.008,0.0,0.0
2022-05-20,-0.05,-0.0005,-0.11,-0.0011,-0.19,-0.0019,0.0,0.0
2022-05-23,1.75,0.0175,-1.06,-0.0106,1.31,0.0131,0.0,0.0
2022-05-24,-1.21,-0.0121,-0.92,-0.0092,1.83,0.0183,0.0,0.0
2022-05-25,1.21,0.0121,0.79,0.0079,0.2,0.002,0.0,0.0
2022-05-26,2.18,0.0218,0.19,0.0019,-0.61,-0.0060999999999999995,0.0,0.0
2022-05-27,2.58,0.0258,0.36,0.0036,-1.28,-0.0128,0.0,0.0
2022-05-31,-0.71,-0.0070999999999999995,-0.5,-0.005,0.46,0.0046,0.0,0.0
2022-06-01,-0.74,-0.0074,0.2,0.002,0.8,0.008,0.0,0.0
2022-06-02,2.08,0.0208,0.84,0.0084,-2.08,-0.0208,0.0,0.0
2022-06-03,-1.63,-0.0163,0.85,0.0085,0.55,0.0055000000000000005,0.0,0.0
2022-06-06,0.33,0.0033,-0.02,-0.0002,0.66,0.0066,0.0,0.0
2022-06-07,1.0,0.01,0.33,0.0033,-0.15,-0.0015,0.0,0.0
2022-06-08,-1.02,-0.0102,-0.09,-0.0009,-0.52,-0.0052,0.0,0.0
2022-06-09,-2.43,-0.024300000000000002,0.32,0.0032,0.26,0.0026,0.0,0.0
2022-06-10,-3.0,-0.03,0.09,0.0009,0.66,0.0066,0.0,0.0
2022-06-13,-4.12,-0.0412,-0.65,-0.006500000000000001,0.6,0.006,0.0,0.0
2022-06-14,-0.26,-0.0026,0.22,0.0022,0.11,0.0011,0.0,0.0
2022-06-15,1.55,0.0155,0.28,0.0028000000000000004,-1.67,-0.0167,0.0,0.0
2022-06-16,-3.52,-0.0352,-1.18,-0.0118,0.0,0.0,0.0,0.0
2022-06-17,0.45,0.0045000000000000005,1.11,0.0111,-2.68,-0.0268,0.0,0.0
2022-06-21,2.38,0.023799999999999998,-0.76,-0.0076,0.24,0.0024,0.0,0.0
2022-06-22,-0.19,-0.0019,0.2,0.002,-1.82,-0.0182,0.0,0.0
2022-06-23,1.12,0.011200000000000002,0.8,0.008,-3.89,-0.038900000000000004,0.0,0.0
2022-06-24,3.13,0.0313,-0.39,-0.0039000000000000003,-0.01,-0.0001,0.0,0.0
2022-06-27,-0.27,-0.0027,0.56,0.005600000000000001,1.25,0.0125,0.0,0.0
2022-06-28,-2.09,-0.0209,-0.36,-0.0036,2.4,0.024,0.0,0.0
2022-06-29,-0.19,-0.0019,-0.44,-0.0044,-1.33,-0.013300000000000001,0.0,0.0
2022-06-30,-0.96,-0.0096,0.41,0.0040999999999999995,-0.14,-0.0014000000000000002,0.0,0.0
2022-07-01,1.15,0.0115,0.03,0.0003,0.12,0.0012,0.0,0.0
2022-07-05,0.48,0.0048,1.83,0.0183,-3.34,-0.0334,0.0,0.0
2022-07-06,0.17,0.0017000000000000001,-0.75,-0.0075,-0.76,-0.0076,0.0,0.0
2022-07-07,1.76,0.0176,0.98,0.0098,-0.95,-0.0095,0.0,0.0
2022-07-08,-0.07,-0.0007000000000000001,0.12,0.0012,-0.08,-0.0008,0.0,0.0
2022-07-11,-1.38,-0.0138,-1.32,-0.0132,1.61,0.0161,0.0,0.0
2022-07-12,-0.89,-0.0089,0.74,0.0074,0.52,0.0052,0.0,0.0
2022-07-13,-0.39,-0.0039000000000000003,0.44,0.0044,-0.41,-0.0040999999999999995,0.0,0.0
2022-07-14,-0.41,-0.0040999999999999995,-0.26,-0.0026,-1.01,-0.0101,0.0,0.0
2022-07-15,1.96,0.0196,-0.06,-0.0006,0.5,0.005,0.0,0.0
2022-07-18,-0.71,-0.0070999999999999995,0.22,0.0022,1.01,0.0101,0.0,0.0
2022-07-19,2.81,0.0281,0.89,0.0089,-0.54,-0.0054,0.0,0.0
2022-07-20,0.89,0.0089,1.5,0.015,-1.32,-0.0132,0.0,0.0
2022-07-21,0.97,0.0097,0.01,0.0001,-1.61,-0.0161,0.0,0.0
2022-07-22,-1.18,-0.0118,-1.09,-0.0109,1.39,0.0139,0.0,0.0
2022-07-25,0.12,0.0012,-0.3,-0.003,1.65,0.0165,0.0,0.0
2022-07-26,-1.32,-0.0132,0.09,0.0009,1.07,0.010700000000000001,0.0,0.0
2022-07-27,2.72,0.027200000000000002,0.49,0.0049,-1.27,-0.0127,0.0,0.0
2022-07-28,1.19,0.011899999999999999,0.11,0.0011,-0.91,-0.0091,0.0,0.0
2022-07-29,1.45,0.014499999999999999,-0.94,-0.009399999999999999,0.45,0.0045000000000000005,0.0,0.0
2022-08-01,-0.2,-0.002,0.32,0.0032,-0.24,-0.0024,0.01,0.0001
2022-08-02,-0.5,-0.005,0.91,0.0091,-1.41,-0.0141,0.01,0.0001
2022-08-03,1.67,0.0167,0.75,0.0075,-1.95,-0.0195,0.01,0.0001
2022-08-04,-0.05,-0.0005,0.84,0.0084,-1.65,-0.0165,0.01,0.0001
2022-08-05,-0.04,-0.0004,0.87,0.0087,-0.05,-0.0005,0.01,0.0001
2022-08-08,0.0,0.0,0.93,0.009300000000000001,-0.09,-0.0009,0.01,0.0001
2022-08-09,-0.67,-0.0067,-1.8,-0.018000000000000002,2.1,0.021,0.01,0.0001
2022-08-10,2.35,0.0235,1.14,0.011399999999999999,-1.62,-0.016200000000000003,0.01,0.0001
2022-08-11,-0.07,-0.0007000000000000001,-0.25,-0.0025,1.67,0.0167,0.01,0.0001
2022-08-12,1.76,0.0176,0.65,0.006500000000000001,-0.79,-0.0079,0.01,0.0001
2022-08-15,0.38,0.0038,0.14,0.0014000000000000002,-0.61,-0.0060999999999999995,0.01,0.0001
2022-08-16,0.19,0.0019,-0.34,-0.0034000000000000002,0.7,0.006999999999999999,0.01,0.0001
2022-08-17,-0.92,-0.0092,-1.17,-0.011699999999999999,1.04,0.0104,0.01,0.0001
2022-08-18,0.27,0.0027,0.19,0.0019,0.45,0.0045000000000000005,0.01,0.0001
2022-08-19,-1.49,-0.0149,-1.17,-0.011699999999999999,0.98,0.0098,0.01,0.0001
2022-08-22,-2.13,-0.0213,-0.18,-0.0018,0.34,0.0034000000000000002,0.01,0.0001
2022-08-23,-0.11,-0.0011,0.02,0.0002,0.31,0.0031,0.01,0.0001
2022-08-24,0.39,0.0039000000000000003,0.65,0.006500000000000001,-0.62,-0.0062,0.01,0.0001
2022-08-25,1.45,0.014499999999999999,0.17,0.0017000000000000001,-0.01,-0.0001,0.01,0.0001
2022-08-26,-3.37,-0.0337,-0.55,-0.0055000000000000005,1.66,0.0166,0.01,0.0001
2022-08-29,-0.71,-0.0070999999999999995,-0.58,-0.0058,0.44,0.0044,0.01,0.0001
2022-08-30,-1.11,-0.0111,-0.25,-0.0025,-0.22,-0.0022,0.01,0.0001
2022-08-31,-0.75,-0.0075,0.29,0.0029,-0.46,-0.0046,0.01,0.0001
2022-09-01,0.0,0.0,-1.11,-0.0111,-0.28,-0.0028000000000000004,0.01,0.0001
2022-09-02,-0.99,-0.009899999999999999,-0.06,-0.0006,1.03,0.0103,0.01,0.0001
2022-09-06,-0.51,-0.0051,-0.45,-0.0045000000000000005,-0.54,-0.0054,0.01,0.0001
2022-09-07,1.92,0.0192,0.71,0.0070999999999999995,-1.53,-0.015300000000000001,0.01,0.0001
2022-09-08,0.78,0.0078000000000000005,-0.08,-0.0008,-0.18,-0.0018,0.01,0.0001
2022-09-09,1.67,0.0167,0.52,0.0052,-0.51,-0.0051,0.01,0.0001
2022-09-12,1.07,0.010700000000000001,0.28,0.0028000000000000004,-0.17,-0.0017000000000000001,0.01,0.0001
2022-09-13,-4.29,-0.0429,-0.17,-0.0017000000000000001,1.41,0.0141,0.01,0.0001
2022-09-14,0.44,0.0044,-0.02,-0.0002,-0.32,-0.0032,0.01,0.0001
2022-09-15,-1.04,-0.0104,0.34,0.0034000000000000002,0.61,0.0060999999999999995,0.01,0.0001
2022-09-16,-0.98,-0.0098,-0.84,-0.0084,0.86,0.0086,0.01,0.0001
2022-09-19,0.72,0.0072,-0.16,-0.0016,0.68,0.0068000000000000005,0.01,0.0001
2022-09-20,-1.15,-0.0115,-0.21,-0.0021,0.03,0.0003,0.01,0.0001
2022-09-21,-1.68,-0.0168,0.37,0.0037,0.06,0.0006,0.01,0.0001
2022-09-22,-1.14,-0.011399999999999999,-1.34,-0.0134,0.44,0.0044,0.01,0.0001
2022-09-23,-1.85,-0.018500000000000003,-0.25,-0.0025,-0.8,-0.008,0.01,0.0001
2022-09-26,-1.02,-0.0102,0.18,0.0018,-0.75,-0.0075,0.01,0.0001
2022-09-27,-0.04,-0.0004,0.65,0.006500000000000001,-0.97,-0.0097,0.01,0.0001
2022-09-28,2.14,0.021400000000000002,0.9,0.009000000000000001,-0.36,-0.0036,0.01,0.0001
2022-09-29,-2.16,-0.0216,-0.5,-0.005,0.92,0.0092,0.01,0.0001
2022-09-30,-1.43,-0.0143,0.5,0.005,0.27,0.0027,0.01,0.0001
2022-10-03,2.56,0.0256,-0.3,-0.003,0.7,0.006999999999999999,0.01,0.0001
2022-10-04,3.29,0.0329,0.8,0.008,-0.09,-0.0009,0.01,0.0001
2022-10-05,-0.21,-0.0021,-0.35,-0.0034999999999999996,0.04,0.0004,0.01,0.0001
2022-10-06,-0.85,-0.0085,0.52,0.0052,0.12,0.0012,0.01,0.0001
2022-10-07,-2.9,-0.028999999999999998,-0.62,-0.0062,1.68,0.0168,0.01,0.0001
2022-10-10,-0.8,-0.008,0.05,0.0005,0.76,0.0076,0.01,0.0001
2022-10-11,-0.7,-0.006999999999999999,0.55,0.0055000000000000005,0.33,0.0033,0.01,0.0001
2022-10-12,-0.27,-0.0027,0.07,0.0007000000000000001,0.04,0.0004,0.01,0.0001
2022-10-13,2.41,0.0241,-0.62,-0.0062,1.57,0.015700000000000002,0.01,0.0001
2022-10-14,-2.45,-0.0245,-0.45,-0.0045000000000000005,1.23,0.0123,0.01,0.0001
2022-10-17,2.74,0.0274,0.69,0.0069,-1.41,-0.0141,0.01,0.0001
2022-10-18,1.19,0.011899999999999999,-0.1,-0.001,-0.02,-0.0002,0.01,0.0001
2022-10-19,-0.87,-0.0087,-1.33,-0.013300000000000001,1.19,0.011899999999999999,0.01,0.0001
2022-10-20,-0.8,-0.008,-0.28,-0.0028000000000000004,-0.45,-0.0045000000000000005,0.01,0.0001
2022-10-21,2.3,0.023,-0.19,-0.0019,0.09,0.0009,0.01,0.0001
2022-10-24,1.03,0.0103,-0.71,-0.0070999999999999995,0.47,0.004699999999999999,0.01,0.0001
2022-10-25,1.78,0.0178,1.35,0.013500000000000002,-1.53,-0.015300000000000001,0.01,0.0001
2022-10-26,-0.66,-0.0066,0.42,0.0042,0.89,0.0089,0.01,0.0001
2022-10-27,-0.54,-0.0054,0.33,0.0033,1.08,0.0108,0.01,0.0001
2022-10-28,2.33,0.0233,-0.03,-0.0003,-0.34,-0.0034000000000000002,0.01,0.0001
2022-10-31,-0.68,-0.0068000000000000005,0.38,0.0038,0.73,0.0073,0.01,0.0001
2022-11-01,-0.35,-0.0034999999999999996,0.16,0.0016,0.8,0.008,0.01,0.0001
2022-11-02,-2.67,-0.026699999999999998,-1.2,-0.012,1.6,0.016,0.01,0.0001
2022-11-03,-1.03,-0.0103,0.28,0.0028000000000000004,0.28,0.0028000000000000004,0.01,0.0001
2022-11-04,1.16,0.0116,-0.62,-0.0062,1.28,0.0128,0.01,0.0001
2022-11-07,0.87,0.0087,-0.5,-0.005,0.6,0.006,0.01,0.0001
2022-11-08,0.51,0.0051,-0.47,-0.004699999999999999,-0.4,-0.004,0.01,0.0001
2022-11-09,-2.24,-0.022400000000000003,-0.63,-0.0063,0.55,0.0055000000000000005,0.01,0.0001
2022-11-10,5.68,0.056799999999999996,1.61,0.0161,-3.09,-0.030899999999999997,0.01,0.0001
2022-11-11,1.06,0.0106,0.28,0.0028000000000000004,-1.05,-0.0105,0.01,0.0001
2022-11-14,-0.95,-0.0095,-0.36,-0.0036,0.35,0.0034999999999999996,0.01,0.0001
2022-11-15,1.03,0.0103,0.69,0.0069,-0.73,-0.0073,0.01,0.0001
2022-11-16,-1.02,-0.0102,-1.23,-0.0123,0.58,0.0058,0.01,0.0001
2022-11-17,-0.42,-0.0042,-0.53,-0.0053,0.56,0.005600000000000001,0.01,0.0001
2022-11-18,0.4,0.004,-0.16,-0.0016,0.11,0.0011,0.01,0.0001
2022-11-21,-0.52,-0.0052,-0.37,-0.0037,0.99,0.009899999999999999,0.01,0.0001
2022-11-22,1.36,0.013600000000000001,-0.52,-0.0052,0.44,0.0044,0.01,0.0001
2022-11-23,0.63,0.0063,0.02,0.0002,-0.93,-0.009300000000000001,0.01,0.0001
2022-11-25,-0.03,-0.0003,0.22,0.0022,0.43,0.0043,0.01,0.0001
2022-11-28,-1.55,-0.0155,-0.42,-0.0042,-0.19,-0.0019,0.01,0.0001
2022-11-29,-0.18,-0.0018,0.1,0.001,1.04,0.0104,0.01,0.0001
2022-11-30,3.12,0.031200000000000002,0.35,0.0034999999999999996,-2.08,-0.0208,0.01,0.0001
2022-12-01,-0.02,-0.0002,0.24,0.0024,-0.69,-0.0069,0.02,0.0002
2022-12-02,-0.08,-0.0008,0.91,0.0091,-0.56,-0.005600000000000001,0.02,0.0002
2022-12-05,-2.02,-0.0202,-0.6,-0.006,-0.54,-0.0054,0.02,0.0002
2022-12-06,-1.51,-0.0151,-0.25,-0.0025,1.14,0.011399999999999999,0.02,0.0002
2022-12-07,-0.24,-0.0024,-0.14,-0.0014000000000000002,-0.32,-0.0032,0.02,0.0002
2022-12-08,0.76,0.0076,0.2,0.002,-1.2,-0.012,0.02,0.0002
2022-12-09,-0.8,-0.008,-0.54,-0.0054,0.34,0.0034000000000000002,0.02,0.0002
2022-12-12,1.41,0.0141,-0.31,-0.0031,-0.16,-0.0016,0.02,0.0002
2022-12-13,0.66,0.0066,0.17,0.0017000000000000001,-0.77,-0.0077,0.02,0.0002
2022-12-14,-0.56,-0.005600000000000001,0.02,0.0002,-0.45,-0.0045000000000000005,0.02,0.0002
2022-12-15,-2.57,-0.025699999999999997,-0.38,-0.0038,1.39,0.0139,0.02,0.0002
2022-12-16,-1.02,-0.0102,0.52,0.0052,0.17,0.0017000000000000001,0.02,0.0002
2022-12-19,-1.0,-0.01,-0.78,-0.0078000000000000005,1.25,0.0125,0.02,0.0002
2022-12-20,0.13,0.0013,0.2,0.002,0.25,0.0025,0.02,0.0002
2022-12-21,1.53,0.015300000000000001,0.13,0.0013,-0.12,-0.0012,0.02,0.0002
2022-12-22,-1.52,-0.0152,0.08,0.0008,0.38,0.0038,0.02,0.0002
2022-12-23,0.52,0.0052,-0.61,-0.0060999999999999995,1.16,0.0116,0.02,0.0002
2022-12-27,-0.5,-0.005,-0.73,-0.0073,1.42,0.014199999999999999,0.02,0.0002
2022-12-28,-1.24,-0.0124,-0.24,-0.0024,-0.28,-0.0028000000000000004,0.02,0.0002
2022-12-29,1.87,0.0187,1.26,0.0126,-1.06,-0.0106,0.02,0.0002
2022-12-30,-0.22,-0.0022,0.13,0.0013,-0.04,-0.0004,0.02,0.0002
2023-01-03,-0.47,-0.004699999999999999,0.08,0.0008,-0.1,-0.001,0.02,0.0002
2023-01-04,0.81,0.008100000000000001,0.54,0.0054,0.05,0.0005,0.02,0.0002
2023-01-05,-1.14,-0.011399999999999999,-0.18,-0.0018,1.2,0.012,0.02,0.0002
2023-01-06,2.21,0.022099999999999998,-0.05,-0.0005,0.03,0.0003,0.02,0.0002
2023-01-09,0.03,0.0003,0.55,0.0055000000000000005,-1.23,-0.0123,0.02,0.0002
2023-01-10,0.79,0.0079,0.91,0.0091,-0.56,-0.005600000000000001,0.02,0.0002
2023-01-11,1.25,0.0125,0.17,0.0017000000000000001,-0.83,-0.0083,0.02,0.0002
2023-01-12,0.45,0.0045000000000000005,1.43,0.0143,-0.27,-0.0027,0.02,0.0002
2023-01-13,0.46,0.0046,0.3,0.003,-0.3,-0.003,0.02,0.0002
2023-01-17,-0.18,-0.0018,0.2,0.002,-0.55,-0.0055000000000000005,0.02,0.0002
2023-01-18,-1.55,-0.0155,0.03,0.0003,-0.71,-0.0070999999999999995,0.02,0.0002
2023-01-19,-0.86,-0.0086,-0.28,-0.0028000000000000004,0.84,0.0084,0.02,0.0002
2023-01-20,1.94,0.0194,0.14,0.0014000000000000002,-0.68,-0.0068000000000000005,0.02,0.0002
2023-01-23,1.28,0.0128,0.17,0.0017000000000000001,-0.99,-0.009899999999999999,0.02,0.0002
2023-01-24,-0.16,-0.0016,-0.22,-0.0022,0.18,0.0018,0.02,0.0002
2023-01-25,0.0,0.0,-0.05,-0.0005,0.69,0.0069,0.02,0.0002
2023-01-26,1.08,0.0108,-0.58,-0.0058,0.01,0.0001,0.02,0.0002
2023-01-27,0.34,0.0034000000000000002,0.63,0.0063,-1.13,-0.0113,0.02,0.0002
2023-01-30,-1.38,-0.0138,-0.12,-0.0012,0.74,0.0074,0.02,0.0002
2023-01-31,1.58,0.0158,1.02,0.0102,-0.06,-0.0006,0.02,0.0002
2023-02-01,1.19,0.011899999999999999,1.0,0.01,-1.65,-0.0165,0.02,0.0002
2023-02-02,1.54,0.0154,1.63,0.0163,-2.07,-0.0207,0.02,0.0002
2023-02-03,-1.08,-0.0108,0.08,0.0008,0.98,0.0098,0.02,0.0002
2023-02-06,-0.73,-0.0073,-0.82,-0.008199999999999999,0.43,0.0043,0.02,0.0002
2023-02-07,1.25,0.0125,-0.51,-0.0051,-0.04,-0.0004,0.02,0.0002
2023-02-08,-1.18,-0.0118,-0.68,-0.0068000000000000005,0.71,0.0070999999999999995,0.02,0.0002
2023-02-09,-0.94,-0.009399999999999999,-0.63,-0.0063,0.21,0.0021,0.02,0.0002
2023-02-10,0.12,0.0012,-0.69,-0.0069,1.5,0.015,0.02,0.0002
2023-02-13,1.14,0.011399999999999999,0.19,0.0019,-0.73,-0.0073,0.02,0.0002
2023-02-14,0.12,0.0012,0.16,0.0016,-0.68,-0.0068000000000000005,0.02,0.0002
2023-02-15,0.5,0.005,1.04,0.0104,-0.91,-0.0091,0.02,0.0002
2023-02-16,-1.37,-0.0137,-0.04,-0.0004,0.97,0.0097,0.02,0.0002
2023-02-17,-0.28,-0.0028000000000000004,0.68,0.0068000000000000005,-0.14,-0.0014000000000000002,0.02,0.0002
2023-02-21,-2.16,-0.0216,-1.25,-0.0125,0.88,0.0088,0.02,0.0002
2023-02-22,-0.04,-0.0004,0.52,0.0052,-0.46,-0.0046,0.02,0.0002
2023-02-23,0.47,0.004699999999999999,0.22,0.0022,-0.23,-0.0023,0.02,0.0002
2023-02-24,-1.08,-0.0108,-0.5,-0.005,1.26,0.0126,0.02,0.0002
2023-02-27,0.31,0.0031,0.16,0.0016,-0.3,-0.003,0.02,0.0002
2023-02-28,-0.26,-0.0026,0.62,0.0062,-0.69,-0.0069,0.02,0.0002
2023-03-01,-0.41,-0.0040999999999999995,0.2,0.002,0.62,0.0062,0.02,0.0002
2023-03-02,0.67,0.0067,-0.37,-0.0037,-0.44,-0.0044,0.02,0.0002
2023-03-03,1.61,0.0161,0.0,0.0,-0.54,-0.0054,0.02,0.0002
2023-03-06,-0.13,-0.0013,-1.62,-0.016200000000000003,-0.08,-0.0008,0.02,0.0002
2023-03-07,-1.45,-0.014499999999999999,0.74,0.0074,-0.67,-0.0067,0.02,0.0002
2023-03-08,0.08,0.0008,0.17,0.0017000000000000001,-0.39,-0.0039000000000000003,0.02,0.0002
2023-03-09,-2.02,-0.0202,-0.68,-0.0068000000000000005,-0.76,-0.0076,0.02,0.0002
2023-03-10,-1.68,-0.0168,-1.53,-0.015300000000000001,0.72,0.0072,0.02,0.0002
2023-03-13,-0.34,-0.0034000000000000002,-0.63,-0.0063,-3.6,-0.036000000000000004,0.02,0.0002
2023-03-14,1.72,0.0172,0.15,0.0015,-0.36,-0.0036,0.02,0.0002
2023-03-15,-0.79,-0.0079,-0.08,-0.0008,-1.84,-0.0184,0.02,0.0002
2023-03-16,1.76,0.0176,0.18,0.0018,-0.16,-0.0016,0.02,0.0002
2023-03-17,-1.21,-0.0121,-0.83,-0.0083,-1.63,-0.0163,0.02,0.0002
2023-03-20,0.84,0.0084,-0.61,-0.0060999999999999995,0.78,0.0078000000000000005,0.02,0.0002
2023-03-21,1.49,0.0149,0.45,0.0045000000000000005,0.73,0.0073,0.02,0.0002
2023-03-22,-1.74,-0.0174,-0.8,-0.008,-0.53,-0.0053,0.02,0.0002
2023-03-23,0.21,0.0021,-0.19,-0.0019,-1.54,-0.0154,0.02,0.0002
2023-03-24,0.46,0.0046,0.13,0.0013,0.71,0.0070999999999999995,0.02,0.0002
2023-03-27,0.28,0.0028000000000000004,0.22,0.0022,1.03,0.0103,0.02,0.0002
2023-03-28,-0.17,-0.0017000000000000001,-0.18,-0.0018,0.75,0.0075,0.02,0.0002
2023-03-29,1.39,0.0139,-0.3,-0.003,-0.54,-0.0054,0.02,0.0002
2023-03-30,0.51,0.0051,-0.55,-0.0055000000000000005,-0.6,-0.006,0.02,0.0002
2023-03-31,1.53,0.015300000000000001,0.67,0.0067,-0.76,-0.0076,0.02,0.0002
2023-04-03,0.28,0.0028000000000000004,-0.47,-0.004699999999999999,0.79,0.0079,0.02,0.0002
2023-04-04,-0.72,-0.0072,-0.96,-0.0096,-0.72,-0.0072,0.02,0.0002
2023-04-05,-0.39,-0.0039000000000000003,-1.39,-0.0139,1.4,0.013999999999999999,0.02,0.0002
