"mode","x_var","y_var","controls","subsample","year_fe","n","n_events","estimate","std.error","p.value","conf.low","conf.high","sig_05","sig_10"
"relationship_x","upstream_hardware","car_3","none","text_or_reason",TRUE,3949,47,0.00259535300371735,0.00397187411687684,0.516730353299636,-0.00539961492560604,0.0105903209330407,FALSE,FALSE
"relationship_x","upstream_hardware","car_3","none","media_gen",FALSE,1096,13,0.00319502174714022,0.00448046352349154,0.489419319164034,-0.00656706966069919,0.0129571131549796,FALSE,FALSE
"relationship_x","upstream_hardware","car_3","none","media_gen",TRUE,1096,13,0.00321533418651794,0.00447776515116168,0.486461638425617,-0.00654087797306994,0.0129715463461058,FALSE,FALSE
"relationship_x","upstream_hardware","car_3","size","all",FALSE,5002,60,0.00260437963545111,0.0034078088018809,0.447770720778231,-0.00421463002652109,0.0094233892974233,FALSE,FALSE
"relationship_x","upstream_hardware","car_3","size","all",TRUE,5002,60,0.00256165282746499,0.00341635605574598,0.456342602221808,-0.00427445984998657,0.00939776550491655,FALSE,FALSE
"relationship_x","upstream_hardware","car_3","size","us_creator",FALSE,1840,22,0.0023631009126491,0.00458634074859241,0.611761561319038,-0.00717471680476238,0.0119009186300606,FALSE,FALSE
"relationship_x","upstream_hardware","car_3","size","us_creator",TRUE,1840,22,0.0023044768942911,0.00460478512607198,0.621960788722544,-0.00727169800588429,0.0118806517944665,FALSE,FALSE
"relationship_x","upstream_hardware","car_3","size","non_us_creator",FALSE,3162,38,0.00275549433510719,0.00467680569392677,0.559318997090631,-0.00672061411297885,0.0122316027831932,FALSE,FALSE
"relationship_x","upstream_hardware","car_3","size","non_us_creator",TRUE,3162,38,0.00269329794636737,0.00468898846261192,0.569181352559554,-0.00680749513580735,0.0121940910285421,FALSE,FALSE
"relationship_x","upstream_hardware","car_3","size","open_source",FALSE,1088,13,-0.0119245105185948,0.00843065914583828,0.182656942203653,-0.0302933388280986,0.006444317790909,FALSE,FALSE
"relationship_x","upstream_hardware","car_3","size","open_source",TRUE,1088,13,-0.0119437847586216,0.00844075948338458,0.182487502717521,-0.0303346198131553,0.00644705029591201,FALSE,FALSE
"relationship_x","upstream_hardware","car_3","size","closed_source",FALSE,3914,47,0.00655506086519038,0.00347387252741329,0.0654857484209999,-0.000437481856446938,0.0135476035868277,FALSE,TRUE
"relationship_x","upstream_hardware","car_3","size","closed_source",TRUE,3914,47,0.00652041741826307,0.00348268908598345,0.0675389415180621,-0.000489872115317744,0.0135307069518439,FALSE,TRUE
"relationship_x","upstream_hardware","car_3","size","text_or_reason",FALSE,3915,47,0.0022772178580486,0.00415324787194765,0.586138522756973,-0.00608283650461631,0.0106372722207135,FALSE,FALSE
"relationship_x","upstream_hardware","car_3","size","text_or_reason",TRUE,3915,47,0.00223483768641819,0.00416412096697032,0.594068844424962,-0.00614710308136449,0.0106167784542009,FALSE,FALSE
"relationship_x","upstream_hardware","car_3","size","media_gen",FALSE,1087,13,0.00377647009581758,0.00470865537284881,0.438132013994743,-0.00648280864102693,0.0140357488326621,FALSE,FALSE
"relationship_x","upstream_hardware","car_3","size","media_gen",TRUE,1087,13,0.00370604469320217,0.00473897404630563,0.449350000518048,-0.00661929275834856,0.0140313821447529,FALSE,FALSE
"relationship_x","upstream_hardware","car_3","full","all",FALSE,4823,60,0.00206942556068382,0.00361940979222393,0.569658099165841,-0.00517299670496368,0.00931184782633132,FALSE,FALSE
"relationship_x","upstream_hardware","car_3","full","all",TRUE,4823,60,0.00207292325575891,0.00361136412997317,0.568149664779009,-0.00515339967691115,0.00929924618842898,FALSE,FALSE
"relationship_x","upstream_hardware","car_3","full","us_creator",FALSE,1794,22,0.00222997463515543,0.00464775175633493,0.636331547677991,-0.00743555426417609,0.0118955035344869,FALSE,FALSE
"relationship_x","upstream_hardware","car_3","full","us_creator",TRUE,1794,22,0.00225302623496477,0.00465061565558907,0.633075563135768,-0.00741845846890557,0.0119245109388351,FALSE,FALSE
"relationship_x","upstream_hardware","car_3","full","non_us_creator",FALSE,3029,38,0.00200058495057765,0.00497640899081443,0.689986838393501,-0.00808257743956084,0.0120837473407161,FALSE,FALSE
