final_event_id,company_id,event_name,release_date,company,true_model_creator,potential_us_exposure_type
FMR-0001,005930 KS,LLaMA 3,2024-04-18,三星电子,Meta,publisher
FMR-0001,GOOGL,LLaMA 3,2024-04-18,Alphabet（谷歌）,Meta,publisher
FMR-0001,MU,LLaMA 3,2024-04-18,美光科技,Meta,publisher
FMR-0001,AMD,LLaMA 3,2024-04-18,AMD,Meta,publisher
FMR-0001,000660 KS,LLaMA 3,2024-04-18,SK海力士,Meta,publisher
FMR-0001,BABA,LLaMA 3,2024-04-18,阿里巴巴,Meta,publisher
FMR-0001,TSM,LLaMA 3,2024-04-18,台积电,Meta,publisher
FMR-0001,TSLA,LLaMA 3,2024-04-18,特斯拉,Meta,publisher
FMR-0001,AAPL,LLaMA 3,2024-04-18,苹果,Meta,publisher
FMR-0001,AVGO,LLaMA 3,2024-04-18,博通,Meta,publisher
FMR-0001,CSCO,LLaMA 3,2024-04-18,思科,Meta,publisher
FMR-0001,700 HK,LLaMA 3,2024-04-18,腾讯控股,Meta,publisher
FMR-0001,NVDA,LLaMA 3,2024-04-18,英伟达,Meta,publisher
FMR-0001,AMZN,LLaMA 3,2024-04-18,亚马逊,Meta,publisher
FMR-0001,PLTR,LLaMA 3,2024-04-18,Palantir,Meta,publisher
FMR-0001,IBM,LLaMA 3,2024-04-18,IBM,Meta,publisher
FMR-0001,MSFT,LLaMA 3,2024-04-18,微软,Meta,publisher
FMR-0001,META,LLaMA 3,2024-04-18,Meta（Facebook）,Meta,publisher
FMR-0001,SIE GR,LLaMA 3,2024-04-18,西门子（德国）,Meta,publisher
FMR-0001,CRM,LLaMA 3,2024-04-18,Salesforce,Meta,publisher
FMR-0001,NFLX,LLaMA 3,2024-04-18,Netflix,Meta,publisher
FMR-0001,ORCL,LLaMA 3,2024-04-18,Oracle,Meta,publisher
FMR-0001,INTC,LLaMA 3,2024-04-18,英特尔,Meta,publisher
FMR-0001,ACN,LLaMA 3,2024-04-18,埃森哲,Meta,publisher
FMR-0001,UBER,LLaMA 3,2024-04-18,Uber,Meta,publisher
FMR-0001,QCOM,LLaMA 3,2024-04-18,高通,Meta,publisher
FMR-0001,SHOP,LLaMA 3,2024-04-18,Shopify,Meta,publisher
FMR-0001,APP,LLaMA 3,2024-04-18,AppLovin,Meta,publisher
FMR-0001,NOW,LLaMA 3,2024-04-18,ServiceNow,Meta,publisher
FMR-0001,ADBE,LLaMA 3,2024-04-18,Adobe,Meta,publisher
FMR-0001,SNPS,LLaMA 3,2024-04-18,Synopsys,Meta,publisher
FMR-0001,CDNS,LLaMA 3,2024-04-18,Cadence Design Systems,Meta,publisher
FMR-0001,HUT,LLaMA 3,2024-04-18,Hut 8 Mining,Meta,publisher
FMR-0001,STX,LLaMA 3,2024-04-18,Seagate,Meta,publisher
FMR-0001,MRVL,LLaMA 3,2024-04-18,Marvell,Meta,publisher
FMR-0001,SNOW,LLaMA 3,2024-04-18,Snowflake,Meta,publisher
FMR-0001,3690 HK,LLaMA 3,2024-04-18,美团,Meta,publisher
FMR-0001,IFX GR,LLaMA 3,2024-04-18,英飞凌（德国）,Meta,publisher
FMR-0001,FTNT,LLaMA 3,2024-04-18,Fortinet,Meta,publisher
FMR-0001,5803 JP,LLaMA 3,2024-04-18,三菱电机（日本）,Meta,publisher
FMR-0001,NXPI,LLaMA 3,2024-04-18,恩智浦,Meta,publisher
FMR-0001,3443 TT,LLaMA 3,2024-04-18,创见资讯（台湾）,Meta,publisher
FMR-0001,6702 JP,LLaMA 3,2024-04-18,富士通（日本）,Meta,publisher
FMR-0001,TRI,LLaMA 3,2024-04-18,Thomson Reuters,Meta,publisher
FMR-0001,6701 JP,LLaMA 3,2024-04-18,NEC（日本）,Meta,publisher
FMR-0001,BIDU,LLaMA 3,2024-04-18,百度,Meta,publisher
FMR-0001,DDOG,LLaMA 3,2024-04-18,Datadog,Meta,publisher
FMR-0001,6954 JP,LLaMA 3,2024-04-18,松下（日本）,Meta,publisher
FMR-0001,WDAY,LLaMA 3,2024-04-18,Workday,Meta,publisher
FMR-0001,ERIC,LLaMA 3,2024-04-18,爱立信,Meta,publisher
FMR-0001,CRWV,LLaMA 3,2024-04-18,CareCloud,Meta,publisher
FMR-0001,TDC,LLaMA 3,2024-04-18,Teradata,Meta,publisher
FMR-0001,GEHC,LLaMA 3,2024-04-18,GE HealthCare,Meta,publisher
FMR-0001,TIETO FH,LLaMA 3,2024-04-18,Tietoevry（芬兰）,Meta,publisher
FMR-0001,EXPN LN,LLaMA 3,2024-04-18,Experian（英国）,Meta,publisher
FMR-0001,ZS,LLaMA 3,2024-04-18,Zscaler,Meta,publisher
FMR-0001,CYBR,LLaMA 3,2024-04-18,CyberArk,Meta,publisher
FMR-0001,STNE,LLaMA 3,2024-04-18,StoneCo（巴西）,Meta,publisher
FMR-0001,PATH,LLaMA 3,2024-04-18,UiPath（美国）,Meta,publisher
FMR-0001,4755 JP,LLaMA 3,2024-04-18,乐天集团（日本）,Meta,publisher
FMR-0001,HPE,LLaMA 3,2024-04-18,Hewlett Packard Enterprise（美国）,Meta,publisher
FMR-0001,TEMN SW,LLaMA 3,2024-04-18,Temenos Group（瑞士）,Meta,publisher
FMR-0001,PONY,LLaMA 3,2024-04-18,Pony.ai（中国）,Meta,publisher
FMR-0001,TWLO,LLaMA 3,2024-04-18,Twilio（美国）,Meta,publisher
FMR-0001,G,LLaMA 3,2024-04-18,Genpact（美国）,Meta,publisher
FMR-0001,DXC,LLaMA 3,2024-04-18,DXC Technology（美国）,Meta,publisher
FMR-0001,AMBA,LLaMA 3,2024-04-18,Ambarella（美国）,Meta,publisher
FMR-0001,OKTA,LLaMA 3,2024-04-18,Okta（美国）,Meta,publisher
FMR-0001,WRD,LLaMA 3,2024-04-18,WeRock（中国）,Meta,publisher
FMR-0001,PEGA,LLaMA 3,2024-04-18,Pegasystems（美国）,Meta,publisher
FMR-0001,6588 JP,LLaMA 3,2024-04-18,东芝（日本）,Meta,publisher
FMR-0001,WKL NA,LLaMA 3,2024-04-18,Wolters Kluwer（荷兰）,Meta,publisher
FMR-0001,SOUN,LLaMA 3,2024-04-18,SoundHound AI（美国）,Meta,publisher
FMR-0001,2395 TT,LLaMA 3,2024-04-18,研华科技（台湾）,Meta,publisher
FMR-0001,CCC,LLaMA 3,2024-04-18,CCC Intelligent Solutions（美国）,Meta,publisher
FMR-0001,2353 TT,LLaMA 3,2024-04-18,宏基（台湾）,Meta,publisher
FMR-0001,6758 JP,LLaMA 3,2024-04-18,索尼（日本）,Meta,publisher
FMR-0001,SNAP,LLaMA 3,2024-04-18,Snap（美国）,Meta,publisher
FMR-0001,ZBRA,LLaMA 3,2024-04-18,Zebra Technologies（美国）,Meta,publisher
FMR-0001,NICE,LLaMA 3,2024-04-18,NICE Systems（以色列）,Meta,publisher
FMR-0001,AMP IM,LLaMA 3,2024-04-18,Amplifon（意大利）,Meta,publisher
FMR-0001,SMCI,LLaMA 3,2024-04-18,Super Micro Computer（美国）,Meta,publisher
FMR-0001,QUBT,LLaMA 3,2024-04-18,Quantum Computing（美国）,Meta,publisher
FMR-0001,WIX,LLaMA 3,2024-04-18,Wix.com（以色列）,Meta,publisher
FMR-0001,TTD,LLaMA 3,2024-04-18,The Trade Desk（美国）,Meta,publisher
FMR-0001,AI,LLaMA 3,2024-04-18,C3.ai（美国）,Meta,publisher
FMR-0002,005930 KS,Imagen 3,2024-05-14,三星电子,Google,publisher
FMR-0002,GOOGL,Imagen 3,2024-05-14,Alphabet（谷歌）,Google,publisher
FMR-0002,MU,Imagen 3,2024-05-14,美光科技,Google,publisher
FMR-0002,AMD,Imagen 3,2024-05-14,AMD,Google,publisher
FMR-0002,000660 KS,Imagen 3,2024-05-14,SK海力士,Google,publisher
FMR-0002,BABA,Imagen 3,2024-05-14,阿里巴巴,Google,publisher
FMR-0002,TSM,Imagen 3,2024-05-14,台积电,Google,publisher
FMR-0002,TSLA,Imagen 3,2024-05-14,特斯拉,Google,publisher
FMR-0002,AAPL,Imagen 3,2024-05-14,苹果,Google,publisher
FMR-0002,AVGO,Imagen 3,2024-05-14,博通,Google,publisher
FMR-0002,CSCO,Imagen 3,2024-05-14,思科,Google,publisher
FMR-0002,700 HK,Imagen 3,2024-05-14,腾讯控股,Google,publisher
FMR-0002,NVDA,Imagen 3,2024-05-14,英伟达,Google,publisher
FMR-0002,AMZN,Imagen 3,2024-05-14,亚马逊,Google,publisher
FMR-0002,PLTR,Imagen 3,2024-05-14,Palantir,Google,publisher
FMR-0002,IBM,Imagen 3,2024-05-14,IBM,Google,publisher
FMR-0002,MSFT,Imagen 3,2024-05-14,微软,Google,publisher
FMR-0002,META,Imagen 3,2024-05-14,Meta（Facebook）,Google,publisher
FMR-0002,SIE GR,Imagen 3,2024-05-14,西门子（德国）,Google,publisher
FMR-0002,CRM,Imagen 3,2024-05-14,Salesforce,Google,publisher
FMR-0002,NFLX,Imagen 3,2024-05-14,Netflix,Google,publisher
FMR-0002,ORCL,Imagen 3,2024-05-14,Oracle,Google,publisher
FMR-0002,INTC,Imagen 3,2024-05-14,英特尔,Google,publisher
FMR-0002,ACN,Imagen 3,2024-05-14,埃森哲,Google,publisher
FMR-0002,UBER,Imagen 3,2024-05-14,Uber,Google,publisher
FMR-0002,QCOM,Imagen 3,2024-05-14,高通,Google,publisher
FMR-0002,SHOP,Imagen 3,2024-05-14,Shopify,Google,publisher
FMR-0002,APP,Imagen 3,2024-05-14,AppLovin,Google,publisher
FMR-0002,NOW,Imagen 3,2024-05-14,ServiceNow,Google,publisher
FMR-0002,ADBE,Imagen 3,2024-05-14,Adobe,Google,publisher
FMR-0002,SNPS,Imagen 3,2024-05-14,Synopsys,Google,publisher
FMR-0002,CDNS,Imagen 3,2024-05-14,Cadence Design Systems,Google,publisher
FMR-0002,HUT,Imagen 3,2024-05-14,Hut 8 Mining,Google,publisher
FMR-0002,STX,Imagen 3,2024-05-14,Seagate,Google,publisher
FMR-0002,MRVL,Imagen 3,2024-05-14,Marvell,Google,publisher
FMR-0002,SNOW,Imagen 3,2024-05-14,Snowflake,Google,publisher
FMR-0002,3690 HK,Imagen 3,2024-05-14,美团,Google,publisher
FMR-0002,IFX GR,Imagen 3,2024-05-14,英飞凌（德国）,Google,publisher
FMR-0002,FTNT,Imagen 3,2024-05-14,Fortinet,Google,publisher
FMR-0002,5803 JP,Imagen 3,2024-05-14,三菱电机（日本）,Google,publisher
FMR-0002,NXPI,Imagen 3,2024-05-14,恩智浦,Google,publisher
FMR-0002,3443 TT,Imagen 3,2024-05-14,创见资讯（台湾）,Google,publisher
FMR-0002,6702 JP,Imagen 3,2024-05-14,富士通（日本）,Google,publisher
FMR-0002,TRI,Imagen 3,2024-05-14,Thomson Reuters,Google,publisher
FMR-0002,6701 JP,Imagen 3,2024-05-14,NEC（日本）,Google,publisher
FMR-0002,BIDU,Imagen 3,2024-05-14,百度,Google,publisher
FMR-0002,DDOG,Imagen 3,2024-05-14,Datadog,Google,publisher
FMR-0002,6954 JP,Imagen 3,2024-05-14,松下（日本）,Google,publisher
FMR-0002,WDAY,Imagen 3,2024-05-14,Workday,Google,publisher
FMR-0002,ERIC,Imagen 3,2024-05-14,爱立信,Google,publisher
FMR-0002,CRWV,Imagen 3,2024-05-14,CareCloud,Google,publisher
FMR-0002,TDC,Imagen 3,2024-05-14,Teradata,Google,publisher
FMR-0002,GEHC,Imagen 3,2024-05-14,GE HealthCare,Google,publisher
FMR-0002,TIETO FH,Imagen 3,2024-05-14,Tietoevry（芬兰）,Google,publisher
FMR-0002,EXPN LN,Imagen 3,2024-05-14,Experian（英国）,Google,publisher
FMR-0002,ZS,Imagen 3,2024-05-14,Zscaler,Google,publisher
FMR-0002,CYBR,Imagen 3,2024-05-14,CyberArk,Google,publisher
FMR-0002,STNE,Imagen 3,2024-05-14,StoneCo（巴西）,Google,publisher
FMR-0002,PATH,Imagen 3,2024-05-14,UiPath（美国）,Google,publisher
FMR-0002,4755 JP,Imagen 3,2024-05-14,乐天集团（日本）,Google,publisher
FMR-0002,HPE,Imagen 3,2024-05-14,Hewlett Packard Enterprise（美国）,Google,publisher
FMR-0002,TEMN SW,Imagen 3,2024-05-14,Temenos Group（瑞士）,Google,publisher
FMR-0002,PONY,Imagen 3,2024-05-14,Pony.ai（中国）,Google,publisher
FMR-0002,TWLO,Imagen 3,2024-05-14,Twilio（美国）,Google,publisher
FMR-0002,G,Imagen 3,2024-05-14,Genpact（美国）,Google,publisher
FMR-0002,DXC,Imagen 3,2024-05-14,DXC Technology（美国）,Google,publisher
FMR-0002,AMBA,Imagen 3,2024-05-14,Ambarella（美国）,Google,publisher
FMR-0002,OKTA,Imagen 3,2024-05-14,Okta（美国）,Google,publisher
FMR-0002,WRD,Imagen 3,2024-05-14,WeRock（中国）,Google,publisher
FMR-0002,PEGA,Imagen 3,2024-05-14,Pegasystems（美国）,Google,publisher
FMR-0002,6588 JP,Imagen 3,2024-05-14,东芝（日本）,Google,publisher
FMR-0002,WKL NA,Imagen 3,2024-05-14,Wolters Kluwer（荷兰）,Google,publisher
FMR-0002,SOUN,Imagen 3,2024-05-14,SoundHound AI（美国）,Google,publisher
FMR-0002,2395 TT,Imagen 3,2024-05-14,研华科技（台湾）,Google,publisher
FMR-0002,CCC,Imagen 3,2024-05-14,CCC Intelligent Solutions（美国）,Google,publisher
FMR-0002,2353 TT,Imagen 3,2024-05-14,宏基（台湾）,Google,publisher
FMR-0002,6758 JP,Imagen 3,2024-05-14,索尼（日本）,Google,publisher
FMR-0002,SNAP,Imagen 3,2024-05-14,Snap（美国）,Google,publisher
FMR-0002,ZBRA,Imagen 3,2024-05-14,Zebra Technologies（美国）,Google,publisher
FMR-0002,NICE,Imagen 3,2024-05-14,NICE Systems（以色列）,Google,publisher
FMR-0002,AMP IM,Imagen 3,2024-05-14,Amplifon（意大利）,Google,publisher
FMR-0002,SMCI,Imagen 3,2024-05-14,Super Micro Computer（美国）,Google,publisher
FMR-0002,QUBT,Imagen 3,2024-05-14,Quantum Computing（美国）,Google,publisher
FMR-0002,WIX,Imagen 3,2024-05-14,Wix.com（以色列）,Google,publisher
FMR-0002,TTD,Imagen 3,2024-05-14,The Trade Desk（美国）,Google,publisher
FMR-0002,AI,Imagen 3,2024-05-14,C3.ai（美国）,Google,publisher
FMR-0003,005930 KS,Gemini Flash 1.5,2024-05-30,三星电子,Google,publisher
FMR-0003,GOOGL,Gemini Flash 1.5,2024-05-30,Alphabet（谷歌）,Google,publisher
FMR-0003,MU,Gemini Flash 1.5,2024-05-30,美光科技,Google,publisher
FMR-0003,AMD,Gemini Flash 1.5,2024-05-30,AMD,Google,publisher
FMR-0003,000660 KS,Gemini Flash 1.5,2024-05-30,SK海力士,Google,publisher
FMR-0003,BABA,Gemini Flash 1.5,2024-05-30,阿里巴巴,Google,publisher
FMR-0003,TSM,Gemini Flash 1.5,2024-05-30,台积电,Google,publisher
FMR-0003,TSLA,Gemini Flash 1.5,2024-05-30,特斯拉,Google,publisher
FMR-0003,AAPL,Gemini Flash 1.5,2024-05-30,苹果,Google,publisher
FMR-0003,AVGO,Gemini Flash 1.5,2024-05-30,博通,Google,publisher
FMR-0003,CSCO,Gemini Flash 1.5,2024-05-30,思科,Google,publisher
FMR-0003,700 HK,Gemini Flash 1.5,2024-05-30,腾讯控股,Google,publisher
FMR-0003,NVDA,Gemini Flash 1.5,2024-05-30,英伟达,Google,publisher
FMR-0003,AMZN,Gemini Flash 1.5,2024-05-30,亚马逊,Google,publisher
FMR-0003,PLTR,Gemini Flash 1.5,2024-05-30,Palantir,Google,publisher
FMR-0003,IBM,Gemini Flash 1.5,2024-05-30,IBM,Google,publisher
FMR-0003,MSFT,Gemini Flash 1.5,2024-05-30,微软,Google,publisher
FMR-0003,META,Gemini Flash 1.5,2024-05-30,Meta（Facebook）,Google,publisher
FMR-0003,SIE GR,Gemini Flash 1.5,2024-05-30,西门子（德国）,Google,publisher
FMR-0003,CRM,Gemini Flash 1.5,2024-05-30,Salesforce,Google,publisher
FMR-0003,NFLX,Gemini Flash 1.5,2024-05-30,Netflix,Google,publisher
FMR-0003,ORCL,Gemini Flash 1.5,2024-05-30,Oracle,Google,publisher
FMR-0003,INTC,Gemini Flash 1.5,2024-05-30,英特尔,Google,publisher
FMR-0003,ACN,Gemini Flash 1.5,2024-05-30,埃森哲,Google,publisher
FMR-0003,UBER,Gemini Flash 1.5,2024-05-30,Uber,Google,publisher
FMR-0003,QCOM,Gemini Flash 1.5,2024-05-30,高通,Google,publisher
FMR-0003,SHOP,Gemini Flash 1.5,2024-05-30,Shopify,Google,publisher
FMR-0003,APP,Gemini Flash 1.5,2024-05-30,AppLovin,Google,publisher
FMR-0003,NOW,Gemini Flash 1.5,2024-05-30,ServiceNow,Google,publisher
FMR-0003,ADBE,Gemini Flash 1.5,2024-05-30,Adobe,Google,publisher
FMR-0003,SNPS,Gemini Flash 1.5,2024-05-30,Synopsys,Google,publisher
FMR-0003,CDNS,Gemini Flash 1.5,2024-05-30,Cadence Design Systems,Google,publisher
FMR-0003,HUT,Gemini Flash 1.5,2024-05-30,Hut 8 Mining,Google,publisher
FMR-0003,STX,Gemini Flash 1.5,2024-05-30,Seagate,Google,publisher
FMR-0003,MRVL,Gemini Flash 1.5,2024-05-30,Marvell,Google,publisher
FMR-0003,SNOW,Gemini Flash 1.5,2024-05-30,Snowflake,Google,publisher
FMR-0003,3690 HK,Gemini Flash 1.5,2024-05-30,美团,Google,publisher
FMR-0003,IFX GR,Gemini Flash 1.5,2024-05-30,英飞凌（德国）,Google,publisher
FMR-0003,FTNT,Gemini Flash 1.5,2024-05-30,Fortinet,Google,publisher
FMR-0003,5803 JP,Gemini Flash 1.5,2024-05-30,三菱电机（日本）,Google,publisher
FMR-0003,NXPI,Gemini Flash 1.5,2024-05-30,恩智浦,Google,publisher
FMR-0003,3443 TT,Gemini Flash 1.5,2024-05-30,创见资讯（台湾）,Google,publisher
FMR-0003,6702 JP,Gemini Flash 1.5,2024-05-30,富士通（日本）,Google,publisher
FMR-0003,TRI,Gemini Flash 1.5,2024-05-30,Thomson Reuters,Google,publisher
FMR-0003,6701 JP,Gemini Flash 1.5,2024-05-30,NEC（日本）,Google,publisher
FMR-0003,BIDU,Gemini Flash 1.5,2024-05-30,百度,Google,publisher
FMR-0003,DDOG,Gemini Flash 1.5,2024-05-30,Datadog,Google,publisher
FMR-0003,6954 JP,Gemini Flash 1.5,2024-05-30,松下（日本）,Google,publisher
FMR-0003,WDAY,Gemini Flash 1.5,2024-05-30,Workday,Google,publisher
FMR-0003,ERIC,Gemini Flash 1.5,2024-05-30,爱立信,Google,publisher
FMR-0003,CRWV,Gemini Flash 1.5,2024-05-30,CareCloud,Google,publisher
FMR-0003,TDC,Gemini Flash 1.5,2024-05-30,Teradata,Google,publisher
FMR-0003,GEHC,Gemini Flash 1.5,2024-05-30,GE HealthCare,Google,publisher
FMR-0003,TIETO FH,Gemini Flash 1.5,2024-05-30,Tietoevry（芬兰）,Google,publisher
FMR-0003,EXPN LN,Gemini Flash 1.5,2024-05-30,Experian（英国）,Google,publisher
FMR-0003,ZS,Gemini Flash 1.5,2024-05-30,Zscaler,Google,publisher
FMR-0003,CYBR,Gemini Flash 1.5,2024-05-30,CyberArk,Google,publisher
FMR-0003,STNE,Gemini Flash 1.5,2024-05-30,StoneCo（巴西）,Google,publisher
FMR-0003,PATH,Gemini Flash 1.5,2024-05-30,UiPath（美国）,Google,publisher
FMR-0003,4755 JP,Gemini Flash 1.5,2024-05-30,乐天集团（日本）,Google,publisher
FMR-0003,HPE,Gemini Flash 1.5,2024-05-30,Hewlett Packard Enterprise（美国）,Google,publisher
FMR-0003,TEMN SW,Gemini Flash 1.5,2024-05-30,Temenos Group（瑞士）,Google,publisher
FMR-0003,PONY,Gemini Flash 1.5,2024-05-30,Pony.ai（中国）,Google,publisher
FMR-0003,TWLO,Gemini Flash 1.5,2024-05-30,Twilio（美国）,Google,publisher
FMR-0003,G,Gemini Flash 1.5,2024-05-30,Genpact（美国）,Google,publisher
FMR-0003,DXC,Gemini Flash 1.5,2024-05-30,DXC Technology（美国）,Google,publisher
FMR-0003,AMBA,Gemini Flash 1.5,2024-05-30,Ambarella（美国）,Google,publisher
FMR-0003,OKTA,Gemini Flash 1.5,2024-05-30,Okta（美国）,Google,publisher
FMR-0003,WRD,Gemini Flash 1.5,2024-05-30,WeRock（中国）,Google,publisher
FMR-0003,PEGA,Gemini Flash 1.5,2024-05-30,Pegasystems（美国）,Google,publisher
FMR-0003,6588 JP,Gemini Flash 1.5,2024-05-30,东芝（日本）,Google,publisher
FMR-0003,WKL NA,Gemini Flash 1.5,2024-05-30,Wolters Kluwer（荷兰）,Google,publisher
FMR-0003,SOUN,Gemini Flash 1.5,2024-05-30,SoundHound AI（美国）,Google,publisher
FMR-0003,2395 TT,Gemini Flash 1.5,2024-05-30,研华科技（台湾）,Google,publisher
FMR-0003,CCC,Gemini Flash 1.5,2024-05-30,CCC Intelligent Solutions（美国）,Google,publisher
FMR-0003,2353 TT,Gemini Flash 1.5,2024-05-30,宏基（台湾）,Google,publisher
FMR-0003,6758 JP,Gemini Flash 1.5,2024-05-30,索尼（日本）,Google,publisher
FMR-0003,SNAP,Gemini Flash 1.5,2024-05-30,Snap（美国）,Google,publisher
FMR-0003,ZBRA,Gemini Flash 1.5,2024-05-30,Zebra Technologies（美国）,Google,publisher
FMR-0003,NICE,Gemini Flash 1.5,2024-05-30,NICE Systems（以色列）,Google,publisher
FMR-0003,AMP IM,Gemini Flash 1.5,2024-05-30,Amplifon（意大利）,Google,publisher
FMR-0003,SMCI,Gemini Flash 1.5,2024-05-30,Super Micro Computer（美国）,Google,publisher
FMR-0003,QUBT,Gemini Flash 1.5,2024-05-30,Quantum Computing（美国）,Google,publisher
FMR-0003,WIX,Gemini Flash 1.5,2024-05-30,Wix.com（以色列）,Google,publisher
FMR-0003,TTD,Gemini Flash 1.5,2024-05-30,The Trade Desk（美国）,Google,publisher
FMR-0003,AI,Gemini Flash 1.5,2024-05-30,C3.ai（美国）,Google,publisher
FMR-0004,005930 KS,Stable Diffusion 3,2024-06-12,三星电子,Stability AI,media_generation_competition
FMR-0004,GOOGL,Stable Diffusion 3,2024-06-12,Alphabet（谷歌）,Stability AI,media_generation_competition
FMR-0004,MU,Stable Diffusion 3,2024-06-12,美光科技,Stability AI,media_generation_competition
FMR-0004,AMD,Stable Diffusion 3,2024-06-12,AMD,Stability AI,media_generation_competition
FMR-0004,000660 KS,Stable Diffusion 3,2024-06-12,SK海力士,Stability AI,media_generation_competition
FMR-0004,BABA,Stable Diffusion 3,2024-06-12,阿里巴巴,Stability AI,media_generation_competition
FMR-0004,TSM,Stable Diffusion 3,2024-06-12,台积电,Stability AI,media_generation_competition
FMR-0004,TSLA,Stable Diffusion 3,2024-06-12,特斯拉,Stability AI,media_generation_competition
FMR-0004,AAPL,Stable Diffusion 3,2024-06-12,苹果,Stability AI,media_generation_competition
FMR-0004,AVGO,Stable Diffusion 3,2024-06-12,博通,Stability AI,media_generation_competition
FMR-0004,CSCO,Stable Diffusion 3,2024-06-12,思科,Stability AI,media_generation_competition
FMR-0004,700 HK,Stable Diffusion 3,2024-06-12,腾讯控股,Stability AI,media_generation_competition
FMR-0004,NVDA,Stable Diffusion 3,2024-06-12,英伟达,Stability AI,media_generation_competition
FMR-0004,AMZN,Stable Diffusion 3,2024-06-12,亚马逊,Stability AI,media_generation_competition
FMR-0004,PLTR,Stable Diffusion 3,2024-06-12,Palantir,Stability AI,media_generation_competition
FMR-0004,IBM,Stable Diffusion 3,2024-06-12,IBM,Stability AI,media_generation_competition
FMR-0004,MSFT,Stable Diffusion 3,2024-06-12,微软,Stability AI,media_generation_competition
FMR-0004,META,Stable Diffusion 3,2024-06-12,Meta（Facebook）,Stability AI,media_generation_competition
FMR-0004,SIE GR,Stable Diffusion 3,2024-06-12,西门子（德国）,Stability AI,media_generation_competition
FMR-0004,CRM,Stable Diffusion 3,2024-06-12,Salesforce,Stability AI,media_generation_competition
FMR-0004,NFLX,Stable Diffusion 3,2024-06-12,Netflix,Stability AI,media_generation_competition
FMR-0004,ORCL,Stable Diffusion 3,2024-06-12,Oracle,Stability AI,media_generation_competition
FMR-0004,INTC,Stable Diffusion 3,2024-06-12,英特尔,Stability AI,media_generation_competition
FMR-0004,ACN,Stable Diffusion 3,2024-06-12,埃森哲,Stability AI,media_generation_competition
FMR-0004,UBER,Stable Diffusion 3,2024-06-12,Uber,Stability AI,media_generation_competition
FMR-0004,QCOM,Stable Diffusion 3,2024-06-12,高通,Stability AI,media_generation_competition
FMR-0004,SHOP,Stable Diffusion 3,2024-06-12,Shopify,Stability AI,media_generation_competition
FMR-0004,APP,Stable Diffusion 3,2024-06-12,AppLovin,Stability AI,media_generation_competition
FMR-0004,NOW,Stable Diffusion 3,2024-06-12,ServiceNow,Stability AI,media_generation_competition
FMR-0004,ADBE,Stable Diffusion 3,2024-06-12,Adobe,Stability AI,media_generation_competition
FMR-0004,SNPS,Stable Diffusion 3,2024-06-12,Synopsys,Stability AI,media_generation_competition
FMR-0004,CDNS,Stable Diffusion 3,2024-06-12,Cadence Design Systems,Stability AI,media_generation_competition
FMR-0004,HUT,Stable Diffusion 3,2024-06-12,Hut 8 Mining,Stability AI,media_generation_competition
FMR-0004,STX,Stable Diffusion 3,2024-06-12,Seagate,Stability AI,media_generation_competition
FMR-0004,MRVL,Stable Diffusion 3,2024-06-12,Marvell,Stability AI,media_generation_competition
FMR-0004,SNOW,Stable Diffusion 3,2024-06-12,Snowflake,Stability AI,media_generation_competition
FMR-0004,3690 HK,Stable Diffusion 3,2024-06-12,美团,Stability AI,media_generation_competition
FMR-0004,IFX GR,Stable Diffusion 3,2024-06-12,英飞凌（德国）,Stability AI,media_generation_competition
FMR-0004,FTNT,Stable Diffusion 3,2024-06-12,Fortinet,Stability AI,media_generation_competition
FMR-0004,5803 JP,Stable Diffusion 3,2024-06-12,三菱电机（日本）,Stability AI,media_generation_competition
FMR-0004,NXPI,Stable Diffusion 3,2024-06-12,恩智浦,Stability AI,media_generation_competition
FMR-0004,3443 TT,Stable Diffusion 3,2024-06-12,创见资讯（台湾）,Stability AI,media_generation_competition
FMR-0004,6702 JP,Stable Diffusion 3,2024-06-12,富士通（日本）,Stability AI,media_generation_competition
FMR-0004,TRI,Stable Diffusion 3,2024-06-12,Thomson Reuters,Stability AI,media_generation_competition
FMR-0004,6701 JP,Stable Diffusion 3,2024-06-12,NEC（日本）,Stability AI,media_generation_competition
FMR-0004,BIDU,Stable Diffusion 3,2024-06-12,百度,Stability AI,media_generation_competition
FMR-0004,DDOG,Stable Diffusion 3,2024-06-12,Datadog,Stability AI,media_generation_competition
FMR-0004,6954 JP,Stable Diffusion 3,2024-06-12,松下（日本）,Stability AI,media_generation_competition
FMR-0004,WDAY,Stable Diffusion 3,2024-06-12,Workday,Stability AI,media_generation_competition
FMR-0004,ERIC,Stable Diffusion 3,2024-06-12,爱立信,Stability AI,media_generation_competition
FMR-0004,CRWV,Stable Diffusion 3,2024-06-12,CareCloud,Stability AI,media_generation_competition
FMR-0004,TDC,Stable Diffusion 3,2024-06-12,Teradata,Stability AI,media_generation_competition
FMR-0004,GEHC,Stable Diffusion 3,2024-06-12,GE HealthCare,Stability AI,media_generation_competition
FMR-0004,TIETO FH,Stable Diffusion 3,2024-06-12,Tietoevry（芬兰）,Stability AI,media_generation_competition
FMR-0004,EXPN LN,Stable Diffusion 3,2024-06-12,Experian（英国）,Stability AI,media_generation_competition
FMR-0004,ZS,Stable Diffusion 3,2024-06-12,Zscaler,Stability AI,media_generation_competition
FMR-0004,CYBR,Stable Diffusion 3,2024-06-12,CyberArk,Stability AI,media_generation_competition
