event_id,event_date,query,title,url,domain,language,sourcecountry,seendate,socialimage
AIT-2025-01-003,2025-01-20,DeepSeek R1,Open Source DeepSeek R1 Runs at 200 Tokens Per Second on Raspberry Pi,https://www.nextbigfuture.com/2025/01/open-source-deepseek-r1-runs-at-200-tokens-per-second-on-raspberry-pi.html,nextbigfuture.com,English,China,20250124T041500Z,https://nextbigfuture.s3.amazonaws.com/uploads/2025/01/Screenshot-2025-01-23-at-4.58.43-PM.jpg
AIT-2025-01-003,2025-01-20,DeepSeek R1,Tech leaders respond to the rapid rise of DeepSeek,https://venturebeat.com/ai/tech-leaders-respond-to-the-rapid-rise-of-deepseek/,venturebeat.com,English,United States,20250124T233000Z,https://venturebeat.com/wp-content/uploads/2025/01/tech-leaders-eg.png??&strip=all
AIT-2025-01-003,2025-01-20,DeepSeek R1,Deepseek - R1 Review : The Open Source AI Outperforming GPT - 4,https://www.geeky-gadgets.com/deepseek-r1-review/,geeky-gadgets.com,English,United Kingdom,20250128T134500Z,https://www.geeky-gadgets.com/wp-content/uploads/2025/01/deepseek-r1-open-source-ai-model_optimized.jpg
AIT-2025-01-003,2025-01-20,DeepSeek R1,DeepSeek R1 : China AI Triumph Amid U . S . Sanctions – Sri Lanka Guardian,http://slguardian.org/deepseek-r1-chinas-ai-triumph-amid-u-s-sanctions/,slguardian.org,English,Sri Lanka,20250125T230000Z,http://slguardian.org/wp-content/uploads/2025/01/DeepSeek-AI-Business-lk.jpg
AIT-2025-01-003,2025-01-20,DeepSeek R1,DeepSeek R1 on Raspbery Pi : Future of offline AI in 2025 ?,https://www.digit.in/features/general/deepseek-r1-on-raspbery-pi-future-of-offline-ai-in-2025.html,digit.in,English,India,20250126T100000Z,https://static.digit.in/deepseek-r1-on-raspberry-pi-offline-ai-model.png
AIT-2025-01-003,2025-01-20,DeepSeek R1,"Zach Vorhies reveals how China DeepSeek R1 AI model outperforms OpenAI , sends Nvidia stock crashing – NaturalNews . com",https://www.naturalnews.com/2025-01-28-chinas-deepseek-r1-ai-model-outperforms-openai.html,naturalnews.com,English,United States,20250128T213000Z,https://www.naturalnews.com/wp-content/uploads/sites/91/2025/01/2025-01-28-BBN-Interview-with-Zach-Vorhies.jpg
AIT-2025-01-003,2025-01-20,DeepSeek R1,"Why Are Nvidia , Other AI Stocks Declining After DeepSeek R1 ? Know Competition , What Next | Explained",https://www.news18.com/business/markets/why-are-nvidia-other-ai-stocks-declining-after-deepseek-r1-know-competition-whats-next-explained-9205051.html,news18.com,English,India,20250128T084500Z,https://images.news18.com/ibnlive/uploads/2025/01/Nvidia-DeepSeek-2025-01-56467273d1e0e1e9e4ea3976c80d5ccb-16x9.jpg
AIT-2025-01-003,2025-01-20,DeepSeek R1,Meta Chief AI Exec : DeepSeek Success Shows Value of Open Source,https://www.businessinsider.com/meta-ai-yann-lecun-deepseek-open-source-openai-2025-1,businessinsider.com,English,United States,20250125T203000Z,https://i.insider.com/67952564eb4be2fff9a22844?&format=jpeg
AIT-2025-01-003,2025-01-20,DeepSeek R1,DeepSeek vs Google Search : How Chinese AI search  experience  compares to Google,https://www.moneycontrol.com/technology/deepseek-vs-googlesearch-how-chinese-ai-search-experience-compares-to-google-article-12920871.html,moneycontrol.com,English,India,20250128T044500Z,https://images.moneycontrol.com/static-mcnews/2025/01/20250127093838_DEEPSEEK.jpeg
AIT-2025-01-003,2025-01-20,DeepSeek R1,DeepSeek R1 : The Game - Changing AI Model Everyone Talking About,https://www.themobileindian.com/news/deepseek-r1-the-game-changing-ai-model-everyones-talking-about,themobileindian.com,English,India,20250128T084500Z,https://www.themobileindian.com/wp-content/uploads/2025/01/DeepSeek-R1.jpg
AIT-2025-01-003,2025-01-20,DeepSeek R1,"DeepSeek R1 climbs Indian Apple App Store rankings , gets ahead ChatGPT in US market",https://www.businesstoday.in/technology/news/story/deepseek-r1-climbs-indian-apple-app-store-rankings-gets-ahead-chatgpt-in-us-market-462092-2025-01-27,businesstoday.in,English,India,20250127T070000Z,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202501/67970ab6ae0d2-deepseek-272520945-16x9.jpg
AIT-2025-01-003,2025-01-20,DeepSeek R1,How to download and install DeepSeek AI,https://www.shacknews.com/article/142874/how-to-download-and-install-deepseek-ai,shacknews.com,English,United States,20250128T184500Z,
